pos,test_idx,db_id_gold,db_id_used,broker_pick,broker_correct,db_routing_correct,embedding_top1_margin,routing_tiebreak_used,re_picked,retries,exec_success,difficulty,model_used,retrieval_used,masked_sql,real_sql
33,139,tv_shows,tv_shows,tv_shows,True,True,0.012119,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Station_name FROM city_channel WHERE Affiliation != 'ABC',SELECT Station_name FROM city_channel WHERE Affiliation != 'ABC'
34,142,tv_shows,bbc_channels,bbc_channels,False,False,0.004216,True,False,0,False,easy,claude-haiku-4-5-20251001,hybrid,"I cannot answer this question because the schema provided does not contain any table or column related to ""ERP"" (which typically stands for Effective Radiated Power) or ""radios"". The available tables are: channel, director, program, and director_admin, none of which have an ERP column or radio-related data. If you meant to ask a different question using the available schema, please rephrase it.","I cannot answer this question because the schema provided does not contain any table or column related to ""ERP"" (which typically stands for Effective Radiated Power) or ""radios"". The available tables are: channel, director, program, and director_admin, none of which have an ERP column or radio-related data. If you meant to ask a different question using the available schema, please rephrase it."
35,145,tv_shows,tv_shows,tv_shows,True,True,0.042779,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Affiliation FROM city_channel GROUP BY Affiliation HAVING COUNT(*) > 3,SELECT Affiliation FROM city_channel GROUP BY Affiliation HAVING COUNT(*) > 3
36,153,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.163979,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Name FROM driver WHERE Citizenship = 'United States',SELECT Name FROM driver WHERE Citizenship = 'United States'
37,154,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.139171,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Name FROM driver WHERE Citizenship = 'United States',SELECT Name FROM driver WHERE Citizenship = 'United States'
38,167,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.142058,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT count(DISTINCT T1.Driver_ID) FROM driver AS T1 WHERE T1.Racing_Series = 'NASCAR',SELECT count(DISTINCT T1.Driver_ID) FROM driver AS T1 WHERE T1.Racing_Series = 'NASCAR'
39,168,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.115071,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT driver.Driver_ID) FROM driver WHERE driver.Racing_Series = 'NASCAR',SELECT COUNT(DISTINCT driver.Driver_ID) FROM driver WHERE driver.Racing_Series = 'NASCAR'
40,169,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.061102,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(Top_Speed) FROM vehicle,SELECT AVG(Top_Speed) FROM vehicle
41,170,vehicle_driver,vehicle_driver,vehicle_rent,False,True,0.008536,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(Top_Speed) FROM vehicle,SELECT AVG(Top_Speed) FROM vehicle
42,185,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.175911,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Name FROM driver ORDER BY Name ASC,SELECT Name FROM driver ORDER BY Name ASC
43,186,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.165955,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Name FROM driver ORDER BY Name ASC,SELECT Name FROM driver ORDER BY Name ASC
44,193,online_exams,online_exams,online_exams,True,True,0.216501,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT count(*) FROM Exams,SELECT count(*) FROM Exams
45,194,online_exams,online_exams,online_exams,True,True,0.177365,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT count(*) FROM Exams,SELECT count(*) FROM Exams
46,195,online_exams,online_exams,online_exams,True,True,0.086577,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC
47,196,online_exams,online_exams,online_exams,True,True,0.071537,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC
48,203,online_exams,online_exams,online_exams,True,True,0.131644,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,"SELECT DISTINCT Student_Assessments.Student_Answer_Text FROM Student_Assessments WHERE Student_Assessments.Assessment = ""Normal""","SELECT DISTINCT Student_Assessments.Student_Answer_Text FROM Student_Assessments WHERE Student_Assessments.Assessment = ""Normal"""
49,204,online_exams,online_exams,online_exams,True,True,0.130460,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT T1.Student_Answer_Text FROM Student_Assessments AS T1 WHERE T1.Assessment = 'Normal',SELECT DISTINCT T1.Student_Answer_Text FROM Student_Assessments AS T1 WHERE T1.Assessment = 'Normal'
50,205,online_exams,online_exams,online_exams,True,True,0.124512,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT Comments) FROM Student_Answers WHERE Comments IS NOT NULL,SELECT COUNT(DISTINCT Comments) FROM Student_Answers WHERE Comments IS NOT NULL
51,206,online_exams,online_exams,online_exams,True,True,0.123252,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT Comments) FROM Student_Answers WHERE Comments IS NOT NULL,SELECT COUNT(DISTINCT Comments) FROM Student_Answers WHERE Comments IS NOT NULL
52,219,online_exams,online_exams,cre_Students_Information_Systems,False,True,0.000086,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Last_Name FROM Students WHERE Gender_MFU != 'M',SELECT Last_Name FROM Students WHERE Gender_MFU != 'M'
53,220,online_exams,online_exams,online_exams,True,True,0.020448,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Last_Name FROM Students WHERE Gender_MFU != 'M',SELECT Last_Name FROM Students WHERE Gender_MFU != 'M'
54,229,online_exams,online_exams,online_exams,True,True,0.103418,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Type_of_Question_Code FROM Questions GROUP BY Type_of_Question_Code HAVING COUNT(*) >= 3,SELECT Type_of_Question_Code FROM Questions GROUP BY Type_of_Question_Code HAVING COUNT(*) >= 3
55,230,online_exams,online_exams,online_exams,True,True,0.072544,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Type_of_Question_Code FROM Questions GROUP BY Type_of_Question_Code HAVING COUNT(*) >= 3,SELECT Type_of_Question_Code FROM Questions GROUP BY Type_of_Question_Code HAVING COUNT(*) >= 3
56,231,online_exams,online_exams,cre_Students_Information_Systems,False,True,0.017196,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT * FROM Students,SELECT * FROM Students
57,232,online_exams,online_exams,cre_Students_Information_Systems,False,True,0.001644,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT * FROM Students,SELECT * FROM Students
58,233,customers_and_orders,customers_and_orders,bbc_channels,False,True,0.022821,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Addresses,SELECT COUNT(*) FROM Addresses
59,234,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.017235,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT count(*) FROM Addresses,SELECT count(*) FROM Addresses
60,237,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.065580,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Products,SELECT COUNT(*) FROM Products
61,238,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.088543,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Products,SELECT COUNT(*) FROM Products
62,241,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.016733,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT product_price FROM Products WHERE product_name = 'Monitor',SELECT product_price FROM Products WHERE product_name = 'Monitor'
63,242,customers_and_orders,customers_and_orders,vehicle_rent,False,True,0.004940,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT product_price FROM Products WHERE product_name = 'Monitor',SELECT product_price FROM Products WHERE product_name = 'Monitor'
64,245,customers_and_orders,e_commerce,customers_and_orders,True,False,0.046218,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(product_price) FROM Products WHERE product_name LIKE '%Clothes%',SELECT AVG(product_price) FROM Products WHERE product_name LIKE '%Clothes%'
65,246,customers_and_orders,customers_and_orders,vehicle_rent,False,True,0.010950,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes',SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes'
66,247,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.012012,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Products WHERE product_type_code = 'hardware',SELECT COUNT(*) FROM Products WHERE product_type_code = 'hardware'
67,248,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.085393,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Products WHERE product_type_code = 'Hardware',SELECT COUNT(*) FROM Products WHERE product_type_code = 'Hardware'
68,257,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.097957,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT product_name FROM Products ORDER BY product_price DESC,SELECT product_name FROM Products ORDER BY product_price DESC
69,258,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.080113,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT product_name FROM Products ORDER BY product_price DESC,SELECT product_name FROM Products ORDER BY product_price DESC
70,265,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.092730,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING count(*) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING count(*) >= 2
71,266,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.085795,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(*) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(*) >= 2
72,269,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.074941,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Customers,SELECT COUNT(*) FROM Customers
73,270,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.107610,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Customers,SELECT COUNT(*) FROM Customers
74,283,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.007681,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT payment_method_code FROM Customers,SELECT DISTINCT payment_method_code FROM Customers
75,284,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.027885,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT payment_method_code FROM Customers,SELECT DISTINCT payment_method_code FROM Customers
76,289,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.114140,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Customer_Orders,SELECT COUNT(*) FROM Customer_Orders
77,290,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.098398,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Customer_Orders,SELECT COUNT(*) FROM Customer_Orders
78,309,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.117750,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT T1.customer_id) FROM Customers AS T1 JOIN Customer_Orders AS T2 ON T1.customer_id = T2.customer_id,SELECT COUNT(DISTINCT T1.customer_id) FROM Customers AS T1 JOIN Customer_Orders AS T2 ON T1.customer_id = T2.customer_id
79,310,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.086075,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT customer_id) FROM Customer_Orders,SELECT COUNT(DISTINCT customer_id) FROM Customer_Orders
80,4,soccer_3,soccer_3,soccer_3,True,True,0.208241,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT Manager, Captain FROM club","SELECT Manager, Captain FROM club"
81,5,soccer_3,soccer_3,soccer_3,True,True,0.168188,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT Manager, Captain FROM club","SELECT Manager, Captain FROM club"
82,10,soccer_3,soccer_3,soccer_3,True,True,0.119244,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT Name FROM player ORDER BY Earnings DESC LIMIT 1,SELECT Name FROM player ORDER BY Earnings DESC LIMIT 1
83,11,soccer_3,soccer_3,soccer_3,True,True,0.099528,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT Name FROM player ORDER BY Earnings DESC LIMIT 1,SELECT Name FROM player ORDER BY Earnings DESC LIMIT 1
84,16,soccer_3,soccer_3,soccer_3,True,True,0.174134,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT player.Name, club.Name FROM player JOIN club ON player.Club_ID = club.Club_ID","SELECT player.Name, club.Name FROM player JOIN club ON player.Club_ID = club.Club_ID"
85,17,soccer_3,soccer_3,soccer_3,True,True,0.227457,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT player.Name, club.Name FROM player JOIN club ON player.Club_ID = club.Club_ID","SELECT player.Name, club.Name FROM player JOIN club ON player.Club_ID = club.Club_ID"
86,18,soccer_3,soccer_3,soccer_3,True,True,0.178019,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT c.Name FROM club c JOIN player p ON c.Club_ID = p.Club_ID WHERE p.Wins_count > 2,SELECT DISTINCT c.Name FROM club c JOIN player p ON c.Club_ID = p.Club_ID WHERE p.Wins_count > 2
87,19,soccer_3,soccer_3,soccer_3,True,True,0.155797,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT c.Name FROM club c JOIN player p ON c.Club_ID = p.Club_ID WHERE p.Wins_count > 2,SELECT DISTINCT c.Name FROM club c JOIN player p ON c.Club_ID = p.Club_ID WHERE p.Wins_count > 2
88,20,soccer_3,soccer_3,soccer_3,True,True,0.132553,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT p.Name FROM player p JOIN club c ON p.Club_ID = c.Club_ID WHERE c.Manager = ""Sam Allardyce""","SELECT p.Name FROM player p JOIN club c ON p.Club_ID = c.Club_ID WHERE c.Manager = ""Sam Allardyce"""
89,21,soccer_3,soccer_3,soccer_3,True,True,0.141419,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT player.Name FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Manager = 'Sam Allardyce',SELECT player.Name FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Manager = 'Sam Allardyce'
90,24,soccer_3,soccer_3,soccer_3,True,True,0.072374,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT Manufacturer, count(*) FROM club GROUP BY Manufacturer","SELECT Manufacturer, count(*) FROM club GROUP BY Manufacturer"
91,25,soccer_3,soccer_3,soccer_3,True,True,0.085422,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT Manufacturer, COUNT(DISTINCT Club_ID) as club_count FROM club GROUP BY Manufacturer","SELECT Manufacturer, COUNT(DISTINCT Club_ID) as club_count FROM club GROUP BY Manufacturer"
92,38,soccer_3,soccer_3,soccer_3,True,True,0.136446,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT Earnings FROM player WHERE Country = ""Australia"" OR Country = ""Zimbabwe""","SELECT Earnings FROM player WHERE Country = ""Australia"" OR Country = ""Zimbabwe"""
93,39,soccer_3,soccer_3,soccer_3,True,True,0.143549,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT Earnings FROM player WHERE Country = ""Australia"" OR Country = ""Zimbabwe""","SELECT Earnings FROM player WHERE Country = ""Australia"" OR Country = ""Zimbabwe"""
94,42,e_commerce,customers_and_orders,customers_and_orders,False,False,0.084558,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT Customer_Orders.order_id, Customer_Orders.order_status_code, COUNT(Order_Items.product_id) AS number_of_products FROM Customer_Orders JOIN Order_Items ON Customer_Orders.order_id = Order_Items.order_id GROUP BY Customer_Orders.order_id, Customer_Orders.order_status_code","SELECT Customer_Orders.order_id, Customer_Orders.order_status_code, COUNT(Order_Items.product_id) AS number_of_products FROM Customer_Orders JOIN Order_Items ON Customer_Orders.order_id = Order_Items.order_id GROUP BY Customer_Orders.order_id, Customer_Orders.order_status_code"
95,43,e_commerce,customers_and_orders,customers_and_orders,False,False,0.073224,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T1.order_id, T1.order_status_code, COUNT(T2.product_id) AS product_count FROM Customer_Orders AS T1 LEFT JOIN Order_Items AS T2 ON T1.order_id = T2.order_id GROUP BY T1.order_id, T1.order_status_code","SELECT T1.order_id, T1.order_status_code, COUNT(T2.product_id) AS product_count FROM Customer_Orders AS T1 LEFT JOIN Order_Items AS T2 ON T1.order_id = T2.order_id GROUP BY T1.order_id, T1.order_status_code"
96,50,e_commerce,customers_and_orders,customers_and_orders,False,False,0.094782,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT Customer_Orders.order_id, Customer_Orders.order_date FROM Customer_Orders JOIN Order_Items ON Customer_Orders.order_id = Order_Items.order_id GROUP BY Customer_Orders.order_id, Customer_Orders.order_date HAVING COUNT(DISTINCT Order_Items.product_id) >= 2","SELECT Customer_Orders.order_id, Customer_Orders.order_date FROM Customer_Orders JOIN Order_Items ON Customer_Orders.order_id = Order_Items.order_id GROUP BY Customer_Orders.order_id, Customer_Orders.order_date HAVING COUNT(DISTINCT Order_Items.product_id) >= 2"
97,51,e_commerce,customers_and_orders,customers_and_orders,False,False,0.100707,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT DISTINCT co.order_id, co.order_date FROM Customer_Orders co JOIN Order_Items oi ON co.order_id = oi.order_id GROUP BY co.order_id, co.order_date HAVING COUNT(DISTINCT oi.product_id) >= 2","SELECT DISTINCT co.order_id, co.order_date FROM Customer_Orders co JOIN Order_Items oi ON co.order_id = oi.order_id GROUP BY co.order_id, co.order_date HAVING COUNT(DISTINCT oi.product_id) >= 2"
98,60,e_commerce,customers_and_orders,customers_and_orders,False,False,0.121748,False,False,0,False,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T1.gender, COUNT(T2.order_id) FROM Customers AS T1 JOIN Customer_Orders AS T2 ON T1.customer_id = T2.customer_id GROUP BY T1.gender ``` But this cannot be executed with the current schema as provided.","SELECT T1.gender, COUNT(T2.order_id) FROM Customers AS T1 JOIN Customer_Orders AS T2 ON T1.customer_id = T2.customer_id GROUP BY T1.gender ``` But this cannot be executed with the current schema as provided."
