pos,test_idx,db_id_gold,db_id_used,broker_pick,broker_correct,db_routing_correct,embedding_top1_margin,routing_tiebreak_used,re_picked,retries,exec_success,difficulty,model_used,retrieval_used,masked_sql,real_sql
19,81,e_commerce,e_commerce,customers_and_orders,False,True,0.041272,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT MEASUREMENT_VALUE_12) FROM T3 JOIN T1 ON T3.IDENTIFIER_REFERENCE_10 = T1.IDENTIFIER_PRIMARY_1 JOIN T4 ON T3.IDENTIFIER_PRIMARY_9 = T4.IDENTIFIER_PRIMARY_14,SELECT COUNT(DISTINCT shipment_tracking_number) FROM Shipments JOIN Orders ON Shipments.order_id = Orders.order_id JOIN Shipment_Items ON Shipments.shipment_id = Shipment_Items.shipment_id
20,82,e_commerce,e_commerce,customers_and_orders,False,True,0.000064,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT TEXT_FIELD_2) FROM T1,SELECT COUNT(DISTINCT payment_method_code) FROM Customer_Payment_Methods
21,83,e_commerce,customers_and_orders,customers_and_orders,False,False,0.017895,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT MEASUREMENT_VALUE_3) FROM T1,SELECT COUNT(DISTINCT customer_number) FROM Customers
22,100,e_commerce,e_commerce,e_commerce,True,True,0.036212,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T3,SELECT COUNT(*) FROM Shipments
23,101,e_commerce,e_commerce,customers_and_orders,False,True,0.015719,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT T1.IDENTIFIER_PRIMARY_1) FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_8 WHERE T2.MEASUREMENT_VALUE_10 = 'shipped',SELECT COUNT(DISTINCT Products.product_id) FROM Products JOIN Shipments ON Products.product_id = Shipments.order_id WHERE Shipments.shipment_tracking_number = 'shipped'
24,102,e_commerce,customers_and_orders,customers_and_orders,False,False,0.082759,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(CURRENCY_AMOUNT_4) FROM T1,SELECT AVG(product_price) FROM Products
25,103,e_commerce,customers_and_orders,customers_and_orders,False,False,0.090303,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(CURRENCY_AMOUNT_4) FROM T1,SELECT AVG(product_price) FROM Products
26,104,e_commerce,customers_and_orders,customers_and_orders,False,False,0.073425,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(T1.CURRENCY_AMOUNT_4) FROM T1 JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_11,SELECT AVG(Products.product_price) FROM Products JOIN Order_Items ON Products.product_id = Order_Items.product_id
27,105,e_commerce,customers_and_orders,customers_and_orders,False,False,0.086249,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(T1.CURRENCY_AMOUNT_4) FROM T1 JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_11 JOIN T2 ON T3.IDENTIFIER_REFERENCE_10 = T2.IDENTIFIER_PRIMARY_5,SELECT AVG(Products.product_price) FROM Products JOIN Order_Items ON Products.product_id = Order_Items.product_id JOIN Customer_Orders ON Order_Items.order_id = Customer_Orders.order_id
28,123,bbc_channels,bbc_channels,tv_shows,False,True,0.038224,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT IDENTIFIER_PRIMARY_6) FROM T2,SELECT COUNT(DISTINCT Director_ID) FROM director
29,124,bbc_channels,bbc_channels,bbc_channels,True,True,0.029485,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T2.DESCRIPTIVE_ATTRIBUTE_7 FROM T2 JOIN T3 ON T2.IDENTIFIER_PRIMARY_6 = T3.IDENTIFIER_REFERENCE_12 ORDER BY T3.CHRONOLOGICAL_MARKER_10 DESC,SELECT director.Name FROM director JOIN program ON director.Director_ID = program.Director_ID ORDER BY program.Start_Year DESC
30,133,bbc_channels,bbc_channels,vehicle_driver,False,True,0.015853,True,False,0,False,easy,claude-haiku-4-5-20251001,hybrid,SELECT DESCRIPTIVE_ATTRIBUTE_2 FROM T1 WHERE MEASUREMENT_VALUE_8 BETWEEN 30 AND 60 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_PRIMARY_6,SELECT Name FROM channel WHERE Age BETWEEN 30 AND 60 JOIN director ON channel.Channel_ID = director.Director_ID
31,136,tv_shows,tv_shows,tv_shows,True,True,0.133409,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT count(*) FROM T1,SELECT count(*) FROM radio
32,137,tv_shows,tv_shows,tv_shows,True,True,0.188967,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T1.TEXT_FIELD_2 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_8 ORDER BY T2.DESCRIPTIVE_ATTRIBUTE_9 ASC,SELECT radio.Transmitter FROM radio JOIN city_channel_radio ON radio.Radio_ID = city_channel_radio.Radio_ID ORDER BY city_channel_radio.Is_online ASC
33,139,tv_shows,tv_shows,bbc_channels,False,True,0.017750,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT TEXT_FIELD_7 FROM T2 WHERE TEXT_FIELD_11 != 'ABC',SELECT Transmitter FROM radio WHERE Lyric_FM_MHz != 'ABC'
34,142,tv_shows,tv_shows,tv_shows,True,True,0.213069,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(CAST(DESCRIPTIVE_ATTRIBUTE_9 AS REAL)) FROM T2,SELECT AVG(CAST(Is_online AS REAL)) FROM city_channel_radio
35,145,tv_shows,tv_shows,bbc_channels,False,True,0.006972,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_PRIMARY_6 GROUP BY T1.DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(DISTINCT T2.IDENTIFIER_REFERENCE_7) > 3,SELECT city_channel.City FROM city_channel JOIN city_channel_radio ON city_channel.ID = city_channel_radio.City_channel_ID GROUP BY city_channel.City HAVING COUNT(DISTINCT city_channel_radio.Radio_ID) > 3
36,153,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.086777,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T2.TEXT_FIELD_10 FROM T2 WHERE T2.TEXT_FIELD_11 = 'United States',SELECT driver.Citizenship FROM driver WHERE driver.Racing_Series = 'United States'
37,154,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.095110,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T2 WHERE T2.TEXT_FIELD_10 = 'United States',SELECT driver.Name FROM driver WHERE driver.Citizenship = 'United States'
38,167,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.056122,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT T3.IDENTIFIER_REFERENCE_13) FROM T2 JOIN T3 ON T2.IDENTIFIER_PRIMARY_8 = T3.IDENTIFIER_PRIMARY_12 WHERE T2.DESCRIPTIVE_ATTRIBUTE_9 = 'NASCAR',SELECT COUNT(DISTINCT vehicle_driver.Vehicle_ID) FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID WHERE driver.Name = 'NASCAR'
39,168,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.077998,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT T3.IDENTIFIER_PRIMARY_12) FROM T3 JOIN T2 ON T3.IDENTIFIER_PRIMARY_12 = T2.IDENTIFIER_PRIMARY_8 WHERE T2.DESCRIPTIVE_ATTRIBUTE_9 = 'NASCAR',SELECT COUNT(DISTINCT vehicle_driver.Driver_ID) FROM vehicle_driver JOIN driver ON vehicle_driver.Driver_ID = driver.Driver_ID WHERE driver.Name = 'NASCAR'
40,169,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.099493,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(NUMERIC_FIELD_5) FROM T1,SELECT AVG(Power) FROM vehicle
41,170,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.129206,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(MEASUREMENT_VALUE_7) FROM T1 WHERE MEASUREMENT_VALUE_7 IS NOT NULL,SELECT AVG(Total_Production) FROM vehicle WHERE Total_Production IS NOT NULL
42,185,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.068065,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T2 ORDER BY T2.DESCRIPTIVE_ATTRIBUTE_9 ASC,SELECT driver.Name FROM driver ORDER BY driver.Name ASC
43,186,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.072555,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T2 ORDER BY T2.DESCRIPTIVE_ATTRIBUTE_9 ASC,SELECT driver.Name FROM driver ORDER BY driver.Name ASC
44,193,online_exams,online_exams,online_exams,True,True,0.086448,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT count(*) FROM T2,SELECT count(*) FROM Questions_in_Exams
45,194,online_exams,online_exams,online_exams,True,True,0.085422,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT count(*) FROM T3,SELECT count(*) FROM Student_Assessments
46,195,online_exams,online_exams,online_exams,True,True,0.019262,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT IDENTIFIER_REFERENCE_6 FROM T2 ORDER BY IDENTIFIER_REFERENCE_6 ASC,SELECT DISTINCT Question_ID FROM Questions_in_Exams ORDER BY Question_ID ASC
47,196,online_exams,online_exams,online_exams,True,True,0.005878,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT TEXT_FIELD_2 FROM T1 ORDER BY TEXT_FIELD_2 ASC,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC
48,203,online_exams,online_exams,online_exams,True,True,0.020425,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,"SELECT DISTINCT T5.TEXT_FIELD_17 FROM T5 JOIN T3 ON T5.IDENTIFIER_REFERENCE_16 = T3.IDENTIFIER_PRIMARY_6 JOIN T4 ON T3.IDENTIFIER_PRIMARY_6 = T4.IDENTIFIER_REFERENCE_12 WHERE T4.TEXT_FIELD_14 = ""Normal""","SELECT DISTINCT Student_Assessments.Student_Answer_Text FROM Student_Assessments JOIN Valid_Answers ON Student_Assessments.Valid_Answer_ID = Valid_Answers.Valid_Answer_ID JOIN Student_Answers ON Valid_Answers.Valid_Answer_ID = Student_Answers.Student_ID WHERE Student_Answers.Student_Answer_Text = ""Normal"""
49,204,online_exams,online_exams,online_exams,True,True,0.032168,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT T5.TEXT_FIELD_17 FROM T5 JOIN T3 ON T5.IDENTIFIER_REFERENCE_16 = T3.IDENTIFIER_PRIMARY_6 JOIN T4 ON T3.IDENTIFIER_REFERENCE_7 = T4.IDENTIFIER_REFERENCE_11 WHERE T4.TEXT_FIELD_14 = 'Normal',SELECT DISTINCT Student_Assessments.Student_Answer_Text FROM Student_Assessments JOIN Valid_Answers ON Student_Assessments.Valid_Answer_ID = Valid_Answers.Valid_Answer_ID JOIN Student_Answers ON Valid_Answers.Question_ID = Student_Answers.Question_ID WHERE Student_Answers.Student_Answer_Text = 'Normal'
50,205,online_exams,online_exams,online_exams,True,True,0.036868,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT T2.IDENTIFIER_PRIMARY_7) FROM T2 WHERE T2.TEXT_FIELD_11 IS NOT NULL OR T2.TEXT_FIELD_12 IS NOT NULL,SELECT COUNT(DISTINCT Student_Answers.Student_Answer_ID) FROM Student_Answers WHERE Student_Answers.Comments IS NOT NULL OR Student_Answers.Student_Answer_Text IS NOT NULL
51,206,online_exams,online_exams,online_exams,True,True,0.059466,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT TEXT_FIELD_23) FROM T6,SELECT COUNT(DISTINCT Student_Answer_Text) FROM Student_Assessments
52,219,online_exams,cre_Students_Information_Systems,cre_Students_Information_Systems,False,False,0.066116,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,"SELECT TEXT_FIELD_3 FROM T1 WHERE TEXT_FIELD_2 != ""M""","SELECT student_details FROM Students WHERE bio_data != ""M"""
53,220,online_exams,cre_Students_Information_Systems,cre_Students_Information_Systems,False,False,0.061706,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,"SELECT TEXT_FIELD_3 FROM T1 WHERE TEXT_FIELD_2 != ""M""","SELECT student_details FROM Students WHERE bio_data != ""M"""
54,229,online_exams,online_exams,online_exams,True,True,0.081192,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_5 GROUP BY T1.DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(*) >= 3,SELECT Questions.Type_of_Question_Code FROM Questions JOIN Questions_in_Exams ON Questions.Question_ID = Questions_in_Exams.Question_ID GROUP BY Questions.Type_of_Question_Code HAVING COUNT(*) >= 3
55,230,online_exams,online_exams,online_exams,True,True,0.024512,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_5 GROUP BY T1.IDENTIFIER_PRIMARY_1, T1.DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(T2.IDENTIFIER_PRIMARY_4) >= 3","SELECT Questions.Type_of_Question_Code FROM Questions JOIN Questions_in_Exams ON Questions.Question_ID = Questions_in_Exams.Question_ID GROUP BY Questions.Question_ID, Questions.Type_of_Question_Code HAVING COUNT(Questions_in_Exams.Exam_ID) >= 3"
56,231,online_exams,online_exams,cre_Students_Information_Systems,False,True,0.038489,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT * FROM T1,SELECT * FROM Students
57,232,online_exams,online_exams,cre_Students_Information_Systems,False,True,0.016907,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,"SELECT T1.IDENTIFIER_PRIMARY_1, T1.DESCRIPTIVE_ATTRIBUTE_2, T1.DESCRIPTIVE_ATTRIBUTE_3, T1.DESCRIPTIVE_ATTRIBUTE_4, T1.DESCRIPTIVE_ATTRIBUTE_5, T1.DESCRIPTIVE_ATTRIBUTE_6 FROM T1","SELECT Students.Student_ID, Students.First_Name, Students.Middle_Name, Students.Last_Name, Students.Gender_MFU, Students.Student_Address FROM Students"
58,233,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.104588,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T2,SELECT COUNT(*) FROM Customers
59,234,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.134808,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T2 WHERE TEXT_FIELD_5 IS NOT NULL,SELECT COUNT(*) FROM Customers WHERE payment_method_code IS NOT NULL
60,237,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.104867,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T1,SELECT COUNT(*) FROM Products
61,238,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.132194,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T1,SELECT COUNT(*) FROM Products
62,241,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.038205,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT CURRENCY_AMOUNT_4 FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = 'Monitor',SELECT product_price FROM Products WHERE product_type_code = 'Monitor'
63,242,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.018557,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT CURRENCY_AMOUNT_4 FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = 'Monitor',SELECT product_price FROM Products WHERE product_type_code = 'Monitor'
64,245,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.082352,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(CURRENCY_AMOUNT_4) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = 'Clothes',SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes'
65,246,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.071092,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(CURRENCY_AMOUNT_4) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = 'Clothes',SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes'
66,247,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.100904,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,"SELECT COUNT(*) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = ""hardware""","SELECT COUNT(*) FROM Products WHERE product_type_code = ""hardware"""
67,248,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.138228,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = 'Hardware',SELECT COUNT(*) FROM Products WHERE product_type_code = 'Hardware'
68,257,customers_and_orders,e_commerce,customers_and_orders,True,False,0.045094,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T1.DESCRIPTIVE_ATTRIBUTE_3 FROM T1 ORDER BY T1.CURRENCY_AMOUNT_4 DESC,SELECT Products.product_name FROM Products ORDER BY Products.product_price DESC
