pos,test_idx,db_id_gold,db_id_used,broker_pick,broker_correct,re_picked,retries,exec_success,masked_sql,real_sql
18,20,soccer_3,soccer_3,,,False,0,True,"SELECT T1.C2 , T1.C3 FROM T1 AS T1 JOIN T2 AS T2 ON T1.C1 = T2.C13 WHERE T2.C8 = ""Sam Allardyce""","SELECT club.Name , club.Manager FROM club AS club JOIN player AS player ON club.Club_ID = player.Club_ID WHERE player.Name = ""Sam Allardyce"""
19,21,soccer_3,soccer_3,,,False,0,True,SELECT C2 FROM T1 WHERE C3 = 'Sam Allardyce',SELECT Name FROM club WHERE Manager = 'Sam Allardyce'
20,14,soccer_3,soccer_3,,,False,0,True,SELECT C8 FROM T2 WHERE C10 > 2 ORDER BY C10 DESC LIMIT 1,SELECT Name FROM player WHERE Earnings > 2 ORDER BY Earnings DESC LIMIT 1
21,15,soccer_3,soccer_3,,,False,0,True,SELECT T2.C8 FROM T2 WHERE T2.C10 > 2 GROUP BY T2.C8 ORDER BY COUNT(*) DESC LIMIT 1,SELECT player.Name FROM player WHERE player.Earnings > 2 GROUP BY player.Name ORDER BY COUNT(*) DESC LIMIT 1
22,22,soccer_3,soccer_3,,,False,0,True,SELECT T2.C8 FROM T2 JOIN T1 ON T2.C13 = T1.C1 GROUP BY T2.C8 ORDER BY AVG(C10) DESC,SELECT player.Name FROM player JOIN club ON player.Club_ID = club.Club_ID GROUP BY player.Name ORDER BY AVG(Earnings) DESC
23,23,soccer_3,soccer_3,,,False,0,True,SELECT T2.C8 FROM T1 AS T1 JOIN T2 AS T2 ON T1.C1 = T2.C13 GROUP BY T2.C8 ORDER BY AVG(T2.C10) DESC,SELECT player.Name FROM club AS club JOIN player AS player ON club.Club_ID = player.Club_ID GROUP BY player.Name ORDER BY AVG(player.Earnings) DESC
24,26,soccer_3,soccer_3,,,False,0,True,SELECT T2.C8 FROM T2 GROUP BY T2.C8 ORDER BY COUNT(T2.C8) DESC LIMIT 1,SELECT player.Name FROM player GROUP BY player.Name ORDER BY COUNT(player.Name) DESC LIMIT 1
25,27,soccer_3,soccer_3,,,False,0,True,SELECT T2.C8 FROM T2 INNER JOIN T1 ON T2.C13 = T1.C1 GROUP BY T2.C8 ORDER BY COUNT(T2.C8) DESC LIMIT 1,SELECT player.Name FROM player INNER JOIN club ON player.Club_ID = club.Club_ID GROUP BY player.Name ORDER BY COUNT(player.Name) DESC LIMIT 1
26,32,soccer_3,soccer_3,,,False,0,True,SELECT C2 FROM T1 WHERE C1 NOT IN (SELECT C13 FROM T2),SELECT Name FROM club WHERE Club_ID NOT IN (SELECT Club_ID FROM player)
27,33,soccer_3,soccer_3,,,False,0,True,SELECT T2.C8 FROM T1 AS T1 JOIN T2 ON T1.C1 = T2.C13 WHERE T2.C10 = 0,SELECT player.Name FROM club AS club JOIN player ON club.Club_ID = player.Club_ID WHERE player.Earnings = 0
28,34,soccer_3,soccer_3,,,False,0,True,SELECT C8 FROM T2 WHERE C10 > 1400000 INTERSECT SELECT C8 FROM T2 WHERE C10 < 1100000,SELECT Name FROM player WHERE Earnings > 1400000 INTERSECT SELECT Name FROM player WHERE Earnings < 1100000
29,35,soccer_3,soccer_3,,,False,0,True,SELECT T2.C8 FROM T1 AS T1 JOIN T2 AS T2 ON T1.C1 = T2.C13 WHERE T1.C2 = 'over 1400000' INTERSECT SELECT T2.C8 FROM T1 AS T1 JOIN T2 AS T2 ON T1.C1 = T2.C13 WHERE T1.C2 = 'below 1100000',SELECT player.Name FROM club AS club JOIN player AS player ON club.Club_ID = player.Club_ID WHERE club.Name = 'over 1400000' INTERSECT SELECT player.Name FROM club AS club JOIN player AS player ON club.Club_ID = player.Club_ID WHERE club.Name = 'below 1100000'
30,40,e_commerce,e_commerce,,,False,0,True,"SELECT T1.C1, T1.C2, T1.C3 FROM T1 AS T1 JOIN T5 AS T5 ON T1.C1 = T5.C20 JOIN T7 AS T7 ON T5.C19 = T7.C28 WHERE T5.C21 > 2 AND T5.C20 > 2","SELECT Products.product_id, Products.parent_product_id, Products.product_name FROM Products AS Products JOIN Order_Items AS Order_Items ON Products.product_id = Order_Items.product_id JOIN Shipment_Items AS Shipment_Items ON Order_Items.order_item_id = Shipment_Items.shipment_id WHERE Order_Items.order_id > 2 AND Order_Items.product_id > 2"
31,41,e_commerce,e_commerce,,,False,0,True,"SELECT T1.C1, T1.C3, T1.C5 FROM T1 AS T1 JOIN T5 AS T5 ON T5.C20 = T1.C1 WHERE T5.C20 = ( SELECT C20 FROM T5 GROUP BY C20 HAVING count(*) > 2 ) AND T5.C21 = ( SELECT C21 FROM T5 GROUP BY C21 HAVING count(*) >= 3 )","SELECT Products.product_id, Products.product_name, Products.product_color FROM Products AS Products JOIN Order_Items AS Order_Items ON Order_Items.product_id = Products.product_id WHERE Order_Items.product_id = ( SELECT product_id FROM Order_Items GROUP BY product_id HAVING count(*) > 2 ) AND Order_Items.order_id = ( SELECT order_id FROM Order_Items GROUP BY order_id HAVING count(*) >= 3 )"
32,46,e_commerce,e_commerce,,,False,0,True,"SELECT T1.C2 , T1.C3 , T1.C4 FROM T1 WHERE T1.C1 NOT IN (SELECT T2.C8 FROM T2)","SELECT Customers.gender_code , Customers.customer_first_name , Customers.customer_middle_initial FROM Customers WHERE Customers.customer_id NOT IN (SELECT Orders.customer_id FROM Orders)"
33,47,e_commerce,e_commerce,,,False,0,True,"SELECT C2, C3, C4 FROM T1 WHERE C1 NOT IN (SELECT C8 FROM T2)","SELECT gender_code, customer_first_name, customer_middle_initial FROM Customers WHERE customer_id NOT IN (SELECT customer_id FROM Orders)"
34,48,e_commerce,e_commerce,,,False,0,True,"SELECT T1.C1, T1.C3, T1.C4, T1.C5 FROM T1 LEFT JOIN T3 ON T3.C12 = T1.C1 LEFT JOIN T5 ON T5.C21 = T3.C11 WHERE T5.C20 IS NULL","SELECT Products.product_id, Products.product_name, Products.product_price, Products.product_color FROM Products LEFT JOIN Order_Items ON Order_Items.product_id = Products.product_id LEFT JOIN Shipment_Items ON Shipment_Items.order_item_id = Order_Items.order_item_id WHERE Shipment_Items.shipment_id IS NULL"
35,52,e_commerce,e_commerce,,,False,0,True,"SELECT T5.C20, T2.C8, T2.C9 FROM T5 JOIN T2 ON T5.C21 = T4.C15 JOIN T4 ON T4.C16 = T2.C7 WHERE T5.C20 IN ( SELECT T5.C20 FROM T5 GROUP BY T5.C20 ORDER BY COUNT(T5.C20) DESC LIMIT 1 )","SELECT Order_Items.product_id, Customers.gender_code, Customers.customer_first_name FROM Order_Items JOIN Customers ON Order_Items.order_id = Orders.order_id JOIN Orders ON Orders.customer_id = Customers.customer_id WHERE Order_Items.product_id IN ( SELECT Order_Items.product_id FROM Order_Items GROUP BY Order_Items.product_id ORDER BY COUNT(Order_Items.product_id) DESC LIMIT 1 )"
36,53,e_commerce,e_commerce,,,False,0,True,"SELECT T1.C1 , T1.C3 , T1.C4 FROM T1 AS T1 JOIN T2 AS T2 ON T2.C8 = T1.C1 GROUP BY T1.C1 ORDER BY count(*) DESC LIMIT 1","SELECT Products.product_id , Products.product_name , Products.product_price FROM Products AS Products JOIN Order_Items AS Order_Items ON Order_Items.product_id = Products.product_id GROUP BY Products.product_id ORDER BY count(*) DESC LIMIT 1"
37,54,e_commerce,e_commerce,,,False,0,True,"SELECT T5.C20 , T5.C21 FROM T5 JOIN T3 ON T5.C21 = T3.C11 JOIN T2 ON T3.C13 = T2.C7 GROUP BY T5.C20 ORDER BY sum(T5.C21) LIMIT 1","SELECT Shipment_Items.shipment_id , Shipment_Items.order_item_id FROM Shipment_Items JOIN Order_Items ON Shipment_Items.order_item_id = Order_Items.order_item_id JOIN Orders ON Order_Items.order_id = Orders.order_id GROUP BY Shipment_Items.shipment_id ORDER BY sum(Shipment_Items.order_item_id) LIMIT 1"
38,55,e_commerce,e_commerce,,,False,0,True,"SELECT T2.C6, T2.C8 FROM T1 AS T1 JOIN T2 AS T2 ON T1.C1 = T2.C7 ORDER BY T2.C8 ASC LIMIT 1","SELECT Order_Items.product_id, Order_Items.order_item_status_code FROM Orders AS Orders JOIN Order_Items AS Order_Items ON Orders.order_id = Order_Items.order_id ORDER BY Order_Items.order_item_status_code ASC LIMIT 1"
39,72,e_commerce,e_commerce,,,False,0,True,"SELECT DISTINCT T2.C8, T2.C9, T2.C10 FROM T2 INNER JOIN T4 ON T2.C7 = T4.C18 INNER JOIN T1 ON T4.C18 = T1.C1 WHERE T1.C5 = 'Female'","SELECT DISTINCT Customers.gender_code, Customers.customer_first_name, Customers.customer_middle_initial FROM Customers INNER JOIN Order_Items ON Customers.customer_id = Order_Items.product_id INNER JOIN Products ON Order_Items.product_id = Products.product_id WHERE Products.product_color = 'Female'"
