pos,test_idx,db_id_gold,db_id_used,broker_pick,broker_correct,re_picked,retries,exec_success,difficulty,model_used,masked_sql,real_sql
10,28,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 WHERE T1.IDENTIFIER_PRIMARY_1 IN (SELECT T2.IDENTIFIER_REFERENCE_13 FROM T2 GROUP BY T2.IDENTIFIER_REFERENCE_13 HAVING COUNT(*) > 1),SELECT club.Name FROM club WHERE club.Club_ID IN (SELECT player.Club_ID FROM player GROUP BY player.Club_ID HAVING COUNT(*) > 1)
11,29,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,SELECT DISTINCT DESCRIPTIVE_ATTRIBUTE_2 FROM T1 WHERE IDENTIFIER_PRIMARY_1 IN (SELECT IDENTIFIER_REFERENCE_13 FROM T2 GROUP BY IDENTIFIER_REFERENCE_13 HAVING COUNT(*) > 1),SELECT DISTINCT Name FROM club WHERE Club_ID IN (SELECT Club_ID FROM player GROUP BY Club_ID HAVING COUNT(*) > 1)
12,30,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 WHERE EXISTS (SELECT 1 FROM T2 WHERE T2.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1 GROUP BY T2.IDENTIFIER_REFERENCE_13 HAVING COUNT(*) > 1),SELECT club.Name FROM club WHERE EXISTS (SELECT 1 FROM player WHERE player.Club_ID = club.Club_ID GROUP BY player.Club_ID HAVING COUNT(*) > 1)
13,31,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 WHERE T1.DESCRIPTIVE_ATTRIBUTE_2 IN (SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 GROUP BY T1.DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(*) > 1),SELECT club.Name FROM club WHERE club.Name IN (SELECT club.Name FROM club GROUP BY club.Name HAVING COUNT(*) > 1)
14,36,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT T1.DESCRIPTIVE_ATTRIBUTE_2) FROM T1,SELECT COUNT(DISTINCT club.Name) FROM club
15,37,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT T2.DESCRIPTIVE_ATTRIBUTE_8) FROM T2,SELECT COUNT(DISTINCT player.Name) FROM player
16,78,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,SELECT COUNT(T1.IDENTIFIER_PRIMARY_1) FROM T1 AS T1 JOIN T2 AS T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_8,SELECT COUNT(Customers.customer_id) FROM Customers AS Customers JOIN Orders AS Orders ON Customers.customer_id = Orders.customer_id
17,79,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT T1.IDENTIFIER_PRIMARY_1) FROM T1 INNER JOIN T3 ON T3.IDENTIFIER_REFERENCE_10 = T1.IDENTIFIER_PRIMARY_1,SELECT COUNT(DISTINCT Customers.customer_id) FROM Customers INNER JOIN Orders ON Orders.customer_id = Customers.customer_id
18,80,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,SELECT COUNT(T2.IDENTIFIER_REFERENCE_7) FROM T2,SELECT COUNT(Order_Items.order_id) FROM Order_Items
19,81,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,SELECT DISTINCT DESCRIPTIVE_ATTRIBUTE_8 FROM T2,SELECT DISTINCT order_item_status_code FROM Order_Items
20,82,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT TEXT_FIELD_2) FROM T1,SELECT COUNT(DISTINCT payment_method_code) FROM Customer_Payment_Methods
21,83,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT TEXT_FIELD_8) FROM T2,SELECT COUNT(DISTINCT payment_method_code) FROM Customer_Payment_Methods
22,100,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,SELECT COUNT(*) FROM T2 WHERE IDENTIFIER_REFERENCE_7 IN (SELECT IDENTIFIER_PRIMARY_1 FROM T1),SELECT COUNT(*) FROM Order_Items WHERE order_id IN (SELECT order_id FROM Orders)
23,101,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,SELECT COUNT(*) FROM T1,SELECT COUNT(*) FROM Products
24,102,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,SELECT avg(CURRENCY_AMOUNT_4) FROM T1,SELECT avg(product_price) FROM Products
25,103,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,SELECT AVG(CURRENCY_AMOUNT_4) FROM T1,SELECT AVG(product_price) FROM Products
26,104,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,SELECT avg(CURRENCY_AMOUNT_4) FROM T1,SELECT avg(product_price) FROM Products
27,105,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,SELECT avg(CURRENCY_AMOUNT_4) FROM T1,SELECT avg(product_price) FROM Products
28,123,bbc_channels,bbc_channels,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT TEXT_FIELD_3) FROM T1,SELECT COUNT(DISTINCT Analogue_terrestrial_channel) FROM channel
29,124,bbc_channels,bbc_channels,,,False,0,True,,llama3.1-8b,SELECT T3.DESCRIPTIVE_ATTRIBUTE_11 FROM T3 INNER JOIN T2 ON T3.IDENTIFIER_REFERENCE_12 = T2.IDENTIFIER_PRIMARY_6 ORDER BY T2.MEASUREMENT_VALUE_8 DESC,SELECT program.Title FROM program INNER JOIN director ON program.Director_ID = director.Director_ID ORDER BY director.Age DESC
30,133,bbc_channels,bbc_channels,,,False,0,True,,llama3.1-8b,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 INNER JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_13 INNER JOIN T2 ON T3.IDENTIFIER_REFERENCE_12 = T2.IDENTIFIER_PRIMARY_6 WHERE T2.MEASUREMENT_VALUE_8 BETWEEN 30 AND 60,SELECT channel.Name FROM channel INNER JOIN program ON channel.Channel_ID = program.Channel_ID INNER JOIN director ON program.Director_ID = director.Director_ID WHERE director.Age BETWEEN 30 AND 60
31,136,tv_shows,tv_shows,,,False,0,True,,llama3.1-8b,SELECT count(*) FROM T1 WHERE TEXT_FIELD_2 = 'radio',SELECT count(*) FROM radio WHERE Transmitter = 'radio'
32,137,tv_shows,tv_shows,,,False,0,True,,llama3.1-8b,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T2 WHERE T2.IDENTIFIER_REFERENCE_8 IN ( SELECT T1.IDENTIFIER_PRIMARY_1 FROM T1 WHERE T1.TEXT_FIELD_2 = 'radios' ) ORDER BY T2.DESCRIPTIVE_ATTRIBUTE_9 ASC,SELECT city_channel_radio.Is_online FROM city_channel_radio WHERE city_channel_radio.Radio_ID IN ( SELECT radio.Radio_ID FROM radio WHERE radio.Transmitter = 'radios' ) ORDER BY city_channel_radio.Is_online ASC
33,139,tv_shows,tv_shows,,,False,0,True,,llama3.1-8b,SELECT TEXT_FIELD_7 FROM T2 WHERE TEXT_FIELD_8 != 'ABC',SELECT Transmitter FROM radio WHERE Radio_MHz != 'ABC'
34,142,tv_shows,tv_shows,,,False,0,True,,llama3.1-8b,SELECT avg(TEXT_FIELD_6) FROM T1,SELECT avg(ERP_kW) FROM radio
35,145,tv_shows,tv_shows,,,False,0,True,,llama3.1-8b,SELECT T2.DESCRIPTIVE_ATTRIBUTE_8 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_PRIMARY_6 JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_PRIMARY_9 GROUP BY T2.DESCRIPTIVE_ATTRIBUTE_8 HAVING COUNT(T3.DESCRIPTIVE_ATTRIBUTE_11) > 3,SELECT city_channel_radio.Is_online FROM city_channel JOIN city_channel_radio ON city_channel.ID = city_channel_radio.City_channel_ID JOIN city_channel_tv_show ON city_channel.ID = city_channel_tv_show.City_channel_ID GROUP BY city_channel_radio.Is_online HAVING COUNT(city_channel_tv_show.Is_online) > 3
36,153,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T3 AS T1 JOIN T2 AS T2 ON T1.IDENTIFIER_REFERENCE_13 = T2.IDENTIFIER_PRIMARY_8,SELECT driver.Name FROM vehicle_driver AS vehicle JOIN driver AS driver ON vehicle.Vehicle_ID = driver.Driver_ID
37,154,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T3 AS T1 JOIN T2 AS T2 ON T1.IDENTIFIER_REFERENCE_13 = T2.IDENTIFIER_PRIMARY_8 WHERE T2.DESCRIPTIVE_ATTRIBUTE_9 = 'United States',SELECT driver.Name FROM vehicle_driver AS vehicle JOIN driver AS driver ON vehicle.Vehicle_ID = driver.Driver_ID WHERE driver.Name = 'United States'
38,167,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT COUNT(T1.IDENTIFIER_PRIMARY_1) FROM T1 AS T1 INNER JOIN T3 AS T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_13 INNER JOIN T2 AS T2 ON T3.IDENTIFIER_PRIMARY_12 = T2.IDENTIFIER_PRIMARY_8 WHERE T2.DESCRIPTIVE_ATTRIBUTE_9 = 'NASCAR',SELECT COUNT(vehicle.Vehicle_ID) FROM vehicle AS vehicle INNER JOIN vehicle_driver AS vehicle_driver ON vehicle.Vehicle_ID = vehicle_driver.Vehicle_ID INNER JOIN driver AS driver ON vehicle_driver.Driver_ID = driver.Driver_ID WHERE driver.Name = 'NASCAR'
39,168,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT COUNT(*) FROM T1 WHERE TEXT_FIELD_6 = 'NASCAR',SELECT COUNT(*) FROM vehicle WHERE Builder = 'NASCAR'
40,169,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT AVG(NUMERIC_FIELD_4) FROM T1,SELECT AVG(Top_Speed) FROM vehicle
41,170,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT AVG(T1.NUMERIC_FIELD_5) FROM T1,SELECT AVG(vehicle.Power) FROM vehicle
42,185,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T3 AS T1 JOIN T2 ON T1.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1,SELECT driver.Name FROM vehicle_driver AS vehicle JOIN driver ON vehicle.Vehicle_ID = vehicle.Vehicle_ID
43,186,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T2 JOIN T3 ON T2.IDENTIFIER_PRIMARY_8 = T3.IDENTIFIER_PRIMARY_12,SELECT driver.Name FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID
44,193,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT count(*) FROM T1,SELECT count(*) FROM Exams
45,194,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT count(*) FROM T1,SELECT count(*) FROM Exams
46,195,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT DISTINCT TEXT_FIELD_2 FROM T1,SELECT DISTINCT Subject_Code FROM Exams
47,196,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT DISTINCT TEXT_FIELD_2 FROM T1,SELECT DISTINCT Subject_Code FROM Exams
48,203,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT DISTINCT T3.TEXT_FIELD_8 FROM T3 INNER JOIN T1 ON T3.IDENTIFIER_REFERENCE_7 = T1.IDENTIFIER_PRIMARY_1 INNER JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_5 WHERE T2.IDENTIFIER_REFERENCE_5 = T1.IDENTIFIER_PRIMARY_1 AND T1.DESCRIPTIVE_ATTRIBUTE_2 = 'Normal',SELECT DISTINCT Valid_Answers.Valid_Answer_Text FROM Valid_Answers INNER JOIN Questions ON Valid_Answers.Question_ID = Questions.Question_ID INNER JOIN Questions_in_Exams ON Questions.Question_ID = Questions_in_Exams.Question_ID WHERE Questions_in_Exams.Question_ID = Questions.Question_ID AND Questions.Type_of_Question_Code = 'Normal'
49,204,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT DISTINCT T5.TEXT_FIELD_17 FROM T5 WHERE T5.TEXT_FIELD_18 = 'Normal',SELECT DISTINCT Student_Assessments.Student_Answer_Text FROM Student_Assessments WHERE Student_Assessments.Satisfactory_YN = 'Normal'
50,205,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT count(DISTINCT T2.TEXT_FIELD_12) FROM T2 JOIN T1 ON T2.IDENTIFIER_REFERENCE_9 = T1.IDENTIFIER_PRIMARY_1,SELECT count(DISTINCT Student_Answers.Student_Answer_Text) FROM Student_Answers JOIN Students ON Student_Answers.Student_ID = Students.Student_ID
51,206,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT TEXT_FIELD_20) FROM T5,SELECT COUNT(DISTINCT Student_Answer_Text) FROM Student_Answers
52,219,online_exams,online_exams,,,False,0,True,,llama3.1-8b,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 WHERE T1.DESCRIPTIVE_ATTRIBUTE_3 != ""M""","SELECT Students.First_Name FROM Students WHERE Students.Middle_Name != ""M"""
53,220,online_exams,online_exams,,,False,0,True,,llama3.1-8b,"SELECT DESCRIPTIVE_ATTRIBUTE_2 FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_5 != ""M""","SELECT First_Name FROM Students WHERE Gender_MFU != ""M"""
54,229,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 AS T1 JOIN T2 AS T2 ON T2.IDENTIFIER_REFERENCE_5 = T1.IDENTIFIER_PRIMARY_1 GROUP BY T1.DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(*) >= 3,SELECT Questions.Type_of_Question_Code FROM Questions AS Questions JOIN Questions_in_Exams AS Questions_in_Exams ON Questions_in_Exams.Question_ID = Questions.Question_ID GROUP BY Questions.Type_of_Question_Code HAVING COUNT(*) >= 3
55,230,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 AS T1 JOIN T2 AS T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_5 GROUP BY T1.DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(T2.IDENTIFIER_PRIMARY_4) >= 3,SELECT Questions.Type_of_Question_Code FROM Questions AS Questions JOIN Questions_in_Exams AS Questions_in_Exams ON Questions.Question_ID = Questions_in_Exams.Question_ID GROUP BY Questions.Type_of_Question_Code HAVING COUNT(Questions_in_Exams.Exam_ID) >= 3
56,231,online_exams,online_exams,,,False,0,True,,llama3.1-8b,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 , T1.DESCRIPTIVE_ATTRIBUTE_3 , T1.DESCRIPTIVE_ATTRIBUTE_4 , T1.DESCRIPTIVE_ATTRIBUTE_5 , T1.DESCRIPTIVE_ATTRIBUTE_6 FROM T1","SELECT Students.First_Name , Students.Middle_Name , Students.Last_Name , Students.Gender_MFU , Students.Student_Address FROM Students"
57,232,online_exams,online_exams,,,False,0,True,,llama3.1-8b,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, T1.DESCRIPTIVE_ATTRIBUTE_3, T1.DESCRIPTIVE_ATTRIBUTE_4, T1.DESCRIPTIVE_ATTRIBUTE_5, T1.DESCRIPTIVE_ATTRIBUTE_6, T2.CHRONOLOGICAL_MARKER_11, T2.TEXT_FIELD_12 FROM T1 JOIN T2 ON T2.IDENTIFIER_REFERENCE_10 = T1.IDENTIFIER_PRIMARY_1","SELECT Students.First_Name, Students.Middle_Name, Students.Last_Name, Students.Gender_MFU, Students.Student_Address, Student_Answers.Date_of_Answer, Student_Answers.Student_Answer_Text FROM Students JOIN Student_Answers ON Student_Answers.Student_ID = Students.Student_ID"
58,233,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(*) FROM T1,SELECT COUNT(*) FROM Addresses
59,234,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(*) FROM T1,SELECT COUNT(*) FROM Addresses
60,237,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(IDENTIFIER_PRIMARY_1) FROM T1,SELECT COUNT(product_id) FROM Products
61,238,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(IDENTIFIER_PRIMARY_1) FROM T1,SELECT COUNT(product_id) FROM Products
62,241,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT CURRENCY_AMOUNT_4 FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = 'Monitor',SELECT product_price FROM Products WHERE product_type_code = 'Monitor'
63,242,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT CURRENCY_AMOUNT_4 FROM T1,SELECT product_price FROM Products
64,245,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,"SELECT avg(CURRENCY_AMOUNT_4) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = ""Clothes""","SELECT avg(product_price) FROM Products WHERE product_type_code = ""Clothes"""
65,246,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT AVG(CURRENCY_AMOUNT_4) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = 'Clothes',SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes'
66,247,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(*) FROM T1,SELECT COUNT(*) FROM Products
67,248,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,"SELECT COUNT(*) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = ""Hardware""","SELECT COUNT(*) FROM Products WHERE product_type_code = ""Hardware"""
68,257,customers_and_orders,customers_and_orders,,,False,3,False,,llama3.1-8b,SELECT T1.DESCRIPITIVE_ATTRIBUTE_2 FROM T1 INNER JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_11 ORDER BY T3.MEASUREMENT_VALUE_12 DESC,SELECT Products.DESCRIPITIVE_ATTRIBUTE_2 FROM Products INNER JOIN Order_Items ON Products.product_id = Order_Items.product_id ORDER BY Order_Items.order_quantity DESC
69,258,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT DESCRIPTIVE_ATTRIBUTE_2 FROM T1 ORDER BY DESCRIPTIVE_ATTRIBUTE_3 DESC,SELECT product_type_code FROM Products ORDER BY product_name DESC
70,265,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT DESCRIPTIVE_ATTRIBUTE_2 FROM T1 GROUP BY DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(*) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(*) >= 2
71,266,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT DESCRIPTIVE_ATTRIBUTE_2 FROM T1 GROUP BY DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(*) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(*) >= 2
72,269,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(IDENTIFIER_PRIMARY_1) FROM T1,SELECT COUNT(customer_id) FROM Customers
73,270,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(IDENTIFIER_PRIMARY_1) FROM T1,SELECT COUNT(customer_id) FROM Customers
74,283,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT DISTINCT DESCRIPTIVE_ATTRIBUTE_4 FROM T1,SELECT DISTINCT customer_name FROM Customers
75,284,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT DISTINCT DESCRIPTIVE_ATTRIBUTE_5 FROM T1,SELECT DISTINCT customer_address FROM Customers
76,289,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(*) FROM T2,SELECT COUNT(*) FROM Customer_Orders
77,290,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(*) FROM T2 WHERE IDENTIFIER_REFERENCE_8 IN (SELECT IDENTIFIER_PRIMARY_1 FROM T1),SELECT COUNT(*) FROM Customer_Orders WHERE customer_id IN (SELECT customer_id FROM Customers)
78,309,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(T2.IDENTIFIER_PRIMARY_7) FROM T1 AS T1 JOIN T2 AS T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_8,SELECT COUNT(Customer_Orders.order_id) FROM Customers AS Customers JOIN Customer_Orders AS Customer_Orders ON Customers.customer_id = Customer_Orders.customer_id
79,310,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT T2.IDENTIFIER_REFERENCE_8) FROM T2,SELECT COUNT(DISTINCT Customer_Orders.customer_id) FROM Customer_Orders
80,4,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 AS T1 JOIN T2 AS T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 WHERE T2.DESCRIPTIVE_ATTRIBUTE_9 = 'Manager' OR T2.DESCRIPTIVE_ATTRIBUTE_9 = 'Captain'","SELECT club.Name, club.Name FROM club AS club JOIN player AS player ON club.Club_ID = player.Club_ID WHERE player.Country = 'Manager' OR player.Country = 'Captain'"
81,5,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 AS T1 JOIN T2 AS T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 WHERE T2.DESCRIPTIVE_ATTRIBUTE_8 = 'Manager' INTERSECT SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 AS T1 JOIN T2 AS T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 WHERE T2.DESCRIPTIVE_ATTRIBUTE_8 = 'Captain'","SELECT club.Name, club.Name FROM club AS club JOIN player AS player ON club.Club_ID = player.Club_ID WHERE player.Name = 'Manager' INTERSECT SELECT club.Name, club.Name FROM club AS club JOIN player AS player ON club.Club_ID = player.Club_ID WHERE player.Name = 'Captain'"
82,10,soccer_3,soccer_3,,,False,3,False,,llama3.1-8b,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 WHERE T1.NUMERIC_FIELD_10 = ( SELECT MAX(NUMERIC_FIELD_10) FROM T1 ),SELECT club.Name FROM club WHERE club.Earnings = ( SELECT MAX(Earnings) FROM club )
83,11,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 INNER JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 ORDER BY T2.MEASUREMENT_VALUE_11 DESC LIMIT 1,SELECT club.Name FROM club INNER JOIN player ON club.Club_ID = player.Club_ID ORDER BY player.Events_number DESC LIMIT 1
84,16,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 , T2.DESCRIPTIVE_ATTRIBUTE_8 FROM T1 AS T1 JOIN T2 AS T2 ON T2.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1","SELECT club.Name , player.Name FROM club AS club JOIN player AS player ON player.Club_ID = club.Club_ID"
