pos,test_idx,db_id_gold,db_id_used,broker_pick,broker_correct,re_picked,retries,exec_success,difficulty,model_used,masked_sql,real_sql
12,30,soccer_3,soccer_3,,,False,1,True,,claude-haiku-4-5-20251001,SELECT T1.C2 FROM T1 JOIN T2 ON T1.C1 = T2.C13 GROUP BY T1.C2 HAVING COUNT(T2.C7) > 1,SELECT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID GROUP BY club.Name HAVING COUNT(player.Player_ID) > 1
13,31,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T2.C9 FROM T2 GROUP BY T2.C9 HAVING COUNT(T2.C7) > 1,SELECT player.Country FROM player GROUP BY player.Country HAVING COUNT(player.Player_ID) > 1
14,36,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T2.C9) FROM T2 JOIN T1 ON T2.C13 = T1.C1,SELECT COUNT(DISTINCT player.Country) FROM player JOIN club ON player.Club_ID = club.Club_ID
15,37,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT C9) FROM T2,SELECT COUNT(DISTINCT Country) FROM player
16,78,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T1.C1) FROM T1 JOIN T2 ON T1.C1 = T2.C8,SELECT COUNT(DISTINCT Customers.customer_id) FROM Customers JOIN Orders ON Customers.customer_id = Orders.customer_id
17,79,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T1.C1) FROM T1 JOIN T3 ON T3.C10 = T1.C1 WHERE T3.C12 IS NOT NULL,SELECT COUNT(DISTINCT Customers.customer_id) FROM Customers JOIN Orders ON Orders.customer_id = Customers.customer_id WHERE Orders.date_order_placed IS NOT NULL
18,80,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT C12) FROM T1 JOIN T3 ON T1.C1 = T3.C10,SELECT COUNT(DISTINCT shipment_tracking_number) FROM Orders JOIN Shipments ON Orders.order_id = Shipments.order_id
19,81,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T2.C8) FROM T2 JOIN T1 ON T2.C7 = T1.C1 WHERE T1.C4 IS NOT NULL,SELECT COUNT(DISTINCT Order_Items.order_item_status_code) FROM Order_Items JOIN Orders ON Order_Items.order_id = Orders.order_id WHERE Orders.date_order_placed IS NOT NULL
20,82,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT C2) FROM T1,SELECT COUNT(DISTINCT payment_method_code) FROM Customer_Payment_Methods
21,83,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT C8) FROM T2,SELECT COUNT(DISTINCT payment_method_code) FROM Customer_Payment_Methods
22,100,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT count(*) FROM T3,SELECT count(*) FROM Shipments
23,101,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T1.C1) FROM T1 JOIN T2 ON T1.C1 = T2.C8,SELECT COUNT(DISTINCT Products.product_id) FROM Products JOIN Shipments ON Products.product_id = Shipments.order_id
24,102,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(C4) FROM T1,SELECT AVG(product_price) FROM Products
25,103,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(C4) FROM T1,SELECT AVG(product_price) FROM Products
26,104,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(C4) FROM T1,SELECT AVG(product_price) FROM Products
27,105,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(C4) FROM T1,SELECT AVG(product_price) FROM Products
28,123,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT C5) FROM T1 WHERE C3 = 'terrestrial',SELECT COUNT(DISTINCT Internet) FROM channel WHERE Analogue_terrestrial_channel = 'terrestrial'
29,124,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,SELECT C11 FROM T3 ORDER BY C10 DESC,SELECT Title FROM program ORDER BY Start_Year DESC
30,133,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,SELECT C7 FROM T2 WHERE C8 BETWEEN 30 AND 60,SELECT Name FROM director WHERE Age BETWEEN 30 AND 60
31,136,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT count(*) FROM T1 WHERE C3 IS NOT NULL,SELECT count(*) FROM radio WHERE Radio_MHz IS NOT NULL
32,137,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.C2 FROM T1 JOIN T2 ON T1.C1 = T2.C8 ORDER BY T2.C9 ASC,SELECT radio.Transmitter FROM radio JOIN city_channel_radio ON radio.Radio_ID = city_channel_radio.Radio_ID ORDER BY city_channel_radio.Is_online ASC
33,139,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT C3 FROM T1 WHERE C5 != 'ABC',SELECT Station_name FROM city_channel WHERE Affiliation != 'ABC'
34,142,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(C9) FROM T2 JOIN T1 ON T2.C8 = T1.C1 WHERE T1.C3 IS NOT NULL,SELECT AVG(Is_online) FROM city_channel_radio JOIN radio ON city_channel_radio.Radio_ID = radio.Radio_ID WHERE radio.Radio_MHz IS NOT NULL
35,145,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT C5 FROM T1 GROUP BY C5 HAVING COUNT(DISTINCT C2) > 3,SELECT Affiliation FROM city_channel GROUP BY Affiliation HAVING COUNT(DISTINCT City) > 3
36,153,vehicle_driver,vehicle_driver,,,False,1,True,,claude-haiku-4-5-20251001,SELECT T2.C9 FROM T2 JOIN T3 ON T2.C8 = T3.C12 JOIN T1 ON T3.C13 = T1.C1 WHERE T2.C10 = 'United States',SELECT driver.Name FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID JOIN vehicle ON vehicle_driver.Vehicle_ID = vehicle.Vehicle_ID WHERE driver.Citizenship = 'United States'
37,154,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T2.C9 FROM T2 JOIN T3 ON T2.C8 = T3.C12 WHERE T2.C10 = 'United States',SELECT driver.Name FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID WHERE driver.Citizenship = 'United States'
38,167,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT count(DISTINCT T3.C12) FROM T2 JOIN T3 ON T2.C8 = T3.C12 WHERE T2.C11 = 'NASCAR',SELECT count(DISTINCT vehicle_driver.Driver_ID) FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID WHERE driver.Racing_Series = 'NASCAR'
39,168,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T3.C12) FROM T3 JOIN T2 ON T3.C12 = T2.C8 WHERE T2.C11 = 'NASCAR',SELECT COUNT(DISTINCT vehicle_driver.Driver_ID) FROM vehicle_driver JOIN driver ON vehicle_driver.Driver_ID = driver.Driver_ID WHERE driver.Racing_Series = 'NASCAR'
40,169,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(C4) FROM T1,SELECT AVG(Top_Speed) FROM vehicle
41,170,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(C4) FROM T1,SELECT AVG(Top_Speed) FROM vehicle
42,185,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T2.C9 FROM T2 JOIN T3 ON T2.C8 = T3.C12 ORDER BY T2.C9 ASC,SELECT driver.Name FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID ORDER BY driver.Name ASC
43,186,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T2.C9 FROM T2 ORDER BY T2.C9 ASC,SELECT driver.Name FROM driver ORDER BY driver.Name ASC
44,193,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT count(*) FROM T1 WHERE C4 IS NOT NULL,SELECT count(*) FROM Exams WHERE Exam_Name IS NOT NULL
45,194,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT count(C4) FROM T1 WHERE C4 IS NOT NULL,SELECT count(Exam_Name) FROM Exams WHERE Exam_Name IS NOT NULL
46,195,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT C2 FROM T1 ORDER BY C2 ASC,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC
47,196,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT C2 FROM T1 ORDER BY C2 ASC,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC
48,203,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DISTINCT T4.C12 FROM T4 WHERE T4.C14 = ""Normal""","SELECT DISTINCT Student_Answers.Student_ID FROM Student_Answers WHERE Student_Answers.Student_Answer_Text = ""Normal"""
49,204,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT T5.C17 FROM T5 JOIN T3 ON T5.C16 = T3.C6 JOIN T4 ON T3.C7 = T4.C11 WHERE T4.C14 = 'Normal',SELECT DISTINCT Student_Assessments.Student_Answer_Text FROM Student_Assessments JOIN Valid_Answers ON Student_Assessments.Valid_Answer_ID = Valid_Answers.Valid_Answer_ID JOIN Student_Answers ON Valid_Answers.Question_ID = Student_Answers.Question_ID WHERE Student_Answers.Student_Answer_Text = 'Normal'
50,205,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT C12) FROM T2,SELECT COUNT(DISTINCT Student_Answer_Text) FROM Student_Answers
51,206,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT C20) FROM T5 WHERE C19 IS NOT NULL,SELECT COUNT(DISTINCT Student_Answer_Text) FROM Student_Answers WHERE Comments IS NOT NULL
52,219,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT C3 FROM T1 WHERE C5 != ""M""","SELECT Middle_Name FROM Students WHERE Gender_MFU != ""M"""
53,220,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT C3 FROM T1 WHERE C5 != ""M""","SELECT Middle_Name FROM Students WHERE Gender_MFU != ""M"""
54,229,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.C2 FROM T1 JOIN T2 ON T1.C1 = T2.C5 GROUP BY T1.C2 HAVING COUNT(*) >= 3,SELECT Questions.Type_of_Question_Code FROM Questions JOIN Questions_in_Exams ON Questions.Question_ID = Questions_in_Exams.Question_ID GROUP BY Questions.Type_of_Question_Code HAVING COUNT(*) >= 3
55,230,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.C2 FROM T1 JOIN T2 ON T1.C1 = T2.C5 GROUP BY T1.C2 HAVING COUNT(T2.C4) >= 3,SELECT Questions.Type_of_Question_Code FROM Questions JOIN Questions_in_Exams ON Questions.Question_ID = Questions_in_Exams.Question_ID GROUP BY Questions.Type_of_Question_Code HAVING COUNT(Questions_in_Exams.Exam_ID) >= 3
56,231,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT * FROM T1,SELECT * FROM Students
57,232,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.C1, T1.C2, T1.C3, T1.C4, T1.C5, T1.C6 FROM T1","SELECT Students.Student_ID, Students.First_Name, Students.Middle_Name, Students.Last_Name, Students.Gender_MFU, Students.Student_Address FROM Students"
58,233,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(C1) FROM T1,SELECT COUNT(address_id) FROM Addresses
59,234,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT count(C1) FROM T1,SELECT count(address_id) FROM Addresses
60,237,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT C3) FROM T1,SELECT COUNT(DISTINCT product_name) FROM Products
61,238,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT C3) FROM T1,SELECT COUNT(DISTINCT product_name) FROM Products
62,241,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT C4 FROM T1 WHERE C3 = 'Monitor',SELECT product_price FROM Products WHERE product_name = 'Monitor'
63,242,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT C4 FROM T1 WHERE C3 = 'Monitor',SELECT product_price FROM Products WHERE product_name = 'Monitor'
64,245,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT avg(C4) FROM T1 WHERE C2 = ""Clothes""","SELECT avg(product_price) FROM Products WHERE product_type_code = ""Clothes"""
65,246,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(C4) FROM T1 WHERE C2 = 'Clothes',SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes'
66,247,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT COUNT(*) FROM T1 WHERE C2 = ""hardware""","SELECT COUNT(*) FROM Products WHERE product_type_code = ""hardware"""
67,248,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(C3) FROM T1 WHERE C2 = 'Hardware',SELECT COUNT(product_name) FROM Products WHERE product_type_code = 'Hardware'
68,257,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.C3 FROM T1 ORDER BY T1.C4 DESC,SELECT Products.product_name FROM Products ORDER BY Products.product_price DESC
69,258,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT C3 FROM T1 ORDER BY C4 DESC,SELECT product_name FROM Products ORDER BY product_price DESC
70,265,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT C2 FROM T1 GROUP BY C2 HAVING count(*) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING count(*) >= 2
71,266,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT C2 FROM T1 GROUP BY C2 HAVING COUNT(*) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(*) >= 2
72,269,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT C5) FROM T1,SELECT COUNT(DISTINCT customer_phone) FROM Customers
73,270,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT C5) FROM T1,SELECT COUNT(DISTINCT customer_phone) FROM Customers
74,283,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT C5 FROM T1,SELECT DISTINCT customer_address FROM Customers
75,284,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT C5 FROM T1,SELECT DISTINCT customer_address FROM Customers
76,289,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(C7) FROM T2,SELECT COUNT(order_id) FROM Customer_Orders
77,290,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(*) FROM T2,SELECT COUNT(*) FROM Customer_Orders
78,309,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T1.C5) FROM T1 JOIN T2 ON T1.C1 = T2.C8 JOIN T3 ON T2.C7 = T3.C12 WHERE T3.C14 IS NOT NULL,SELECT COUNT(DISTINCT Customers.customer_phone) FROM Customers JOIN Customer_Orders ON Customers.customer_id = Customer_Orders.customer_id JOIN Order_Items ON Customer_Orders.order_id = Order_Items.order_id WHERE Order_Items.order_quantity IS NOT NULL
79,310,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T1.C5) FROM T1 JOIN T2 ON T1.C1 = T2.C8 JOIN T3 ON T2.C7 = T3.C12,SELECT COUNT(DISTINCT Customers.customer_phone) FROM Customers JOIN Customer_Orders ON Customers.customer_id = Customer_Orders.customer_id JOIN Order_Items ON Customer_Orders.order_id = Order_Items.order_id
80,4,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.C3, T1.C4 FROM T1","SELECT club.Manager, club.Captain FROM club"
81,5,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.C3, T1.C4 FROM T1","SELECT club.Manager, club.Captain FROM club"
82,10,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T2.C8 FROM T2 ORDER BY T2.C10 DESC LIMIT 1,SELECT player.Name FROM player ORDER BY player.Earnings DESC LIMIT 1
83,11,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT C8 FROM T2 ORDER BY C10 DESC LIMIT 1,SELECT Name FROM player ORDER BY Earnings DESC LIMIT 1
84,16,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T2.C8, T1.C2 FROM T1 JOIN T2 ON T1.C1 = T2.C13","SELECT player.Name, club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID"
85,17,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T2.C8, T1.C2 FROM T2 JOIN T1 ON T2.C13 = T1.C1","SELECT player.Name, club.Name FROM player JOIN club ON player.Club_ID = club.Club_ID"
86,18,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.C2 FROM T1 JOIN T2 ON T1.C1 = T2.C13 WHERE T2.C12 > 2,SELECT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID WHERE player.Wins_count > 2
87,19,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.C2 FROM T1 JOIN T2 ON T1.C1 = T2.C13 WHERE T2.C11 > 2,SELECT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID WHERE player.Events_number > 2
88,20,soccer_3,soccer_3,,,False,1,True,,claude-haiku-4-5-20251001,"SELECT T2.C8 FROM T2 JOIN T1 ON T2.C13 = T1.C1 WHERE T1.C3 = ""Sam Allardyce""","SELECT player.Name FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Manager = ""Sam Allardyce"""
89,21,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T2.C8 FROM T1 JOIN T2 ON T1.C1 = T2.C13 WHERE T1.C2 = ""Sam Allardyce""","SELECT player.Name FROM club JOIN player ON club.Club_ID = player.Club_ID WHERE club.Name = ""Sam Allardyce"""
90,24,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.C5, count(*) FROM T1 JOIN T2 ON T1.C1 = T2.C13 GROUP BY T1.C5","SELECT club.Manufacturer, count(*) FROM club JOIN player ON club.Club_ID = player.Club_ID GROUP BY club.Manufacturer"
91,25,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT C5, COUNT(C1) FROM T1 GROUP BY C5","SELECT Manufacturer, COUNT(Club_ID) FROM club GROUP BY Manufacturer"
92,38,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT C10 FROM T2 WHERE C9 = ""Australia"" OR C9 = ""Zimbabwe""","SELECT Earnings FROM player WHERE Country = ""Australia"" OR Country = ""Zimbabwe"""
93,39,soccer_3,soccer_3,,,False,1,True,,claude-haiku-4-5-20251001,"SELECT T2.C10 FROM T2 JOIN T1 ON T2.C13 = T1.C1 WHERE T1.C2 IN ('Australia', 'Zimbabwe')","SELECT player.Earnings FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Name IN ('Australia', 'Zimbabwe')"
94,42,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T3.C10, T3.C12, COUNT(T4.C14) FROM T3 JOIN T4 ON T3.C10 = T4.C16 GROUP BY T3.C10, T3.C12","SELECT Orders.order_id, Orders.order_status_code, COUNT(Order_Items.order_item_id) FROM Orders JOIN Order_Items ON Orders.order_id = Order_Items.order_id GROUP BY Orders.order_id, Orders.order_status_code"
95,43,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T3.C10, COUNT(T1.C1) AS product_count, T3.C12, T3.C13 FROM T3 LEFT JOIN T4 ON T3.C10 = T4.C16 LEFT JOIN T1 ON T4.C15 = T1.C1 GROUP BY T3.C10, T3.C12, T3.C13","SELECT Orders.order_id, COUNT(Products.product_id) AS product_count, Orders.order_status_code, Orders.date_order_placed FROM Orders LEFT JOIN Order_Items ON Orders.order_id = Order_Items.order_id LEFT JOIN Products ON Order_Items.product_id = Products.product_id GROUP BY Orders.order_id, Orders.order_status_code, Orders.date_order_placed"
96,50,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T3.C10, T3.C13 FROM T3 JOIN T4 ON T3.C10 = T4.C16 GROUP BY T3.C10, T3.C13 HAVING COUNT(DISTINCT T4.C15) >= 2","SELECT Orders.order_id, Orders.date_order_placed FROM Orders JOIN Order_Items ON Orders.order_id = Order_Items.order_id GROUP BY Orders.order_id, Orders.date_order_placed HAVING COUNT(DISTINCT Order_Items.product_id) >= 2"
97,51,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T3.C10, T5.C22 FROM T3 JOIN T5 ON T3.C10 = T5.C19 GROUP BY T3.C10, T5.C22 HAVING COUNT(DISTINCT T5.C20) >= 2","SELECT Orders.order_id, Shipments.shipment_date FROM Orders JOIN Shipments ON Orders.order_id = Shipments.order_id GROUP BY Orders.order_id, Shipments.shipment_date HAVING COUNT(DISTINCT Shipments.invoice_number) >= 2"
98,60,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.C2, COUNT(T2.C7) FROM T1 JOIN T2 ON T1.C1 = T2.C8 GROUP BY T1.C2","SELECT Customers.gender_code, COUNT(Orders.order_id) FROM Customers JOIN Orders ON Customers.customer_id = Orders.customer_id GROUP BY Customers.gender_code"
99,61,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.C3, COUNT(T1.C1) FROM T1 GROUP BY T1.C3","SELECT Orders.order_status_code, COUNT(Orders.order_id) FROM Orders GROUP BY Orders.order_status_code"
100,62,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.C2, T1.C3, T1.C4, T2.C8 FROM T1 JOIN T2 ON T1.C1 = T2.C7","SELECT Customers.gender_code, Customers.customer_first_name, Customers.customer_middle_initial, Customer_Payment_Methods.payment_method_code FROM Customers JOIN Customer_Payment_Methods ON Customers.customer_id = Customer_Payment_Methods.customer_id"
101,63,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.C2, T1.C4, T1.C3, T2.C8 FROM T1 JOIN T2 ON T1.C1 = T2.C7","SELECT Customers.gender_code, Customers.customer_middle_initial, Customers.customer_first_name, Customer_Payment_Methods.payment_method_code FROM Customers JOIN Customer_Payment_Methods ON Customers.customer_id = Customer_Payment_Methods.customer_id"
102,64,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.C2, T2.C7, T4.C16 FROM T1 JOIN T2 ON T1.C1 = T2.C5 JOIN T4 ON T2.C4 = T4.C13","SELECT Invoices.invoice_status_code, Orders.date_order_placed, Shipments.shipment_date FROM Invoices JOIN Orders ON Invoices.invoice_number = Orders.customer_id JOIN Shipments ON Orders.order_id = Shipments.order_id"
103,65,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.C2, T1.C3, T4.C16 FROM T1 JOIN T4 ON T1.C1 = T4.C14","SELECT Invoices.invoice_status_code, Invoices.invoice_date, Shipments.shipment_date FROM Invoices JOIN Shipments ON Invoices.invoice_number = Shipments.invoice_number"
