pos,test_idx,difficulty,category,exec_success_runtime,pred_sql,gold_sql
35,145,,wrong_column,True,SELECT T1.Affiliation FROM city_channel AS T1 GROUP BY T1.Affiliation HAVING COUNT(T1.ID) > 3,SELECT Affiliation FROM city_channel GROUP BY Affiliation HAVING COUNT(*)  >  3
36,153,,wrong_column,True,SELECT T1.Name FROM driver AS T1 JOIN vehicle_driver AS T2 ON T1.Driver_ID = T2.Driver_ID JOIN vehicle AS T3 ON T2.Vehicle_ID = T3.Vehicle_ID WHERE T1.Citizenship = 'United States',SELECT name FROM driver WHERE citizenship  =  'United States'
37,154,,wrong_column,True,SELECT T1.Name FROM driver AS T1 JOIN vehicle_driver AS T2 ON T1.Driver_ID = T2.Driver_ID,SELECT name FROM driver WHERE citizenship  =  'United States'
38,167,,wrong_values,True,"SELECT count(*) FROM driver WHERE Racing_Series = ""NASCAR""",SELECT count(*) FROM driver WHERE Racing_Series  =  'NASCAR'
39,168,,extra_clause,True,SELECT COUNT(DISTINCT driver.Driver_ID) FROM driver INNER JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID INNER JOIN vehicle ON vehicle_driver.Vehicle_ID = vehicle.Vehicle_ID WHERE ,SELECT count(*) FROM driver WHERE Racing_Series  =  'NASCAR'
40,169,,other,True,SELECT AVG(Top_Speed) FROM vehicle,SELECT avg(top_speed) FROM vehicle
41,170,,wrong_column,True,SELECT AVG(T1.Top_Speed) FROM vehicle AS T1,SELECT avg(top_speed) FROM vehicle
42,185,,other,True,SELECT Name FROM driver ORDER BY Name ASC,SELECT name FROM driver ORDER BY name
43,186,,missing_clause,True,SELECT T1.Name FROM driver AS T1 JOIN vehicle_driver AS T2 ON T1.Driver_ID = T2.Driver_ID,SELECT name FROM driver ORDER BY name
44,193,,other,True,SELECT count(*) FROM Exams,SELECT count(*) FROM Exams
45,194,,other,True,SELECT count(*) FROM Exams,SELECT count(*) FROM Exams
46,195,,other,True,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC,select distinct subject_code from exams order by subject_code asc
47,196,,missing_clause,True,SELECT DISTINCT Subject_Code FROM Exams,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code
48,203,,wrong_column,True,SELECT DISTINCT T1.Student_Answer_Text FROM Student_Answers AS T1 JOIN Student_Assessments AS T2 ON T1.Student_Answer_ID = T2.Student_Answer_ID WHERE T2.Assessment = 'Normal',"SELECT DISTINCT Student_Answer_Text FROM Student_Answers WHERE Comments  =  ""Normal"""
49,204,,wrong_column,True,SELECT DISTINCT T1.Student_Answer_Text FROM Student_Answers AS T1 JOIN Student_Assessments AS T2 ON T1.Student_Answer_ID = T2.Student_Answer_ID WHERE T2.Assessment = 'Normal',"SELECT DISTINCT Student_Answer_Text FROM Student_Answers WHERE Comments  =  ""Normal"""
50,205,,other,True,SELECT DISTINCT Comments FROM Student_Answers,SELECT count(DISTINCT Comments) FROM Student_Answers
51,206,,other,True,SELECT COUNT(DISTINCT Comments) FROM Student_Answers,SELECT count(DISTINCT Comments) FROM Student_Answers
52,219,,wrong_column,True,"SELECT T1.Last_Name FROM Students AS T1 WHERE T1.Gender_MFU != ""M""","SELECT Last_Name FROM Students WHERE Gender_MFU != ""M"""
53,220,,wrong_column,True,"SELECT T1.Last_Name FROM Students AS T1 WHERE T1.Gender_MFU != ""M""","SELECT Last_Name FROM Students WHERE Gender_MFU != ""M"""
54,229,,wrong_column,True,SELECT T1.Type_of_Question_Code FROM Questions AS T1 JOIN Questions_in_Exams AS T2 ON T1.Question_ID = T2.Question_ID GROUP BY T1.Type_of_Question_Code HAVING COUNT(T2.Exam_ID) >= 3,SELECT Type_of_Question_Code FROM Questions GROUP BY Type_of_Question_Code HAVING count(*)  >=  3
55,230,,wrong_column,True,SELECT T1.Type_of_Question_Code FROM Questions AS T1 JOIN Questions_in_Exams AS T2 ON T1.Question_ID = T2.Question_ID GROUP BY T1.Type_of_Question_Code HAVING COUNT(T1.Question_ID) >= 3,SELECT Type_of_Question_Code FROM Questions GROUP BY Type_of_Question_Code HAVING count(*)  >=  3
56,231,,wrong_column,True,"SELECT T1.Student_ID , T1.First_Name , T1.Middle_Name , T1.Last_Name , T1.Gender_MFU , T1.Student_Address FROM Students AS T1",SELECT * FROM Students
57,232,,wrong_column,True,"SELECT T1.Student_ID, T1.First_Name, T1.Middle_Name, T1.Last_Name, T1.Gender_MFU, T1.Student_Address FROM Students AS T1",SELECT * FROM Students
58,233,,other,True,SELECT COUNT(*) FROM Addresses,SELECT count(*) FROM Addresses
59,234,,wrong_column,True,SELECT COUNT(address_id) FROM Addresses,SELECT count(*) FROM Addresses
60,237,,wrong_column,True,SELECT COUNT(product_id) FROM Products,SELECT count(*) FROM Products
61,238,,wrong_column,True,SELECT COUNT(product_id) FROM Products,SELECT count(*) FROM Products
62,241,,other,True,SELECT product_price FROM Products WHERE product_name = 'Monitor',"SELECT product_price FROM Products WHERE product_name  =  ""Monitor"""
63,242,,other,True,SELECT product_price FROM Products WHERE product_name = 'Monitor',"SELECT product_price FROM Products WHERE product_name  =  ""Monitor"""
64,245,,other,True,"SELECT AVG(product_price) FROM Products WHERE product_type_code = ""Clothes""","SELECT avg(product_price) FROM Products WHERE product_type_code  =  ""Clothes"""
65,246,,other,True,SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes',"SELECT avg(product_price) FROM Products WHERE product_type_code  =  ""Clothes"""
66,247,,other,True,"SELECT COUNT(*) FROM Products WHERE product_type_code = ""hardware""","SELECT count(*) FROM Products WHERE product_type_code  =  ""Hardware"""
67,248,,other,True,"SELECT COUNT(*) FROM Products WHERE product_type_code = ""Hardware""","SELECT count(*) FROM Products WHERE product_type_code  =  ""Hardware"""
68,257,,wrong_column,True,SELECT T1.product_name FROM Products AS T1 ORDER BY T1.product_price DESC,SELECT product_name FROM Products ORDER BY product_price DESC
69,258,,other,True,SELECT product_name FROM Products ORDER BY product_price DESC,SELECT product_name FROM Products ORDER BY product_price DESC
70,265,,other,True,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(product_type_code) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING count(*)  >=  2
71,266,,other,True,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(product_type_code) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING count(*)  >=  2
72,269,,wrong_column,True,SELECT COUNT(customer_id) FROM Customers,SELECT count(*) FROM Customers
73,270,,wrong_column,True,SELECT COUNT(customer_id) FROM Customers,SELECT count(*) FROM Customers
74,283,,other,True,SELECT DISTINCT payment_method_code FROM Customers,SELECT DISTINCT payment_method_code FROM Customers
75,284,,other,True,SELECT DISTINCT payment_method_code FROM Customers,SELECT DISTINCT payment_method_code FROM Customers
76,289,,other,True,SELECT COUNT(*) FROM Customer_Orders,SELECT count(*) FROM Customer_orders
77,290,,other,True,SELECT COUNT(*) FROM Customer_Orders,SELECT count(*) FROM Customer_orders
78,309,,wrong_column,True,SELECT COUNT(DISTINCT T1.customer_id) FROM Customers AS T1 JOIN Customer_Orders AS T2 ON T1.customer_id = T2.customer_id,SELECT count(DISTINCT customer_id) FROM Customer_orders
79,310,,wrong_column,True,SELECT COUNT(DISTINCT T1.customer_id) FROM Customers AS T1 JOIN Customer_Orders AS T2 ON T1.customer_id = T2.customer_id,SELECT count(DISTINCT customer_id) FROM Customer_orders
80,4,,wrong_column,True,"SELECT T1.Manager, T1.Captain FROM club AS T1","SELECT Manager ,  Captain FROM club"
81,5,,wrong_column,True,"SELECT T1.Manager, T1.Captain FROM club AS T1","SELECT Manager ,  Captain FROM club"
82,10,,wrong_column,True,SELECT T1.Name FROM player AS T1 JOIN club AS T2 ON T1.Club_ID = T2.Club_ID ORDER BY T1.Earnings DESC LIMIT 1,SELECT Name FROM player ORDER BY Earnings DESC LIMIT 1
83,11,,wrong_column,True,SELECT T2.Name FROM club AS T1 INNER JOIN player AS T2 ON T1.Club_ID = T2.Club_ID ORDER BY T2.Earnings DESC LIMIT 1,SELECT Name FROM player ORDER BY Earnings DESC LIMIT 1
84,16,,other,True,"SELECT T1.Name , T2.Name FROM player AS T1 JOIN club AS T2 ON T1.Club_ID = T2.Club_ID","SELECT T2.Name ,  T1.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID"
85,17,,other,True,"SELECT T1.Name, T2.Name FROM player AS T1 INNER JOIN club AS T2 ON T1.Club_ID = T2.Club_ID","SELECT T2.Name ,  T1.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID"
86,18,,other,True,SELECT T1.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID WHERE T2.Wins_count > 2,SELECT T1.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID WHERE T2.Wins_count  >  2
87,19,,extra_clause,True,SELECT T1.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID GROUP BY T2.Club_ID HAVING COUNT(T2.Wins_count) > 2,SELECT T1.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID WHERE T2.Wins_count  >  2
88,20,,other,True,"SELECT T1.Name FROM player AS T1 JOIN club AS T2 ON T1.Club_ID = T2.Club_ID WHERE T2.Manager = ""Sam Allardyce""","SELECT T2.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID WHERE T1.Manager  =  ""Sam Allardyce"""
89,21,,other,True,"SELECT T2.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID WHERE T1.Manager = ""Sam Allardyce""","SELECT T2.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID WHERE T1.Manager  =  ""Sam Allardyce"""
90,24,,wrong_column,True,"SELECT T1.Manufacturer, count(*) FROM club AS T1 GROUP BY T1.Manufacturer","SELECT Manufacturer ,  COUNT(*) FROM club GROUP BY Manufacturer"
91,25,,other,True,"SELECT Manufacturer, COUNT(*) FROM club GROUP BY Manufacturer","SELECT Manufacturer ,  COUNT(*) FROM club GROUP BY Manufacturer"
92,38,,other,True,"SELECT Earnings FROM player WHERE Country = ""Australia"" OR Country = ""Zimbabwe""","SELECT Earnings FROM player WHERE Country  =  ""Australia"" OR Country  =  ""Zimbabwe"""
93,39,,wrong_column,True,"SELECT T1.Earnings FROM player AS T1 WHERE T1.Country = ""Australia"" OR T1.Country = ""Zimbabwe""","SELECT Earnings FROM player WHERE Country  =  ""Australia"" OR Country  =  ""Zimbabwe"""
94,42,,other,True,"SELECT T1.order_id, T1.order_status_code, count(*) FROM Orders AS T1 JOIN Order_Items AS T2 ON T1.order_id = T2.order_id GROUP BY T1.order_id","SELECT T1.order_id ,  T1.order_status_code ,  count(*) FROM Orders AS T1 JOIN Order_items AS T2 ON T1.order_id  =  T2.order_id GROUP BY T1.order_id"
95,43,,missing_clause,True,"SELECT COUNT(T1.product_id), T2.order_status_code, T2.order_id FROM Order_Items AS T1 JOIN Orders AS T2 ON T1.order_id = T2.order_id","SELECT T1.order_id ,  T1.order_status_code ,  count(*) FROM Orders AS T1 JOIN Order_items AS T2 ON T1.order_id  =  T2.order_id GROUP BY T1.order_id"
96,50,,other,True,"SELECT T1.order_id , T1.date_order_placed FROM Orders AS T1 JOIN Order_Items AS T2 ON T1.order_id = T2.order_id GROUP BY T1.order_id HAVING COUNT(*) >= 2","SELECT T1.order_id ,  T1.date_order_placed FROM Orders AS T1 JOIN Order_items AS T2 ON T1.order_id  =  T2.order_id GROUP BY T1.order_id HAVING count(*)  >=  2"
97,51,,other,True,"SELECT T1.order_id, T1.date_order_placed FROM Orders AS T1 JOIN Order_Items AS T2 ON T1.order_id = T2.order_id GROUP BY T1.order_id HAVING count(*) >= 2","SELECT T1.order_id ,  T1.date_order_placed FROM Orders AS T1 JOIN Order_items AS T2 ON T1.order_id  =  T2.order_id GROUP BY T1.order_id HAVING count(*)  >=  2"
98,60,,other,True,"SELECT T1.gender_code , count(*) FROM Customers AS T1 JOIN Orders AS T2 ON T1.customer_id = T2.customer_id GROUP BY T1.gender_code","SELECT T1.gender_code ,  count(*) FROM Customers AS T1 JOIN Orders AS T2 ON T1.customer_id  =  T2.customer_id GROUP BY T1.gender_code"
99,61,,exec_runtime_error,False,"SELECT T1.customer_id, T2.gender, COUNT(T1.order_id) FROM Orders AS T1 JOIN Customers AS T2 ON T1.customer_id = T2.customer_id GROUP BY T2.gender","SELECT T1.gender_code ,  count(*) FROM Customers AS T1 JOIN Orders AS T2 ON T1.customer_id  =  T2.customer_id GROUP BY T1.gender_code"
100,62,,other,True,"SELECT T1.customer_first_name, T1.customer_middle_initial, T1.customer_last_name, T2.payment_method_code FROM Customers AS T1 JOIN Customer_Payment_Methods AS T2 ON T1.customer_id = T2.customer_id","SELECT T1.customer_first_name ,  T1.customer_middle_initial ,  T1.customer_last_name ,  T2.Payment_method_code FROM Customers AS T1 JOIN Customer_Payment_Methods AS T2 ON T1.customer_id  =  T2.custome"
101,63,,wrong_column,True,"SELECT customer_first_name, customer_middle_initial, customer_last_name, payment_method_code FROM Customers INNER JOIN Customer_Payment_Methods ON Customers.customer_id = Customer_Payment_Methods.cust","SELECT T1.customer_first_name ,  T1.customer_middle_initial ,  T1.customer_last_name ,  T2.Payment_method_code FROM Customers AS T1 JOIN Customer_Payment_Methods AS T2 ON T1.customer_id  =  T2.custome"
102,64,,other,True,"SELECT T1.invoice_status_code, T1.invoice_date, T2.shipment_date FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number = T2.invoice_number","SELECT T1.invoice_status_code ,  T1.invoice_date ,  T2.shipment_date FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number  =  T2.invoice_number"
103,65,,other,True,"SELECT T1.invoice_status_code, T1.invoice_date, T2.shipment_date FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number = T2.invoice_number","SELECT T1.invoice_status_code ,  T1.invoice_date ,  T2.shipment_date FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number  =  T2.invoice_number"
104,68,,other,True,"SELECT T1.order_item_status_code, T3.shipment_tracking_number FROM Order_Items AS T1 JOIN Shipment_Items AS T2 ON T1.order_item_id = T2.order_item_id JOIN Shipments AS T3 ON T2.shipment_id = T3.shipme","SELECT T1.order_item_status_code ,  T3.shipment_tracking_number FROM Order_items AS T1 JOIN Shipment_Items AS T2 ON T1.order_item_id  =  T2.order_item_id JOIN Shipments AS T3 ON T2.shipment_id  =  T3."
105,69,,other,True,"SELECT T1.order_item_status_code, T3.shipment_tracking_number FROM Order_Items AS T1 JOIN Shipment_Items AS T2 ON T1.order_item_id = T2.order_item_id JOIN Shipments AS T3 ON T2.shipment_id = T3.shipme","SELECT T1.order_item_status_code ,  T3.shipment_tracking_number FROM Order_items AS T1 JOIN Shipment_Items AS T2 ON T1.order_item_id  =  T2.order_item_id JOIN Shipments AS T3 ON T2.shipment_id  =  T3."
106,84,,other,True,"SELECT login_name , login_password FROM Customers WHERE phone_number LIKE '+12%'","SELECT login_name ,  login_password FROM Customers WHERE phone_number LIKE '+12%'"
107,85,,wrong_column,True,"SELECT T1.customer_first_name , T1.customer_last_name , T1.login_password FROM Customers AS T1 WHERE T1.phone_number LIKE '+12%'","SELECT login_name ,  login_password FROM Customers WHERE phone_number LIKE '+12%'"
108,86,,other,True,SELECT product_size FROM Products WHERE product_name LIKE '%Dell%',SELECT product_size FROM Products WHERE product_name LIKE '%Dell%'
109,87,,wrong_column,True,"SELECT T1.product_size FROM Products AS T1 WHERE T1.product_name LIKE ""%Dell%""",SELECT product_size FROM Products WHERE product_name LIKE '%Dell%'
110,94,,other,True,"SELECT order_status_code, date_order_placed FROM Orders","SELECT order_status_code ,  date_order_placed FROM Orders"
111,95,,wrong_column,True,"SELECT T1.order_status_code , T1.date_order_placed FROM Orders AS T1","SELECT order_status_code ,  date_order_placed FROM Orders"
112,96,,wrong_column,True,"SELECT address_line_1 , town_city , county FROM Customers WHERE county = ""USA""","SELECT address_line_1 ,  town_city ,  county FROM Customers WHERE Country  =  'USA'"
113,97,,wrong_column,True,"SELECT address_line_1, town_city, county FROM Customers WHERE county = 'United States'","SELECT address_line_1 ,  town_city ,  county FROM Customers WHERE Country  =  'USA'"
114,112,,wrong_column,True,"SELECT T1.product_id, T1.product_description FROM Products AS T1 JOIN Order_Items AS T2 ON T1.product_id = T2.product_id GROUP BY T1.product_id HAVING COUNT(T2.order_item_id) > 3","SELECT T1.product_id ,  T1.product_description FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id GROUP BY T1.product_id HAVING count(*)  >  3"
115,113,,other,True,"SELECT T1.product_id, T1.product_description FROM Products AS T1 JOIN Order_Items AS T2 ON T1.product_id = T2.product_id GROUP BY T1.product_id HAVING count(*) > 3","SELECT T1.product_id ,  T1.product_description FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id GROUP BY T1.product_id HAVING count(*)  >  3"
116,114,,wrong_column,True,"SELECT T1.invoice_date , T1.invoice_number FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number = T2.invoice_number GROUP BY T1.invoice_number HAVING COUNT(T2.shipment_id) >= 2","SELECT T1.invoice_date ,  T1.invoice_number FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number  =  T2.invoice_number GROUP BY T1.invoice_number HAVING count(*)  >=  2"
117,115,,wrong_column,True,"SELECT T1.invoice_date, T1.invoice_number FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number = T2.invoice_number GROUP BY T1.invoice_number HAVING COUNT(T2.shipment_id) >= 2","SELECT T1.invoice_date ,  T1.invoice_number FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number  =  T2.invoice_number GROUP BY T1.invoice_number HAVING count(*)  >=  2"
118,116,,other,True,"SELECT shipment_tracking_number, shipment_date FROM Shipments","SELECT shipment_tracking_number ,  shipment_date FROM Shipments"
119,117,,wrong_column,True,"SELECT T1.shipment_tracking_number , T1.shipment_date FROM Shipments AS T1","SELECT shipment_tracking_number ,  shipment_date FROM Shipments"
120,121,,missing_clause,True,SELECT T1.Name FROM director AS T1 JOIN director_admin AS T2 ON T1.Director_ID = T2.Director_ID WHERE T1.Age = ( SELECT MAX(T1.Age) FROM director AS T1 ),SELECT name FROM director ORDER BY age DESC LIMIT 1
121,122,,other,True,SELECT COUNT(*) FROM channel WHERE Internet LIKE '%bbc%',"SELECT count(*) FROM channel WHERE internet LIKE ""%bbc%"""
122,127,,wrong_column,True,SELECT T1.Title FROM program AS T1 JOIN director AS T2 ON T1.Director_ID = T2.Director_ID ORDER BY T1.Start_Year DESC LIMIT 1,SELECT title FROM program ORDER BY start_year DESC LIMIT 1
123,128,,wrong_column,True,"SELECT T1.Name, T1.Internet FROM channel AS T1 JOIN program AS T2 ON T1.Channel_ID = T2.Channel_ID GROUP BY T1.Channel_ID HAVING COUNT(T2.Program_ID) > 1","SELECT t1.name ,  t1.internet FROM channel AS t1 JOIN program AS t2 ON t1.channel_id  =  t2.channel_id GROUP BY t1.channel_id HAVING count(*)  >  1"
124,129,,wrong_column,True,"SELECT T1.Name, COUNT(T2.Program_ID) FROM channel AS T1 INNER JOIN program AS T2 ON T1.Channel_ID = T2.Channel_ID GROUP BY T1.Name","SELECT t1.name ,  count(*) FROM channel AS t1 JOIN program AS t2 ON t1.channel_id  =  t2.channel_id GROUP BY t1.channel_id"
125,131,,wrong_values,True,"SELECT T1.Name FROM director AS T1 JOIN program AS T2 ON T1.Director_ID = T2.Director_ID WHERE T2.Title = ""Dracula""",SELECT t2.name FROM program AS t1 JOIN director AS t2 ON t1.director_id  =  t2.director_id WHERE t1.title  =  'Dracula'
126,138,,other,True,"SELECT tv_show_name, Original_Airdate FROM tv_show","SELECT tv_show_name ,  Original_Airdate FROM tv_show"
127,140,,wrong_column,True,SELECT T1.Transmitter FROM radio AS T1 WHERE T1.ERP_kW > 150 OR T1.ERP_kW < 30,SELECT Transmitter FROM radio WHERE ERP_kW  >  150 OR ERP_kW  <  30
128,141,,wrong_column,True,SELECT T1.Transmitter FROM radio AS T1 JOIN city_channel_radio AS T2 ON T1.Radio_ID = T2.Radio_ID ORDER BY T1.ERP_kW DESC LIMIT 1,SELECT Transmitter FROM radio ORDER BY ERP_kW DESC LIMIT 1
129,143,,other,True,"SELECT Affiliation , COUNT(*) FROM city_channel GROUP BY Affiliation","SELECT Affiliation ,  COUNT(*) FROM city_channel GROUP BY Affiliation"
130,146,,wrong_column,True,"SELECT T1.City, T1.Station_name FROM city_channel AS T1 ORDER BY T1.Station_name ASC","SELECT City ,  Station_name FROM city_channel ORDER BY Station_name ASC"
131,147,,other,True,"SELECT T1.Transmitter, T3.City FROM radio AS T1 JOIN city_channel_radio AS T2 ON T1.Radio_ID = T2.Radio_ID JOIN city_channel AS T3 ON T2.City_channel_ID = T3.ID","SELECT T3.Transmitter ,  T2.City FROM city_channel_radio AS T1 JOIN city_channel AS T2 ON T1.City_channel_ID  =  T2.ID JOIN radio AS T3 ON T1.Radio_ID  =  T3.Radio_ID"
132,149,,wrong_column,True,"SELECT T1.Transmitter , COUNT(T3.ID) FROM radio AS T1 JOIN city_channel_radio AS T2 ON T1.Radio_ID = T2.Radio_ID JOIN city_channel AS T3 ON T2.City_channel_ID = T3.ID GROUP BY T1.Transmitter","SELECT T2.Transmitter ,  COUNT(*) FROM city_channel_radio AS T1 JOIN radio AS T2 ON T1.Radio_ID  =  T2.Radio_ID GROUP BY T2.Transmitter"
133,157,,other,True,"SELECT MAX(Power), AVG(Power) FROM vehicle WHERE Builder = 'Zhuzhou'","SELECT max(power) ,  avg(power) FROM vehicle WHERE builder  =  'Zhuzhou'"
134,158,,wrong_column,True,"SELECT MAX(T1.Power), AVG(T1.Power) FROM vehicle AS T1 INNER JOIN vehicle_driver AS T2 ON T1.Vehicle_ID = T2.Vehicle_ID WHERE T1.Builder = 'Zhuzhou'","SELECT max(power) ,  avg(power) FROM vehicle WHERE builder  =  'Zhuzhou'"
135,161,,wrong_column,True,"SELECT T1.Top_Speed , T1.Power FROM vehicle AS T1 WHERE T1.Build_Year = ""1996""","SELECT top_speed ,  power FROM vehicle WHERE build_year  =  1996"
136,162,,wrong_column,True,"SELECT T1.Top_Speed , T1.Power FROM vehicle AS T1 WHERE T1.Build_Year = ""1996""","SELECT top_speed ,  power FROM vehicle WHERE build_year  =  1996"
