pos,test_idx,db_id_gold,db_id_used,broker_pick,broker_correct,re_picked,retries,exec_success,masked_sql,real_sql
14,16,soccer_3,soccer_3,,,False,0,True,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, T2.DESCRIPTIVE_ATTRIBUTE_8 FROM T1 AS T1 JOIN T2 AS T2 ON T2.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1","SELECT club.Name, player.Name FROM club AS club JOIN player AS player ON player.Club_ID = club.Club_ID"
15,17,soccer_3,soccer_3,,,False,0,True,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, T2.IDENTIFIER_PRIMARY_1 FROM T2 AS T1 JOIN T1 AS T2 ON T1.IDENTIFIER_REFERENCE_13 = T2.IDENTIFIER_PRIMARY_1","SELECT club.Name, player.Club_ID FROM player AS club JOIN club AS player ON club.Club_ID = player.Club_ID"
16,18,soccer_3,soccer_3,,,False,0,True,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 WHERE T2.MEASUREMENT_VALUE_12 > 2,SELECT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID WHERE player.Wins_count > 2
17,19,soccer_3,soccer_3,,,False,0,True,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 WHERE T2.MEASUREMENT_VALUE_11 > 2,SELECT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID WHERE player.Events_number > 2
18,20,soccer_3,soccer_3,,,False,0,True,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 , T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 WHERE T1.TEXT_FIELD_3 = 'Sam Allardyce'","SELECT club.Name , club.Name FROM club WHERE club.Manager = 'Sam Allardyce'"
19,21,soccer_3,soccer_3,,,False,0,True,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 INNER JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 WHERE T1.TEXT_FIELD_4 = 'Sam Allardyce',SELECT club.Name FROM club INNER JOIN player ON club.Club_ID = player.Club_ID WHERE club.Captain = 'Sam Allardyce'
20,14,soccer_3,soccer_3,,,False,3,False,SELECT T1.DESCRIPTIVE_ATTRIBUTE_9 FROM T1 INNER JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 WHERE T2.MEASUREMENT_VALUE_12 > 2 ORDER BY T2.NUMERIC_FIELD_10 DESC LIMIT 1,SELECT club.Country FROM club INNER JOIN player ON club.Club_ID = player.Club_ID WHERE player.Wins_count > 2 ORDER BY player.Earnings DESC LIMIT 1
21,15,soccer_3,soccer_3,,,False,3,False,SELECT T1.DESCRIPTIVE_ATTRIBUTE_9 FROM T2 AS T2 JOIN T1 AS T1 ON T2.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1 WHERE T2.MEASUREMENT_VALUE_12 > 2 GROUP BY T2.IDENTIFIER_REFERENCE_13 ORDER BY T2.MEASUREMENT_VALUE_12 DESC LIMIT 1,SELECT club.Country FROM player AS player JOIN club AS club ON player.Club_ID = club.Club_ID WHERE player.Wins_count > 2 GROUP BY player.Club_ID ORDER BY player.Wins_count DESC LIMIT 1
22,22,soccer_3,soccer_3,,,False,0,True,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 INNER JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 GROUP BY T1.DESCRIPTIVE_ATTRIBUTE_2 ORDER BY AVG(T2.NUMERIC_FIELD_10) DESC,SELECT club.Name FROM club INNER JOIN player ON club.Club_ID = player.Club_ID GROUP BY club.Name ORDER BY AVG(player.Earnings) DESC
23,23,soccer_3,soccer_3,,,False,0,True,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 AS T1 JOIN T2 AS T2 ON T2.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1 GROUP BY T1.DESCRIPTIVE_ATTRIBUTE_2 ORDER BY AVG(T2.NUMERIC_FIELD_10) DESC,SELECT club.Name FROM club AS club JOIN player AS player ON player.Club_ID = club.Club_ID GROUP BY club.Name ORDER BY AVG(player.Earnings) DESC
24,26,soccer_3,soccer_3,,,False,0,True,SELECT T1.TEXT_FIELD_5 FROM T1 GROUP BY T1.TEXT_FIELD_5 ORDER BY COUNT(*) DESC LIMIT 1,SELECT club.Manufacturer FROM club GROUP BY club.Manufacturer ORDER BY COUNT(*) DESC LIMIT 1
25,27,soccer_3,soccer_3,,,False,0,True,SELECT T1.TEXT_FIELD_5 FROM T1 GROUP BY T1.TEXT_FIELD_5 ORDER BY COUNT(*) DESC LIMIT 1,SELECT club.Manufacturer FROM club GROUP BY club.Manufacturer ORDER BY COUNT(*) DESC LIMIT 1
26,32,soccer_3,soccer_3,,,False,0,True,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 WHERE T1.IDENTIFIER_PRIMARY_1 NOT IN (SELECT T2.IDENTIFIER_REFERENCE_13 FROM T2),SELECT club.Name FROM club WHERE club.Club_ID NOT IN (SELECT player.Club_ID FROM player)
27,33,soccer_3,soccer_3,,,False,0,True,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T2 AS T1 WHERE T1.MEASUREMENT_VALUE_11 = 0,SELECT club.Name FROM player AS club WHERE club.Events_number = 0
28,34,soccer_3,soccer_3,,,False,0,True,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T2 INNER JOIN T1 ON T2.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1 WHERE T2.NUMERIC_FIELD_10 > 1400000 OR T2.NUMERIC_FIELD_10 < 1100000,SELECT player.Country FROM player INNER JOIN club ON player.Club_ID = club.Club_ID WHERE player.Earnings > 1400000 OR player.Earnings < 1100000
29,35,soccer_3,soccer_3,,,False,1,True,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 INNER JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 WHERE T2.NUMERIC_FIELD_10 > 1400000 INTERSECT SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 INNER JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 WHERE T2.NUMERIC_FIELD_10 < 1100000,SELECT club.Name FROM club INNER JOIN player ON club.Club_ID = player.Club_ID WHERE player.Earnings > 1400000 INTERSECT SELECT club.Name FROM club INNER JOIN player ON club.Club_ID = player.Club_ID WHERE player.Earnings < 1100000
30,40,e_commerce,e_commerce,,,False,1,True,"SELECT T1.IDENTIFIER_PRIMARY_1 , T1.DESCRIPTIVE_ATTRIBUTE_3 , T2.DESCRIPTIVE_ATTRIBUTE_8 FROM T1 INNER JOIN T5 ON T1.IDENTIFIER_PRIMARY_1 = T5.IDENTIFIER_REFERENCE_20 INNER JOIN T4 ON T5.IDENTIFIER_REFERENCE_21 = T4.IDENTIFIER_PRIMARY_15 INNER JOIN T2 ON T4.IDENTIFIER_REFERENCE_16 = T2.IDENTIFIER_PRIMARY_7 WHERE T4.IDENTIFIER_PRIMARY_15 IN (SELECT T4.IDENTIFIER_PRIMARY_15 FROM T4 GROUP BY T4.IDENTIFIER_PRIMARY_15 HAVING COUNT(T4.IDENTIFIER_PRIMARY_15) > 2) AND T5.IDENTIFIER_REFERENCE_21 IN (SELECT T4.IDENTIFIER_PRIMARY_15 FROM T4 GROUP BY T4.IDENTIFIER_PRIMARY_15 HAVING COUNT(T4.IDENTIFIER_PRIMARY_15) > 2)","SELECT Products.product_id , Products.product_name , Customers.gender_code FROM Products INNER JOIN Order_Items ON Products.product_id = Order_Items.product_id INNER JOIN Orders ON Order_Items.order_id = Orders.order_id INNER JOIN Customers ON Orders.customer_id = Customers.customer_id WHERE Orders.order_id IN (SELECT Orders.order_id FROM Orders GROUP BY Orders.order_id HAVING COUNT(Orders.order_id) > 2) AND Order_Items.order_id IN (SELECT Orders.order_id FROM Orders GROUP BY Orders.order_id HAVING COUNT(Orders.order_id) > 2)"
31,41,e_commerce,e_commerce,,,False,1,True,"SELECT T1.IDENTIFIER_PRIMARY_1 , T1.DESCRIPTIVE_ATTRIBUTE_3 , T1.TEXT_FIELD_5 FROM T1 AS T1 JOIN T4 AS T4 ON T1.IDENTIFIER_PRIMARY_1 = T4.IDENTIFIER_REFERENCE_16 JOIN T5 AS T5 ON T4.IDENTIFIER_PRIMARY_15 = T5.IDENTIFIER_REFERENCE_21 WHERE T5.DESCRIPTIVE_ATTRIBUTE_22 > 2 AND T4.CHRONOLOGICAL_MARKER_18 > '2022-01-01' AND T5.IDENTIFIER_REFERENCE_21 > 3","SELECT Products.product_id , Products.product_name , Products.product_color FROM Products AS Products JOIN Orders AS Orders ON Products.product_id = Orders.customer_id JOIN Order_Items AS Order_Items ON Orders.order_id = Order_Items.order_id WHERE Order_Items.order_item_status_code > 2 AND Orders.date_order_placed > '2022-01-01' AND Order_Items.order_id > 3"
32,46,e_commerce,e_commerce,,,False,0,True,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 , T1.DESCRIPTIVE_ATTRIBUTE_3 , T1.DESCRIPTIVE_ATTRIBUTE_5 FROM T1 WHERE T1.IDENTIFIER_PRIMARY_1 NOT IN (SELECT T2.IDENTIFIER_REFERENCE_8 FROM T2)","SELECT Customers.gender_code , Customers.customer_first_name , Customers.customer_last_name FROM Customers WHERE Customers.customer_id NOT IN (SELECT Orders.customer_id FROM Orders)"
33,47,e_commerce,e_commerce,,,False,0,True,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, T1.DESCRIPTIVE_ATTRIBUTE_3, T1.TEXT_FIELD_4 FROM T1 LEFT JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_8 WHERE T2.IDENTIFIER_PRIMARY_7 IS NULL","SELECT Customers.gender_code, Customers.customer_first_name, Customers.customer_middle_initial FROM Customers LEFT JOIN Orders ON Customers.customer_id = Orders.customer_id WHERE Orders.order_id IS NULL"
34,48,e_commerce,e_commerce,,,False,0,True,"SELECT T1.IDENTIFIER_PRIMARY_1 , T1.DESCRIPTIVE_ATTRIBUTE_3 , T1.CURRENCY_AMOUNT_4 , T1.DESCRIPTIVE_ATTRIBUTE_3 FROM T1 INNER JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_12 INNER JOIN T2 ON T3.IDENTIFIER_REFERENCE_13 = T2.IDENTIFIER_PRIMARY_7 WHERE T2.CHRONOLOGICAL_MARKER_10 = '0000-00-00' GROUP BY T1.IDENTIFIER_PRIMARY_1 HAVING count(*) < 2","SELECT Products.product_id , Products.product_name , Products.product_price , Products.product_name FROM Products INNER JOIN Order_Items ON Products.product_id = Order_Items.product_id INNER JOIN Orders ON Order_Items.order_id = Orders.order_id WHERE Orders.date_order_placed = '0000-00-00' GROUP BY Products.product_id HAVING count(*) < 2"
35,52,e_commerce,e_commerce,,,False,3,False,"SELECT T1.IDENTIFIER_PRIMARY_1 , T2.DESCRIPITIVE_ATTRIBUTE_8 , T1.CURRENCY_AMOUNT_4 FROM T1 JOIN T5 ON T1.IDENTIFIER_PRIMARY_1 = T5.IDENTIFIER_REFERENCE_20 JOIN T4 ON T5.IDENTIFIER_REFERENCE_21 = T4.IDENTIFIER_PRIMARY_15 JOIN T2 ON T4.IDENTIFIER_REFERENCE_16 = T2.IDENTIFIER_PRIMARY_7 GROUP BY T1.IDENTIFIER_PRIMARY_1 ORDER BY COUNT(T4.IDENTIFIER_PRIMARY_15) DESC LIMIT 1","SELECT Products.product_id , Customers.DESCRIPITIVE_ATTRIBUTE_8 , Products.product_price FROM Products JOIN Order_Items ON Products.product_id = Order_Items.product_id JOIN Orders ON Order_Items.order_id = Orders.order_id JOIN Customers ON Orders.customer_id = Customers.customer_id GROUP BY Products.product_id ORDER BY COUNT(Orders.order_id) DESC LIMIT 1"
36,53,e_commerce,e_commerce,,,False,3,False,"SELECT T1.IDENTIFIER_PRIMARY_1 , T1.DESCRIBITIVE_ATTRIBUTE_3 , T1.CURRENCY_AMOUNT_4 FROM T1 JOIN T2 ON T2.IDENTIFIER_REFERENCE_8 = T1.IDENTIFIER_PRIMARY_1 GROUP BY T1.IDENTIFIER_PRIMARY_1 ORDER BY COUNT(*) DESC LIMIT 1","SELECT Products.product_id , Products.DESCRIBITIVE_ATTRIBUTE_3 , Products.product_price FROM Products JOIN Order_Items ON Order_Items.product_id = Products.product_id GROUP BY Products.product_id ORDER BY COUNT(*) DESC LIMIT 1"
37,54,e_commerce,e_commerce,,,False,0,True,"SELECT T2.IDENTIFIER_PRIMARY_7 , SUM(T1.CURRENCY_AMOUNT_4) FROM T1 AS T1 JOIN T3 AS T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 JOIN T4 AS T3_1 ON T2.IDENTIFIER_REFERENCE_12 = T3_1.IDENTIFIER_REFERENCE_17 GROUP BY T2.IDENTIFIER_PRIMARY_7 ORDER BY SUM(T1.CURRENCY_AMOUNT_4) ASC LIMIT 1","SELECT Orders.order_id , SUM(Products.product_price) FROM Products AS Products JOIN Order_Items AS Orders ON Products.product_id = Orders.order_id JOIN Shipments AS T3_1 ON Orders.product_id = T3_1.invoice_number GROUP BY Orders.order_id ORDER BY SUM(Products.product_price) ASC LIMIT 1"
38,55,e_commerce,e_commerce,,,False,1,True,"SELECT T1.IDENTIFIER_PRIMARY_1, SUM(T2.DESCRIPTIVE_ATTRIBUTE_8) AS total_cost FROM T1 AS T1 JOIN T2 AS T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_7 GROUP BY T1.IDENTIFIER_PRIMARY_1 ORDER BY SUM(T2.DESCRIPTIVE_ATTRIBUTE_8) ASC LIMIT 1","SELECT Orders.order_id, SUM(Order_Items.order_item_status_code) AS total_cost FROM Orders AS Orders JOIN Order_Items AS Order_Items ON Orders.order_id = Order_Items.order_id GROUP BY Orders.order_id ORDER BY SUM(Order_Items.order_item_status_code) ASC LIMIT 1"
39,72,e_commerce,e_commerce,,,False,0,True,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_3, T1.CURRENCY_AMOUNT_4, T1.TEXTUAL_CONTENT_6 FROM T1 JOIN T4 ON T1.IDENTIFIER_PRIMARY_1 = T4.IDENTIFIER_REFERENCE_18 JOIN T3 ON T3.IDENTIFIER_PRIMARY_13 = T4.IDENTIFIER_REFERENCE_19 JOIN T2 ON T2.IDENTIFIER_PRIMARY_7 = T3.IDENTIFIER_REFERENCE_14 WHERE T2.DESCRIPTIVE_ATTRIBUTE_8 = 'female'","SELECT Products.product_name, Products.product_price, Products.product_description FROM Products JOIN Order_Items ON Products.product_id = Order_Items.product_id JOIN Orders ON Orders.order_id = Order_Items.order_id JOIN Customers ON Customers.customer_id = Orders.customer_id WHERE Customers.gender_code = 'female'"
