pos,test_idx,db_id_gold,db_id_used,broker_pick,broker_correct,re_picked,retries,exec_success,difficulty,model_used,masked_sql,real_sql
32,137,tv_shows,tv_shows,,,False,0,True,,llama3.1-8b,SELECT T1.Transmitter FROM radio AS T1 JOIN city_channel_radio AS T2 ON T1.Radio_ID = T2.Radio_ID ORDER BY T1.ERP_kW ASC,SELECT T1.Transmitter FROM radio AS T1 JOIN city_channel_radio AS T2 ON T1.Radio_ID = T2.Radio_ID ORDER BY T1.ERP_kW ASC
33,139,tv_shows,tv_shows,,,False,0,True,,llama3.1-8b,SELECT Station_name FROM city_channel WHERE Affiliation != 'ABC',SELECT Station_name FROM city_channel WHERE Affiliation != 'ABC'
34,142,tv_shows,tv_shows,,,False,0,True,,llama3.1-8b,SELECT AVG(ERP_kW) FROM radio,SELECT AVG(ERP_kW) FROM radio
35,145,tv_shows,tv_shows,,,False,0,True,,llama3.1-8b,SELECT Affiliation FROM city_channel GROUP BY Affiliation HAVING COUNT(ID) > 3,SELECT Affiliation FROM city_channel GROUP BY Affiliation HAVING COUNT(ID) > 3
36,153,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT Name FROM driver WHERE Citizenship = 'United States',SELECT Name FROM driver WHERE Citizenship = 'United States'
37,154,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT Name FROM driver WHERE Citizenship = 'United States',SELECT Name FROM driver WHERE Citizenship = 'United States'
38,167,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT Driver_ID) FROM driver WHERE Racing_Series = 'NASCAR',SELECT COUNT(DISTINCT Driver_ID) FROM driver WHERE Racing_Series = 'NASCAR'
39,168,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT Driver_ID) FROM driver WHERE Racing_Series = 'NASCAR',SELECT COUNT(DISTINCT Driver_ID) FROM driver WHERE Racing_Series = 'NASCAR'
40,169,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT AVG(T1.Top_Speed) FROM vehicle AS T1,SELECT AVG(T1.Top_Speed) FROM vehicle AS T1
41,170,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT AVG(T1.Top_Speed) FROM vehicle AS T1,SELECT AVG(T1.Top_Speed) FROM vehicle AS T1
42,185,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT Name FROM driver ORDER BY Name ASC,SELECT Name FROM driver ORDER BY Name ASC
43,186,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT Name FROM driver ORDER BY Name ASC,SELECT Name FROM driver ORDER BY Name ASC
44,193,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT COUNT(*) FROM Exams,SELECT COUNT(*) FROM Exams
45,194,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT Exam_ID) FROM Questions_in_Exams,SELECT COUNT(DISTINCT Exam_ID) FROM Questions_in_Exams
46,195,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC
47,196,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code
48,203,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT DISTINCT T1.Student_Answer_Text FROM Student_Answers AS T1 JOIN Student_Assessments AS T2 ON T1.Student_Answer_ID = T2.Student_Answer_ID WHERE T1.Comments = 'Normal',SELECT DISTINCT T1.Student_Answer_Text FROM Student_Answers AS T1 JOIN Student_Assessments AS T2 ON T1.Student_Answer_ID = T2.Student_Answer_ID WHERE T1.Comments = 'Normal'
49,204,online_exams,online_exams,,,False,1,True,,llama3.1-8b,SELECT DISTINCT T1.Student_Answer_Text FROM Student_Answers AS T1 JOIN Student_Assessments AS T2 ON T1.Student_Answer_ID = T2.Student_Answer_ID JOIN Valid_Answers AS T3 ON T2.Valid_Answer_ID = T3.Valid_Answer_ID WHERE T3.Valid_Answer_Text = 'Normal',SELECT DISTINCT T1.Student_Answer_Text FROM Student_Answers AS T1 JOIN Student_Assessments AS T2 ON T1.Student_Answer_ID = T2.Student_Answer_ID JOIN Valid_Answers AS T3 ON T2.Valid_Answer_ID = T3.Valid_Answer_ID WHERE T3.Valid_Answer_Text = 'Normal'
50,205,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT Comments) FROM Student_Answers,SELECT COUNT(DISTINCT Comments) FROM Student_Answers
51,206,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT Comments) FROM Student_Answers,SELECT COUNT(DISTINCT Comments) FROM Student_Answers
52,219,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT T1.Last_Name FROM Students AS T1 JOIN Student_Answers AS T2 ON T1.Student_ID = T2.Student_ID WHERE T1.Gender_MFU != 'M',SELECT T1.Last_Name FROM Students AS T1 JOIN Student_Answers AS T2 ON T1.Student_ID = T2.Student_ID WHERE T1.Gender_MFU != 'M'
53,220,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT T1.Last_Name FROM Students AS T1 JOIN Student_Answers AS T2 ON T1.Student_ID = T2.Student_ID WHERE T1.Gender_MFU != 'M',SELECT T1.Last_Name FROM Students AS T1 JOIN Student_Answers AS T2 ON T1.Student_ID = T2.Student_ID WHERE T1.Gender_MFU != 'M'
54,229,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT T1.Type_of_Question_Code FROM Questions T1 JOIN Questions_in_Exams T2 ON T1.Question_ID = T2.Question_ID GROUP BY T1.Type_of_Question_Code HAVING COUNT(T1.Question_ID) >= 3,SELECT T1.Type_of_Question_Code FROM Questions T1 JOIN Questions_in_Exams T2 ON T1.Question_ID = T2.Question_ID GROUP BY T1.Type_of_Question_Code HAVING COUNT(T1.Question_ID) >= 3
55,230,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT T1.Type_of_Question_Code FROM Questions T1 JOIN Questions_in_Exams T2 ON T1.Question_ID = T2.Question_ID GROUP BY T1.Type_of_Question_Code HAVING COUNT(T1.Question_ID) >= 3,SELECT T1.Type_of_Question_Code FROM Questions T1 JOIN Questions_in_Exams T2 ON T1.Question_ID = T2.Question_ID GROUP BY T1.Type_of_Question_Code HAVING COUNT(T1.Question_ID) >= 3
56,231,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT * FROM Students,SELECT * FROM Students
57,232,online_exams,online_exams,,,False,0,True,,llama3.1-8b,"SELECT Students.Student_ID, Students.First_Name, Students.Middle_Name, Students.Last_Name, Students.Gender_MFU, Students.Student_Address FROM Students","SELECT Students.Student_ID, Students.First_Name, Students.Middle_Name, Students.Last_Name, Students.Gender_MFU, Students.Student_Address FROM Students"
58,233,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(address_id) FROM Addresses,SELECT COUNT(address_id) FROM Addresses
59,234,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(address_id) FROM Addresses,SELECT COUNT(address_id) FROM Addresses
60,237,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(product_id) FROM Products,SELECT COUNT(product_id) FROM Products
61,238,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(product_id) FROM Products,SELECT COUNT(product_id) FROM Products
62,241,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT product_price FROM Products WHERE product_name = 'Monitor',SELECT product_price FROM Products WHERE product_name = 'Monitor'
63,242,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT T2.product_price FROM Products AS T1 INNER JOIN Products AS T2 ON T1.product_id = T2.product_id WHERE T1.product_name = 'Monitor',SELECT T2.product_price FROM Products AS T1 INNER JOIN Products AS T2 ON T1.product_id = T2.product_id WHERE T1.product_name = 'Monitor'
64,245,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes',SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes'
65,246,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT AVG(T2.product_price) FROM Products AS T1 JOIN Products AS T2 ON T1.product_id = T2.product_id WHERE T1.product_type_code = 'Clothes',SELECT AVG(T2.product_price) FROM Products AS T1 JOIN Products AS T2 ON T1.product_id = T2.product_id WHERE T1.product_type_code = 'Clothes'
66,247,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(*) FROM Products WHERE product_type_code = 'Hardware',SELECT COUNT(*) FROM Products WHERE product_type_code = 'Hardware'
67,248,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(*) FROM Products WHERE product_type_code = 'Hardware',SELECT COUNT(*) FROM Products WHERE product_type_code = 'Hardware'
68,257,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT product_name FROM Products ORDER BY product_price DESC,SELECT product_name FROM Products ORDER BY product_price DESC
69,258,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT product_name FROM Products ORDER BY product_price DESC,SELECT product_name FROM Products ORDER BY product_price DESC
70,265,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(product_id) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(product_id) >= 2
71,266,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT T2.product_type_code FROM Products T1 JOIN Products T2 ON T1.product_type_code = T2.product_type_code GROUP BY T2.product_type_code HAVING COUNT(T2.product_id) > 1,SELECT T2.product_type_code FROM Products T1 JOIN Products T2 ON T1.product_type_code = T2.product_type_code GROUP BY T2.product_type_code HAVING COUNT(T2.product_id) > 1
72,269,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(customer_id) FROM Customers,SELECT COUNT(customer_id) FROM Customers
73,270,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(customer_id) FROM Customers,SELECT COUNT(customer_id) FROM Customers
74,283,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT DISTINCT payment_method_code FROM Customers,SELECT DISTINCT payment_method_code FROM Customers
75,284,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT DISTINCT payment_method_code FROM Customers,SELECT DISTINCT payment_method_code FROM Customers
76,289,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(order_id) FROM Customer_Orders,SELECT COUNT(order_id) FROM Customer_Orders
77,290,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(order_id) FROM Customer_Orders,SELECT COUNT(order_id) FROM Customer_Orders
78,309,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT T1.customer_id) FROM Customers AS T1 JOIN Customer_Orders AS T2 ON T1.customer_id = T2.customer_id,SELECT COUNT(DISTINCT T1.customer_id) FROM Customers AS T1 JOIN Customer_Orders AS T2 ON T1.customer_id = T2.customer_id
79,310,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT customer_id) FROM Customer_Orders,SELECT COUNT(DISTINCT customer_id) FROM Customer_Orders
80,4,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,"SELECT T1.Manager, T1.Captain FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID","SELECT T1.Manager, T1.Captain FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID"
81,5,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,"SELECT T1.Manager, T1.Captain FROM club AS T1","SELECT T1.Manager, T1.Captain FROM club AS T1"
82,10,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,SELECT T2.Name FROM player AS T1 JOIN club AS T2 ON T1.Club_ID = T2.Club_ID WHERE T1.Earnings = ( SELECT MAX(Earnings) FROM player ),SELECT T2.Name FROM player AS T1 JOIN club AS T2 ON T1.Club_ID = T2.Club_ID WHERE T1.Earnings = ( SELECT MAX(Earnings) FROM player )
83,11,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,SELECT T2.Name FROM player AS T1 JOIN club AS T2 ON T1.Club_ID = T2.Club_ID ORDER BY T1.Earnings DESC LIMIT 1,SELECT T2.Name FROM player AS T1 JOIN club AS T2 ON T1.Club_ID = T2.Club_ID ORDER BY T1.Earnings DESC LIMIT 1
84,16,soccer_3,soccer_3,,,False,1,True,,llama3.1-8b,"SELECT T1.Name, T2.Name FROM player AS T1 JOIN club AS T2 ON T1.Club_ID = T2.Club_ID","SELECT T1.Name, T2.Name FROM player AS T1 JOIN club AS T2 ON T1.Club_ID = T2.Club_ID"
85,17,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,"SELECT T1.Name, T2.Name FROM player AS T1 INNER JOIN club AS T2 ON T1.Club_ID = T2.Club_ID","SELECT T1.Name, T2.Name FROM player AS T1 INNER JOIN club AS T2 ON T1.Club_ID = T2.Club_ID"
86,18,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,SELECT T1.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID WHERE T2.Wins_count > 2,SELECT T1.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID WHERE T2.Wins_count > 2
87,19,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,SELECT T1.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID WHERE T2.Wins_count > 2,SELECT T1.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID WHERE T2.Wins_count > 2
88,20,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,SELECT T2.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID WHERE T1.Manager = 'Sam Allardyce',SELECT T2.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID WHERE T1.Manager = 'Sam Allardyce'
89,21,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,SELECT T2.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID WHERE T1.Manager = 'Sam Allardyce',SELECT T2.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID = T2.Club_ID WHERE T1.Manager = 'Sam Allardyce'
90,24,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,"SELECT Manufacturer, COUNT(Club_ID) FROM club GROUP BY Manufacturer","SELECT Manufacturer, COUNT(Club_ID) FROM club GROUP BY Manufacturer"
91,25,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,"SELECT Manufacturer, COUNT(*) FROM club GROUP BY Manufacturer","SELECT Manufacturer, COUNT(*) FROM club GROUP BY Manufacturer"
92,38,soccer_3,soccer_3,,,False,1,True,,llama3.1-8b,"SELECT T1.Earnings FROM player AS T1 WHERE T1.Country IN ('Australia', 'Zimbabwe')","SELECT T1.Earnings FROM player AS T1 WHERE T1.Country IN ('Australia', 'Zimbabwe')"
93,39,soccer_3,soccer_3,,,False,0,True,,llama3.1-8b,"SELECT SUM(Earnings) FROM player WHERE Country IN ('Australia', 'Zimbabwe')","SELECT SUM(Earnings) FROM player WHERE Country IN ('Australia', 'Zimbabwe')"
94,42,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,"SELECT T1.order_id, T1.order_status_code, COUNT(T2.product_id) FROM Orders AS T1 JOIN Order_Items AS T2 ON T1.order_id = T2.order_id GROUP BY T1.order_id, T1.order_status_code","SELECT T1.order_id, T1.order_status_code, COUNT(T2.product_id) FROM Orders AS T1 JOIN Order_Items AS T2 ON T1.order_id = T2.order_id GROUP BY T1.order_id, T1.order_status_code"
95,43,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,"SELECT COUNT(DISTINCT T1.product_id), T2.order_status_code, T2.order_id FROM Order_Items AS T1 JOIN Orders AS T2 ON T1.order_id = T2.order_id","SELECT COUNT(DISTINCT T1.product_id), T2.order_status_code, T2.order_id FROM Order_Items AS T1 JOIN Orders AS T2 ON T1.order_id = T2.order_id"
96,50,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,"SELECT T1.order_id, T1.date_order_placed FROM Orders AS T1 JOIN Order_Items AS T2 ON T1.order_id = T2.order_id GROUP BY T1.order_id HAVING COUNT(T2.order_item_id) >= 2","SELECT T1.order_id, T1.date_order_placed FROM Orders AS T1 JOIN Order_Items AS T2 ON T1.order_id = T2.order_id GROUP BY T1.order_id HAVING COUNT(T2.order_item_id) >= 2"
97,51,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,"SELECT T1.order_id, T1.date_order_placed FROM Orders AS T1 JOIN Order_Items AS T2 ON T1.order_id = T2.order_id GROUP BY T1.order_id HAVING COUNT(T2.order_item_id) >= 2","SELECT T1.order_id, T1.date_order_placed FROM Orders AS T1 JOIN Order_Items AS T2 ON T1.order_id = T2.order_id GROUP BY T1.order_id HAVING COUNT(T2.order_item_id) >= 2"
98,60,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,"SELECT T1.gender_code, COUNT(T2.order_id) FROM Customers AS T1 INNER JOIN Orders AS T2 ON T1.customer_id = T2.customer_id GROUP BY T1.gender_code","SELECT T1.gender_code, COUNT(T2.order_id) FROM Customers AS T1 INNER JOIN Orders AS T2 ON T1.customer_id = T2.customer_id GROUP BY T1.gender_code"
99,61,e_commerce,e_commerce,,,False,3,False,,llama3.1-8b,"SELECT T1.customer_id, T2.gender, COUNT(T1.order_id) FROM Orders AS T1 JOIN Customers AS T2 ON T1.customer_id = T2.customer_id GROUP BY T2.gender","SELECT T1.customer_id, T2.gender, COUNT(T1.order_id) FROM Orders AS T1 JOIN Customers AS T2 ON T1.customer_id = T2.customer_id GROUP BY T2.gender"
100,62,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,"SELECT T1.customer_first_name, T1.customer_middle_initial, T1.customer_last_name, T2.payment_method_code FROM Customers AS T1 INNER JOIN Customer_Payment_Methods AS T2 ON T1.customer_id = T2.customer_id","SELECT T1.customer_first_name, T1.customer_middle_initial, T1.customer_last_name, T2.payment_method_code FROM Customers AS T1 INNER JOIN Customer_Payment_Methods AS T2 ON T1.customer_id = T2.customer_id"
101,63,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,"SELECT T1.customer_first_name, T1.customer_middle_initial, T1.customer_last_name, T2.payment_method_code FROM Customers AS T1 INNER JOIN Customer_Payment_Methods AS T2 ON T1.customer_id = T2.customer_id","SELECT T1.customer_first_name, T1.customer_middle_initial, T1.customer_last_name, T2.payment_method_code FROM Customers AS T1 INNER JOIN Customer_Payment_Methods AS T2 ON T1.customer_id = T2.customer_id"
102,64,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,"SELECT T1.invoice_status_code, T1.invoice_date, T3.shipment_date FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number = T2.invoice_number JOIN Shipments AS T3 ON T2.shipment_id = T3.shipment_id","SELECT T1.invoice_status_code, T1.invoice_date, T3.shipment_date FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number = T2.invoice_number JOIN Shipments AS T3 ON T2.shipment_id = T3.shipment_id"
103,65,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,"SELECT T1.invoice_status_code, T1.invoice_date, T2.shipment_date FROM Invoices AS T1 LEFT JOIN Shipments AS T2 ON T1.invoice_number = T2.invoice_number","SELECT T1.invoice_status_code, T1.invoice_date, T2.shipment_date FROM Invoices AS T1 LEFT JOIN Shipments AS T2 ON T1.invoice_number = T2.invoice_number"
104,68,e_commerce,e_commerce,,,False,0,True,,llama3.1-8b,"SELECT T1.order_item_status_code, T3.shipment_tracking_number FROM Order_Items AS T1 JOIN Shipment_Items AS T2 ON T1.order_item_id = T2.order_item_id JOIN Shipments AS T3 ON T2.shipment_id = T3.shipment_id","SELECT T1.order_item_status_code, T3.shipment_tracking_number FROM Order_Items AS T1 JOIN Shipment_Items AS T2 ON T1.order_item_id = T2.order_item_id JOIN Shipments AS T3 ON T2.shipment_id = T3.shipment_id"
