pos,test_idx,db_id_gold,db_id_used,broker_pick,broker_correct,re_picked,retries,exec_success,masked_sql,real_sql
13,31,soccer_3,soccer_3,soccer_3,True,False,0,True,SELECT T2.C8 FROM T2 WHERE T2.C10 > 1,SELECT player.Name FROM player WHERE player.Earnings > 1
14,36,soccer_3,soccer_3,soccer_3,True,False,0,True,SELECT COUNT(DISTINCT T2.C8) FROM T1 AS T1 JOIN T2 AS T2 ON T1.C1 = T2.C13,SELECT COUNT(DISTINCT player.Name) FROM club AS club JOIN player AS player ON club.Club_ID = player.Club_ID
15,37,soccer_3,soccer_3,soccer_3,True,False,0,True,SELECT COUNT(DISTINCT T2.C8) FROM T1 AS T1 JOIN T2 AS T2 ON T1.C1 = T2.C13,SELECT COUNT(DISTINCT player.Name) FROM club AS club JOIN player AS player ON club.Club_ID = player.Club_ID
16,78,e_commerce,customers_and_orders,customers_and_orders,False,False,0,True,SELECT COUNT(T5.C19) FROM T5,SELECT COUNT(Order_Items.order_item_id) FROM Order_Items
17,79,e_commerce,customers_and_orders,customers_and_orders,False,False,0,True,SELECT count(DISTINCT T5.C19) FROM T5,SELECT count(DISTINCT Order_Items.order_item_id) FROM Order_Items
18,80,e_commerce,customers_and_orders,customers_and_orders,False,False,0,True,SELECT COUNT(T5.C22) FROM T5,SELECT COUNT(Order_Items.order_quantity) FROM Order_Items
19,81,e_commerce,customers_and_orders,customers_and_orders,False,False,0,True,SELECT DISTINCT C22 FROM T5,SELECT DISTINCT order_quantity FROM Order_Items
20,82,e_commerce,e_commerce,e_commerce,True,False,0,True,SELECT COUNT(DISTINCT C28) FROM T5,SELECT COUNT(DISTINCT order_status_code) FROM Orders
21,83,e_commerce,e_commerce,e_commerce,True,False,0,True,SELECT COUNT(DISTINCT T2.C9) FROM T1 AS T1 INNER JOIN T5 AS T5 ON T1.C1 = T5.C27 INNER JOIN T2 AS T2 ON T5.C27 = T2.C8,SELECT COUNT(DISTINCT Customers.gender_code) FROM Products AS Products INNER JOIN Orders AS Orders ON Products.product_id = Orders.customer_id INNER JOIN Customers AS Customers ON Orders.customer_id = Customers.customer_id
22,100,e_commerce,customers_and_orders,customers_and_orders,False,False,0,True,SELECT COUNT(C19) FROM T5,SELECT COUNT(order_item_id) FROM Order_Items
23,101,e_commerce,e_commerce,e_commerce,True,False,0,True,SELECT COUNT(C26) FROM T5,SELECT COUNT(order_id) FROM Orders
24,102,e_commerce,e_commerce,e_commerce,True,False,0,True,SELECT AVG(C28) FROM T5,SELECT AVG(order_status_code) FROM Orders
25,103,e_commerce,e_commerce,e_commerce,True,False,0,True,SELECT AVG(C27) FROM T5,SELECT AVG(customer_id) FROM Orders
26,104,e_commerce,e_commerce,e_commerce,True,False,0,True,SELECT avg(C27) FROM T5,SELECT avg(customer_id) FROM Orders
27,105,e_commerce,e_commerce,e_commerce,True,False,0,True,SELECT AVG(T5.C27) FROM T5,SELECT AVG(Orders.customer_id) FROM Orders
28,123,bbc_channels,tv_shows,tv_shows,False,False,0,True,SELECT COUNT(DISTINCT C10) FROM T2,SELECT COUNT(DISTINCT RnaG_MHz) FROM radio
29,124,bbc_channels,bbc_channels,bbc_channels,True,False,0,True,SELECT T3.C11 FROM T3 ORDER BY T3.C10 DESC,SELECT program.Title FROM program ORDER BY program.Start_Year DESC
30,133,bbc_channels,bbc_channels,bbc_channels,True,False,0,True,SELECT T1.C2 FROM T1 AS T1 INNER JOIN T3 AS T3 ON T1.C1 = T3.C13 INNER JOIN T2 AS T2 ON T3.C12 = T2.C6 WHERE T2.C8 BETWEEN 30 AND 60,SELECT channel.Name FROM channel AS channel INNER JOIN program AS program ON channel.Channel_ID = program.Channel_ID INNER JOIN director AS director ON program.Director_ID = director.Director_ID WHERE director.Age BETWEEN 30 AND 60
31,136,tv_shows,tv_shows,tv_shows,True,False,0,True,SELECT count(*) FROM T5,SELECT count(*) FROM city_channel_tv_show
32,137,tv_shows,tv_shows,tv_shows,True,False,0,True,SELECT T3.C16 FROM T1 AS T1 JOIN T5 AS T5 ON T1.C1 = T5.C21 JOIN T3 AS T3 ON T5.C22 = T3.C13 WHERE T3.C14 = 'radios' ORDER BY T3.C17 ASC,SELECT tv_show.Next_show_name FROM city_channel AS city_channel JOIN city_channel_tv_show AS city_channel_tv_show ON city_channel.ID = city_channel_tv_show.City_channel_ID JOIN tv_show AS tv_show ON city_channel_tv_show.tv_show_ID = tv_show.tv_show_ID WHERE tv_show.tv_show_name = 'radios' ORDER BY tv_show.Original_Airdate ASC
33,139,tv_shows,tv_shows,tv_shows,True,False,0,True,SELECT C7 FROM T2 WHERE C10 != 'ABC',SELECT Transmitter FROM radio WHERE RnaG_MHz != 'ABC'
34,142,tv_shows,tv_shows,tv_shows,True,False,0,True,SELECT avg(C24) FROM T5 WHERE C21 IN (SELECT C1 FROM T1 WHERE C2 = 'radio'),SELECT avg(Is_free) FROM city_channel_tv_show WHERE City_channel_ID IN (SELECT ID FROM city_channel WHERE City = 'radio')
35,145,tv_shows,tv_shows,tv_shows,True,False,0,True,SELECT T3.C14 FROM T3 GROUP BY T3.C14 HAVING COUNT(T3.C14) > 3,SELECT tv_show.tv_show_name FROM tv_show GROUP BY tv_show.tv_show_name HAVING COUNT(tv_show.tv_show_name) > 3
36,153,vehicle_driver,vehicle_driver,vehicle_driver,True,False,0,True,SELECT T2.C9 FROM T1 AS T1 JOIN T3 AS T3 ON T1.C1 = T3.C13 JOIN T2 AS T2 ON T3.C12 = T2.C8 WHERE T2.C9 = 'United States',SELECT driver.Name FROM vehicle AS vehicle JOIN vehicle_driver AS vehicle_driver ON vehicle.Vehicle_ID = vehicle_driver.Vehicle_ID JOIN driver AS driver ON vehicle_driver.Driver_ID = driver.Driver_ID WHERE driver.Name = 'United States'
37,154,vehicle_driver,vehicle_driver,vehicle_driver,True,False,0,True,SELECT T2.C9 FROM T3 AS T1 JOIN T2 ON T1.C13 = T2.C8 WHERE T2.C9 = 'United States',SELECT driver.Name FROM vehicle_driver AS vehicle JOIN driver ON vehicle.Vehicle_ID = driver.Driver_ID WHERE driver.Name = 'United States'
38,167,vehicle_driver,vehicle_driver,vehicle_driver,True,False,0,True,SELECT count(*) FROM T1 WHERE C2 = 'NASCAR',SELECT count(*) FROM vehicle WHERE Model = 'NASCAR'
39,168,vehicle_driver,vehicle_driver,vehicle_driver,True,False,0,True,SELECT COUNT(*) FROM T1 WHERE C2 = 'NASCAR',SELECT COUNT(*) FROM vehicle WHERE Model = 'NASCAR'
40,169,vehicle_driver,vehicle_driver,vehicle_driver,True,False,0,True,SELECT AVG(C5) FROM T1,SELECT AVG(Power) FROM vehicle
41,170,vehicle_driver,vehicle_driver,vehicle_driver,True,False,0,True,SELECT AVG(C5) FROM T1,SELECT AVG(Power) FROM vehicle
42,185,vehicle_driver,vehicle_driver,vehicle_driver,True,False,0,True,SELECT C2 FROM T1 ORDER BY C2 ASC,SELECT Model FROM vehicle ORDER BY Model ASC
43,186,vehicle_driver,vehicle_driver,vehicle_driver,True,False,0,True,SELECT T2.C9 FROM T3 AS T1 JOIN T2 ON T1.C13 = T2.C8,SELECT driver.Name FROM vehicle_driver AS vehicle JOIN driver ON vehicle.Vehicle_ID = driver.Driver_ID
44,193,online_exams,online_exams,online_exams,True,False,0,True,SELECT count(*) FROM T6,SELECT count(*) FROM Student_Answers
45,194,online_exams,online_exams,online_exams,True,False,0,True,SELECT COUNT(*) FROM T6,SELECT COUNT(*) FROM Student_Answers
46,195,online_exams,online_exams,online_exams,True,False,0,True,SELECT DISTINCT C22 FROM T6,SELECT DISTINCT Student_Answer_ID FROM Student_Answers
47,196,online_exams,online_exams,online_exams,True,False,0,True,SELECT DISTINCT C2 FROM T1,SELECT DISTINCT First_Name FROM Students
48,203,online_exams,online_exams,online_exams,True,False,0,True,SELECT DISTINCT T3.C14 FROM T3 INNER JOIN T4 ON T3.C13 = T4.C17 INNER JOIN T2 ON T4.C18 = T2.C10 WHERE T2.C11 = 'Normal',SELECT DISTINCT Exams.Subject_Code FROM Exams INNER JOIN Questions_in_Exams ON Exams.Exam_ID = Questions_in_Exams.Exam_ID INNER JOIN Questions ON Questions_in_Exams.Question_ID = Questions.Question_ID WHERE Questions.Type_of_Question_Code = 'Normal'
49,204,online_exams,online_exams,online_exams,True,False,0,True,SELECT DISTINCT T6.C27 FROM T6 JOIN T4 ON T6.C23 = T4.C17 JOIN T3 ON T4.C17 = T3.C13 WHERE T3.C16 = 'Normal',SELECT DISTINCT Student_Answers.Comments FROM Student_Answers JOIN Questions_in_Exams ON Student_Answers.Exam_ID = Questions_in_Exams.Exam_ID JOIN Exams ON Questions_in_Exams.Exam_ID = Exams.Exam_ID WHERE Exams.Exam_Name = 'Normal'
50,205,online_exams,online_exams,online_exams,True,False,0,True,SELECT count(DISTINCT T6.C27) FROM T6,SELECT count(DISTINCT Student_Answers.Comments) FROM Student_Answers
51,206,online_exams,online_exams,online_exams,True,False,0,True,SELECT COUNT(DISTINCT C28) FROM T6,SELECT COUNT(DISTINCT Satisfactory_YN) FROM Student_Answers
52,219,online_exams,cre_Students_Information_Systems,cre_Students_Information_Systems,False,False,0,True,"SELECT T1.C2 FROM T1 WHERE T1.C3 != ""M""","SELECT Students.bio_data FROM Students WHERE Students.student_details != ""M"""
53,220,online_exams,cre_Students_Information_Systems,cre_Students_Information_Systems,False,False,0,True,SELECT T1.C2 FROM T1 INNER JOIN T2 ON T1.C1 = T2.C5 WHERE T2.C7 != 'M',SELECT Students.bio_data FROM Students INNER JOIN Transcripts ON Students.student_id = Transcripts.student_id WHERE Transcripts.transcript_details != 'M'
54,229,online_exams,online_exams,online_exams,True,False,0,True,SELECT T7.C30 FROM T7 JOIN T5 ON T7.C31 = T5.C19 JOIN T2 ON T5.C20 = T2.C10 GROUP BY T7.C30 HAVING COUNT(T7.C30) >= 3,SELECT Student_Assessments.Student_Answer_ID FROM Student_Assessments JOIN Valid_Answers ON Student_Assessments.Valid_Answer_ID = Valid_Answers.Valid_Answer_ID JOIN Questions ON Valid_Answers.Question_ID = Questions.Question_ID GROUP BY Student_Assessments.Student_Answer_ID HAVING COUNT(Student_Assessments.Student_Answer_ID) >= 3
55,230,online_exams,online_exams,online_exams,True,False,0,True,SELECT T7.C30 FROM T7 JOIN T5 ON T7.C31 = T5.C19 GROUP BY T7.C30 HAVING COUNT(T7.C30) >= 3,SELECT Student_Assessments.Student_Answer_ID FROM Student_Assessments JOIN Valid_Answers ON Student_Assessments.Valid_Answer_ID = Valid_Answers.Valid_Answer_ID GROUP BY Student_Assessments.Student_Answer_ID HAVING COUNT(Student_Assessments.Student_Answer_ID) >= 3
56,231,online_exams,cre_Students_Information_Systems,cre_Students_Information_Systems,False,False,0,True,"SELECT T1.C1 , T1.C2 , T1.C3 FROM T1","SELECT Students.student_id , Students.bio_data , Students.student_details FROM Students"
