pos,test_idx,db_id_gold,db_id_used,broker_pick,broker_correct,re_picked,retries,exec_success,difficulty,model_used,masked_sql,real_sql
10,28,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 GROUP BY T1.DESCRIPTIVE_ATTRIBUTE_2 HAVING count(DISTINCT T2.IDENTIFIER_PRIMARY_7) > 1,SELECT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID GROUP BY club.Name HAVING count(DISTINCT player.Player_ID) > 1
11,29,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DESCRIPTIVE_ATTRIBUTE_8 FROM T2 GROUP BY DESCRIPTIVE_ATTRIBUTE_8 HAVING COUNT(DISTINCT IDENTIFIER_REFERENCE_13) > 1,SELECT Name FROM player GROUP BY Name HAVING COUNT(DISTINCT Club_ID) > 1
12,30,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 GROUP BY T1.IDENTIFIER_PRIMARY_1, T1.DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(T2.IDENTIFIER_PRIMARY_7) > 1","SELECT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID GROUP BY club.Club_ID, club.Name HAVING COUNT(player.Player_ID) > 1"
13,31,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 GROUP BY T1.DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(T2.IDENTIFIER_PRIMARY_7) > 1,SELECT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID GROUP BY club.Name HAVING COUNT(player.Player_ID) > 1
14,36,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT DESCRIPTIVE_ATTRIBUTE_2) FROM T1,SELECT COUNT(DISTINCT Name) FROM club
15,37,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT DESCRIPTIVE_ATTRIBUTE_8) FROM T2,SELECT COUNT(DISTINCT Name) FROM player
16,78,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T1.IDENTIFIER_PRIMARY_1) FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_8 JOIN T3 ON T2.IDENTIFIER_PRIMARY_7 = T3.IDENTIFIER_REFERENCE_13,SELECT COUNT(DISTINCT Customers.customer_id) FROM Customers JOIN Orders ON Customers.customer_id = Orders.customer_id JOIN Order_Items ON Orders.order_id = Order_Items.order_id
17,79,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT IDENTIFIER_REFERENCE_10) FROM T3,SELECT COUNT(DISTINCT customer_id) FROM Orders
18,80,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT MEASUREMENT_VALUE_12) FROM T3,SELECT COUNT(DISTINCT shipment_tracking_number) FROM Shipments
19,81,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT DESCRIPTIVE_ATTRIBUTE_8) FROM T2 JOIN T4 ON T2.IDENTIFIER_PRIMARY_5 = T4.IDENTIFIER_REFERENCE_15,SELECT COUNT(DISTINCT order_item_status_code) FROM Order_Items JOIN Shipment_Items ON Order_Items.order_item_id = Shipment_Items.order_item_id
20,82,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT TEXT_FIELD_2) FROM T1,SELECT COUNT(DISTINCT payment_method_code) FROM Customer_Payment_Methods
21,83,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT TEXT_FIELD_8) FROM T2,SELECT COUNT(DISTINCT payment_method_code) FROM Customer_Payment_Methods
22,100,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(*) FROM T4,SELECT COUNT(*) FROM Shipment_Items
23,101,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT IDENTIFIER_REFERENCE_8) FROM T2,SELECT COUNT(DISTINCT order_id) FROM Shipments
24,102,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(CURRENCY_AMOUNT_4) FROM T1,SELECT AVG(product_price) FROM Products
25,103,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(CURRENCY_AMOUNT_4) FROM T1,SELECT AVG(product_price) FROM Products
26,104,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(CURRENCY_AMOUNT_4) FROM T1,SELECT AVG(product_price) FROM Products
27,105,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(CURRENCY_AMOUNT_4) FROM T1,SELECT AVG(product_price) FROM Products
28,123,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT IDENTIFIER_PRIMARY_6) FROM T2,SELECT COUNT(DISTINCT Director_ID) FROM director
29,124,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_13 ORDER BY T3.CHRONOLOGICAL_MARKER_10 DESC,SELECT DISTINCT channel.Name FROM channel JOIN program ON channel.Channel_ID = program.Channel_ID ORDER BY program.Start_Year DESC
30,133,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DESCRIPTIVE_ATTRIBUTE_7 FROM T2 WHERE MEASUREMENT_VALUE_8 BETWEEN 30 AND 60,SELECT Name FROM director WHERE Age BETWEEN 30 AND 60
31,136,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT count(*) FROM T1,SELECT count(*) FROM radio
32,137,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.TEXT_FIELD_2 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_8 ORDER BY T2.DESCRIPTIVE_ATTRIBUTE_9 ASC,SELECT radio.Transmitter FROM radio JOIN city_channel_radio ON radio.Radio_ID = city_channel_radio.Radio_ID ORDER BY city_channel_radio.Is_online ASC
33,139,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT TEXT_FIELD_7 FROM T2 WHERE TEXT_FIELD_11 != 'ABC',SELECT Transmitter FROM radio WHERE Lyric_FM_MHz != 'ABC'
34,142,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(CAST(DESCRIPTIVE_ATTRIBUTE_9 AS REAL)) FROM T2,SELECT AVG(CAST(Is_online AS REAL)) FROM city_channel_radio
35,145,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DESCRIPTIVE_ATTRIBUTE_2 FROM T1 GROUP BY DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(DISTINCT IDENTIFIER_PRIMARY_1) > 3,SELECT City FROM city_channel GROUP BY City HAVING COUNT(DISTINCT ID) > 3
36,153,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T2 JOIN T3 ON T2.IDENTIFIER_PRIMARY_8 = T3.IDENTIFIER_PRIMARY_12 JOIN T1 ON T3.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1 WHERE T1.TEXT_FIELD_6 = 'United States',SELECT driver.Name FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID JOIN vehicle ON vehicle_driver.Vehicle_ID = vehicle.Vehicle_ID WHERE vehicle.Builder = 'United States'
37,154,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T2 JOIN T3 ON T2.IDENTIFIER_PRIMARY_8 = T3.IDENTIFIER_PRIMARY_12 JOIN T1 ON T3.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1 WHERE T1.TEXT_FIELD_6 = 'United States',SELECT driver.Name FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID JOIN vehicle ON vehicle_driver.Vehicle_ID = vehicle.Vehicle_ID WHERE vehicle.Builder = 'United States'
38,167,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T3.IDENTIFIER_PRIMARY_12) FROM T1 JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_13 JOIN T2 ON T3.IDENTIFIER_PRIMARY_12 = T2.IDENTIFIER_PRIMARY_8 WHERE T1.TEXT_FIELD_2 = 'NASCAR',SELECT COUNT(DISTINCT vehicle_driver.Driver_ID) FROM vehicle JOIN vehicle_driver ON vehicle.Vehicle_ID = vehicle_driver.Vehicle_ID JOIN driver ON vehicle_driver.Driver_ID = driver.Driver_ID WHERE vehicle.Model = 'NASCAR'
39,168,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T2.IDENTIFIER_PRIMARY_8) FROM T2 JOIN T3 ON T2.IDENTIFIER_PRIMARY_8 = T3.IDENTIFIER_PRIMARY_12 JOIN T1 ON T3.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1 WHERE T1.TEXT_FIELD_6 = 'NASCAR',SELECT COUNT(DISTINCT driver.Driver_ID) FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID JOIN vehicle ON vehicle_driver.Vehicle_ID = vehicle.Vehicle_ID WHERE vehicle.Builder = 'NASCAR'
40,169,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(NUMERIC_FIELD_5) FROM T1,SELECT AVG(Power) FROM vehicle
41,170,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(NUMERIC_FIELD_5) FROM T1,SELECT AVG(Power) FROM vehicle
42,185,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT TEXT_FIELD_10 FROM T2 ORDER BY TEXT_FIELD_10 ASC,SELECT Citizenship FROM driver ORDER BY Citizenship ASC
43,186,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DESCRIPTIVE_ATTRIBUTE_9 FROM T2 ORDER BY DESCRIPTIVE_ATTRIBUTE_9 ASC,SELECT Name FROM driver ORDER BY Name ASC
44,193,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT count(*) FROM T2,SELECT count(*) FROM Questions_in_Exams
45,194,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT count(*) FROM T1,SELECT count(*) FROM Exams
46,195,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT TEXT_FIELD_2 FROM T1 ORDER BY TEXT_FIELD_2 ASC,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC
47,196,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT TEXT_FIELD_2 FROM T1 ORDER BY TEXT_FIELD_2 ASC,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC
48,203,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DISTINCT T5.TEXT_FIELD_17 FROM T5 JOIN T3 ON T5.IDENTIFIER_REFERENCE_16 = T3.IDENTIFIER_PRIMARY_6 JOIN T4 ON T4.IDENTIFIER_REFERENCE_10 = T3.IDENTIFIER_REFERENCE_7 WHERE T4.TEXT_FIELD_14 = ""Normal""","SELECT DISTINCT Student_Assessments.Student_Answer_Text FROM Student_Assessments JOIN Valid_Answers ON Student_Assessments.Valid_Answer_ID = Valid_Answers.Valid_Answer_ID JOIN Student_Answers ON Student_Answers.Exam_ID = Valid_Answers.Question_ID WHERE Student_Answers.Student_Answer_Text = ""Normal"""
49,204,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT T4.TEXT_FIELD_14 FROM T4 JOIN T5 ON T5.IDENTIFIER_REFERENCE_16 = T4.IDENTIFIER_REFERENCE_10 WHERE T5.TEXT_FIELD_17 = 'Normal',SELECT DISTINCT Student_Answers.Student_Answer_Text FROM Student_Answers JOIN Student_Assessments ON Student_Assessments.Valid_Answer_ID = Student_Answers.Exam_ID WHERE Student_Assessments.Student_Answer_Text = 'Normal'
50,205,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT TEXT_FIELD_12) FROM T2,SELECT COUNT(DISTINCT Student_Answer_Text) FROM Student_Answers
51,206,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT TEXT_FIELD_24) FROM T6,SELECT COUNT(DISTINCT Satisfactory_YN) FROM Student_Assessments
52,219,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DESCRIPTIVE_ATTRIBUTE_3 FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_5 != ""M""","SELECT Middle_Name FROM Students WHERE Gender_MFU != ""M"""
53,220,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DESCRIPTIVE_ATTRIBUTE_3 FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 != ""M""","SELECT Middle_Name FROM Students WHERE First_Name != ""M"""
54,229,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_5 GROUP BY T1.DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(*) >= 3,SELECT Questions.Type_of_Question_Code FROM Questions JOIN Questions_in_Exams ON Questions.Question_ID = Questions_in_Exams.Question_ID GROUP BY Questions.Type_of_Question_Code HAVING COUNT(*) >= 3
55,230,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.IDENTIFIER_PRIMARY_1 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_5 GROUP BY T1.IDENTIFIER_PRIMARY_1 HAVING COUNT(T2.IDENTIFIER_PRIMARY_4) >= 3,SELECT Questions.Question_ID FROM Questions JOIN Questions_in_Exams ON Questions.Question_ID = Questions_in_Exams.Question_ID GROUP BY Questions.Question_ID HAVING COUNT(Questions_in_Exams.Exam_ID) >= 3
56,231,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT * FROM T1,SELECT * FROM Students
57,232,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.* FROM T1,SELECT Students.* FROM Students
58,233,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(*) FROM T1,SELECT COUNT(*) FROM Addresses
59,234,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(*) FROM T2,SELECT COUNT(*) FROM Customers
60,237,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(*) FROM T1,SELECT COUNT(*) FROM Products
61,238,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(*) FROM T1,SELECT COUNT(*) FROM Products
62,241,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT CURRENCY_AMOUNT_4 FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = 'Monitor',SELECT product_price FROM Products WHERE product_type_code = 'Monitor'
63,242,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT CURRENCY_AMOUNT_4 FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = 'Monitor',SELECT product_price FROM Products WHERE product_type_code = 'Monitor'
64,245,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(CURRENCY_AMOUNT_4) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = 'Clothes',SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes'
65,246,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT AVG(CURRENCY_AMOUNT_4) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = 'Clothes',SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes'
66,247,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT COUNT(*) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = ""hardware type""","SELECT COUNT(*) FROM Products WHERE product_type_code = ""hardware type"""
67,248,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(*) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = 'Hardware',SELECT COUNT(*) FROM Products WHERE product_type_code = 'Hardware'
68,257,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DESCRIPTIVE_ATTRIBUTE_2 FROM T1 ORDER BY CURRENCY_AMOUNT_4 DESC,SELECT product_type_code FROM Products ORDER BY product_price DESC
69,258,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DESCRIPTIVE_ATTRIBUTE_2 FROM T1 ORDER BY CURRENCY_AMOUNT_4 DESC,SELECT product_type_code FROM Products ORDER BY product_price DESC
70,265,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DESCRIPTIVE_ATTRIBUTE_2 FROM T1 GROUP BY DESCRIPTIVE_ATTRIBUTE_2 HAVING count(*) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING count(*) >= 2
71,266,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DESCRIPTIVE_ATTRIBUTE_2 FROM T1 GROUP BY DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(*) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(*) >= 2
72,269,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT IDENTIFIER_PRIMARY_1) FROM T1,SELECT COUNT(DISTINCT customer_id) FROM Customers
73,270,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(IDENTIFIER_PRIMARY_1) FROM T1,SELECT COUNT(customer_id) FROM Customers
74,283,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT DESCRIPTIVE_ATTRIBUTE_4 FROM T1,SELECT DISTINCT customer_name FROM Customers
75,284,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT DESCRIPTIVE_ATTRIBUTE_6 FROM T1,SELECT DISTINCT customer_phone FROM Customers
76,289,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(*) FROM T2,SELECT COUNT(*) FROM Customer_Orders
77,290,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(*) FROM T2,SELECT COUNT(*) FROM Customer_Orders
78,309,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T2.IDENTIFIER_REFERENCE_8) FROM T2 JOIN T3 ON T2.IDENTIFIER_PRIMARY_7 = T3.IDENTIFIER_REFERENCE_12,SELECT COUNT(DISTINCT Customer_Orders.customer_id) FROM Customer_Orders JOIN Order_Items ON Customer_Orders.order_id = Order_Items.order_id
79,310,customers_and_orders,customers_and_orders,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T2.IDENTIFIER_REFERENCE_8) FROM T2 JOIN T3 ON T2.IDENTIFIER_PRIMARY_7 = T3.IDENTIFIER_REFERENCE_12,SELECT COUNT(DISTINCT Customer_Orders.customer_id) FROM Customer_Orders JOIN Order_Items ON Customer_Orders.order_id = Order_Items.order_id
80,4,soccer_3,soccer_3,,,False,1,True,,claude-haiku-4-5-20251001,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, T2.DESCRIPTIVE_ATTRIBUTE_8, T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13","SELECT club.Name, player.Name, player.Country FROM club JOIN player ON club.Club_ID = player.Club_ID"
81,5,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, T2.DESCRIPTIVE_ATTRIBUTE_8, T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13","SELECT club.Name, player.Name, player.Country FROM club JOIN player ON club.Club_ID = player.Club_ID"
82,10,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T2.DESCRIPTIVE_ATTRIBUTE_8 FROM T2 ORDER BY T2.MEASUREMENT_VALUE_11 DESC LIMIT 1,SELECT player.Name FROM player ORDER BY player.Events_number DESC LIMIT 1
83,11,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DESCRIPTIVE_ATTRIBUTE_8 FROM T2 WHERE MEASUREMENT_VALUE_11 = (SELECT MAX(MEASUREMENT_VALUE_11) FROM T2),SELECT Name FROM player WHERE Events_number = (SELECT MAX(Events_number) FROM player)
84,16,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, T2.DESCRIPTIVE_ATTRIBUTE_8 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13","SELECT club.Name, player.Name FROM club JOIN player ON club.Club_ID = player.Club_ID"
85,17,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T2.DESCRIPTIVE_ATTRIBUTE_8, T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T2 JOIN T1 ON T2.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1","SELECT player.Name, club.Name FROM player JOIN club ON player.Club_ID = club.Club_ID"
86,18,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 WHERE T2.MEASUREMENT_VALUE_11 > 2,SELECT DISTINCT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID WHERE player.Events_number > 2
