pos,test_idx,difficulty,category,exec_success_runtime,pred_sql,gold_sql
26,104,,wrong_table,True,SELECT avg(product_price) FROM Products,SELECT avg(T1.product_price) FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id
27,105,,wrong_table,True,SELECT Products.product_price FROM Products,SELECT avg(T1.product_price) FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id
28,123,,wrong_column,True,SELECT COUNT(DISTINCT Internet) FROM channel,SELECT count(DISTINCT Digital_terrestrial_channel) FROM channel
29,124,,exec_runtime_error,False,SELECT program.DESCRIPITIVE_ATTRIBUTE_11 FROM program INNER JOIN channel ON program.Channel_ID = channel.Channel_ID ORDER BY program.Start_Year DESC,SELECT title FROM program ORDER BY start_year DESC
30,133,,wrong_column,True,SELECT channel.Name FROM channel INNER JOIN director_admin ON channel.Channel_ID = director_admin.Channel_ID INNER JOIN director ON director_admin.Director_ID = director.Director_ID WHERE director.Age,SELECT name FROM director WHERE age BETWEEN 30 AND 60
31,136,,wrong_column,True,SELECT count(*) FROM radio WHERE Radio_MHz = 'radios',SELECT count(*) FROM radio
32,137,,wrong_column,True,SELECT radio.Transmitter FROM radio AS city_channel_radio JOIN radio AS radio ON city_channel_radio.Radio_ID = radio.Radio_ID WHERE radio.Radio_MHz = 'radios' ORDER BY radio.ERP_kW ASC,select transmitter from radio order by erp_kw asc
33,139,,wrong_column,True,SELECT radio.Transmitter FROM radio INNER JOIN city_channel_radio ON radio.Radio_ID = city_channel_radio.Radio_ID INNER JOIN city_channel ON city_channel_radio.City_channel_ID = city_channel.ID WHERE ,"SELECT Station_name FROM city_channel WHERE Affiliation != ""ABC"""
34,142,,wrong_column,True,SELECT avg(ERP_kW) FROM radio WHERE Radio_MHz = 'radios',SELECT avg(ERP_kW) FROM radio
35,145,,exec_runtime_error,False,SELECT city_channel.DESCRIPITIVE_ATTRIBUTE_5 FROM city_channel JOIN city_channel_radio ON city_channel_radio.City_channel_ID = city_channel.ID JOIN city_channel_tv_show ON city_channel_tv_show.City_ch,SELECT Affiliation FROM city_channel GROUP BY Affiliation HAVING COUNT(*)  >  3
36,153,,wrong_column,True,SELECT driver.Name FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID WHERE driver.Citizenship = 'United States',SELECT name FROM driver WHERE citizenship  =  'United States'
37,154,,wrong_column,True,SELECT driver.Name FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID JOIN vehicle ON vehicle_driver.Vehicle_ID = vehicle.Vehicle_ID WHERE vehicle.Model = 'United States',SELECT name FROM driver WHERE citizenship  =  'United States'
38,167,,wrong_column,True,SELECT COUNT(vehicle_driver.Driver_ID) FROM vehicle_driver JOIN driver ON vehicle_driver.Driver_ID = driver.Driver_ID WHERE driver.Name = 'NASCAR',SELECT count(*) FROM driver WHERE Racing_Series  =  'NASCAR'
39,168,,wrong_column,True,SELECT COUNT(driver.Name) FROM driver INNER JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID WHERE driver.Racing_Series = 'NASCAR',SELECT count(*) FROM driver WHERE Racing_Series  =  'NASCAR'
40,169,,other,True,SELECT AVG(vehicle.Top_Speed) FROM vehicle,SELECT avg(top_speed) FROM vehicle
41,170,,other,True,SELECT AVG(vehicle.Top_Speed) FROM vehicle,SELECT avg(top_speed) FROM vehicle
42,185,,wrong_column,True,SELECT driver.Name FROM vehicle_driver AS vehicle JOIN driver ON vehicle.Vehicle_ID = vehicle.Vehicle_ID ORDER BY driver.Name,SELECT name FROM driver ORDER BY name
43,186,,missing_clause,True,SELECT driver.Name FROM driver JOIN vehicle_driver ON vehicle_driver.Driver_ID = driver.Driver_ID,SELECT name FROM driver ORDER BY name
44,193,,wrong_column,True,SELECT count(*) FROM Exams WHERE Exam_Name = 'exams',SELECT count(*) FROM Exams
45,194,,wrong_column,True,SELECT count(*) FROM Exams WHERE Exam_Name = 'exams',SELECT count(*) FROM Exams
46,195,,other,True,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC,select distinct subject_code from exams order by subject_code asc
47,196,,other,True,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code
48,203,,wrong_table,True,"SELECT DISTINCT Student_Assessments.Student_Answer_Text FROM Student_Assessments WHERE Student_Assessments.Satisfactory_YN = ""Normal""","SELECT DISTINCT Student_Answer_Text FROM Student_Answers WHERE Comments  =  ""Normal"""
49,204,,wrong_column,True,SELECT DISTINCT Student_Assessments.Student_Answer_Text FROM Student_Assessments JOIN Student_Answers ON Student_Assessments.Valid_Answer_ID = Student_Answers.Question_ID JOIN Questions_in_Exams ON St,"SELECT DISTINCT Student_Answer_Text FROM Student_Answers WHERE Comments  =  ""Normal"""
50,205,,wrong_column,True,SELECT COUNT(DISTINCT Student_Answers.Comments) FROM Student_Answers JOIN Students ON Student_Answers.Student_ID = Students.Student_ID,SELECT count(DISTINCT Comments) FROM Student_Answers
51,206,,wrong_column,True,SELECT COUNT(DISTINCT Student_Answers.Comments) FROM Student_Answers INNER JOIN Questions_in_Exams ON Student_Answers.Question_ID = Questions_in_Exams.Exam_ID INNER JOIN Questions ON Questions_in_Exam,SELECT count(DISTINCT Comments) FROM Student_Answers
52,219,,exec_runtime_error,False,"SELECT Students.DESCRIPITIVE_ATTRIBUTE_2 FROM Students WHERE Students.DESCRIPITIVE_ATTRIBUTE_4 != ""M""","SELECT Last_Name FROM Students WHERE Gender_MFU != ""M"""
53,220,,exec_runtime_error,False,SELECT Student_Assessments.Student_Answer_Text FROM Students AS Students INNER JOIN Student_Assessments ON Students.Student_ID = Student_Assessments.Valid_Answer_ID WHERE Students.DESCRIPITIVE_ATTRIBU,"SELECT Last_Name FROM Students WHERE Gender_MFU != ""M"""
54,229,,wrong_column,True,SELECT Questions.Type_of_Question_Code FROM Questions AS Questions JOIN Questions_in_Exams AS Questions_in_Exams ON Questions_in_Exams.Question_ID = Questions.Question_ID GROUP BY Questions.Type_of_Qu,SELECT Type_of_Question_Code FROM Questions GROUP BY Type_of_Question_Code HAVING count(*)  >=  3
55,230,,wrong_column,True,SELECT Questions.Type_of_Question_Code FROM Questions AS Questions JOIN Questions_in_Exams AS Questions_in_Exams ON Questions_in_Exams.Question_ID = Questions.Question_ID GROUP BY Questions.Type_of_Qu,SELECT Type_of_Question_Code FROM Questions GROUP BY Type_of_Question_Code HAVING count(*)  >=  3
56,231,,exec_runtime_error,False,"SELECT Students.Student_ID , Students.DESCRIPITIVE_ATTRIBUTE_2 , Students.DESCRIPITIVE_ATTRIBUTE_3 , Students.DESCRIPITIVE_ATTRIBUTE_4 , Students.DESCRIPITIVE_ATTRIBUTE_5 , Students.DESCRIPITIVE_ATTRI",SELECT * FROM Students
57,232,,wrong_column,True,"SELECT Students.First_Name, Students.Middle_Name, Students.Last_Name, Students.Gender_MFU, Students.Student_Address, Student_Answers.Date_of_Answer, Student_Answers.Student_Answer_Text FROM Students J",SELECT * FROM Students
58,233,,wrong_column,True,SELECT COUNT(Addresses.address_id) FROM Addresses,SELECT count(*) FROM Addresses
59,234,,wrong_column,True,SELECT COUNT(address_id) FROM Addresses,SELECT count(*) FROM Addresses
60,237,,wrong_column,True,SELECT COUNT(product_name) FROM Products,SELECT count(*) FROM Products
61,238,,other,True,SELECT COUNT(*) FROM Products,SELECT count(*) FROM Products
62,241,,other,True,SELECT product_price FROM Products WHERE product_name = 'Monitor',"SELECT product_price FROM Products WHERE product_name  =  ""Monitor"""
63,242,,other,True,SELECT product_price FROM Products WHERE product_name = 'Monitor',"SELECT product_price FROM Products WHERE product_name  =  ""Monitor"""
64,245,,other,True,"SELECT avg(product_price) FROM Products WHERE product_type_code = ""Clothes""","SELECT avg(product_price) FROM Products WHERE product_type_code  =  ""Clothes"""
65,246,,other,True,SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes',"SELECT avg(product_price) FROM Products WHERE product_type_code  =  ""Clothes"""
66,247,,wrong_column,True,"SELECT COUNT(*) FROM Products WHERE product_name = ""hardware type""","SELECT count(*) FROM Products WHERE product_type_code  =  ""Hardware"""
67,248,,other,True,"SELECT COUNT(*) FROM Products WHERE product_type_code = ""Hardware""","SELECT count(*) FROM Products WHERE product_type_code  =  ""Hardware"""
68,257,,exec_runtime_error,False,SELECT Products.DESCRIPITIVE_ATTRIBUTE_2 FROM Products INNER JOIN Order_Items ON Order_Items.product_id = Products.product_id ORDER BY Products.product_price DESC,SELECT product_name FROM Products ORDER BY product_price DESC
69,258,,other,True,SELECT product_name FROM Products ORDER BY product_price DESC,SELECT product_name FROM Products ORDER BY product_price DESC
70,265,,wrong_column,True,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(product_name) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING count(*)  >=  2
71,266,,wrong_column,True,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(product_name) > 1,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING count(*)  >=  2
72,269,,extra_clause,True,SELECT COUNT(DISTINCT customer_phone) FROM Customers,SELECT count(*) FROM Customers
73,270,,extra_clause,True,SELECT COUNT(DISTINCT customer_phone) FROM Customers,SELECT count(*) FROM Customers
74,283,,wrong_column,True,SELECT DISTINCT customer_phone FROM Customers,SELECT DISTINCT payment_method_code FROM Customers
75,284,,missing_clause,True,SELECT customer_phone FROM Customers,SELECT DISTINCT payment_method_code FROM Customers
76,289,,wrong_column,True,SELECT COUNT(Customer_Orders.order_id) FROM Customer_Orders WHERE Customer_Orders.customer_id IS NOT NULL,SELECT count(*) FROM Customer_orders
77,290,,wrong_column,True,SELECT COUNT(Customer_Orders.order_id) FROM Customer_Orders JOIN Customers ON Customer_Orders.customer_id = Customers.customer_id,SELECT count(*) FROM Customer_orders
78,309,,wrong_table,True,SELECT COUNT(Customers.customer_phone) FROM Customers AS Customers JOIN Order_Items AS Customer_Orders ON Customers.customer_id = Customer_Orders.order_id WHERE Customer_Orders.order_quantity IS NOT N,SELECT count(DISTINCT customer_id) FROM Customer_orders
79,310,,exec_runtime_error,False,SELECT COUNT(DISTINCT Customers.DESCRIPITIVE_ATTRIBUTE_5) FROM Customers AS Customers INNER JOIN Customer_Orders AS Customer_Orders ON Customers.customer_id = Customer_Orders.customer_id INNER JOIN Or,SELECT count(DISTINCT customer_id) FROM Customer_orders
80,4,,other,True,"SELECT club.Manager, club.Captain FROM club","SELECT Manager ,  Captain FROM club"
81,5,,other,True,"SELECT club.Manager, club.Captain FROM club","SELECT Manager ,  Captain FROM club"
82,10,,wrong_column,True,SELECT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID ORDER BY player.Earnings DESC LIMIT 1,SELECT Name FROM player ORDER BY Earnings DESC LIMIT 1
83,11,,wrong_column,True,SELECT club.Name FROM club INNER JOIN player ON club.Club_ID = player.Club_ID ORDER BY player.Earnings DESC LIMIT 1,SELECT Name FROM player ORDER BY Earnings DESC LIMIT 1
84,16,,wrong_column,True,"SELECT club.Name , player.Name FROM player AS club JOIN club AS player ON player.Club_ID = club.Club_ID","SELECT T2.Name ,  T1.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID"
85,17,,wrong_column,True,"SELECT player.Name, club.Name FROM player INNER JOIN club ON player.Club_ID = club.Club_ID","SELECT T2.Name ,  T1.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID"
86,18,,wrong_column,True,SELECT club.Name FROM club INNER JOIN player ON club.Club_ID = player.Club_ID WHERE player.Wins_count > 2,SELECT T1.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID WHERE T2.Wins_count  >  2
87,19,,wrong_column,True,SELECT club.Name FROM club AS club JOIN player AS player ON player.Club_ID = club.Club_ID WHERE player.Events_number > 2,SELECT T1.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID WHERE T2.Wins_count  >  2
88,20,,wrong_column,True,"SELECT player.Country FROM player WHERE player.Name = (SELECT club.Captain FROM club WHERE club.Manager = ""Sam Allardyce"")","SELECT T2.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID WHERE T1.Manager  =  ""Sam Allardyce"""
89,21,,wrong_column,True,"SELECT club.Name FROM club AS club JOIN player AS player ON player.Club_ID = club.Club_ID WHERE club.Captain = ""Sam Allardyce""","SELECT T2.Name FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID WHERE T1.Manager  =  ""Sam Allardyce"""
90,24,,wrong_column,True,"SELECT club.Manufacturer , count(*) FROM club JOIN player ON club.Club_ID = player.Club_ID GROUP BY club.Manufacturer","SELECT Manufacturer ,  COUNT(*) FROM club GROUP BY Manufacturer"
91,25,,wrong_column,True,"SELECT club.Manufacturer, COUNT(club.Club_ID) FROM club GROUP BY club.Manufacturer","SELECT Manufacturer ,  COUNT(*) FROM club GROUP BY Manufacturer"
92,38,,other,True,"SELECT player.Earnings FROM player WHERE player.Country = ""Australia"" OR player.Country = ""Zimbabwe""","SELECT Earnings FROM player WHERE Country  =  ""Australia"" OR Country  =  ""Zimbabwe"""
93,39,,exec_runtime_error,False,"SELECT player.Earnings FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Country = ""Australia"" OR club.Country = ""Zimbabwe""","SELECT Earnings FROM player WHERE Country  =  ""Australia"" OR Country  =  ""Zimbabwe"""
94,42,,wrong_column,True,"SELECT Products.product_id , Products.product_name , COUNT(Orders.order_status_code) FROM Products JOIN Order_Items ON Products.product_id = Order_Items.product_id JOIN Orders ON Order_Items.order_id ","SELECT T1.order_id ,  T1.order_status_code ,  count(*) FROM Orders AS T1 JOIN Order_items AS T2 ON T1.order_id  =  T2.order_id GROUP BY T1.order_id"
95,43,,wrong_table,True,"SELECT Products.product_name, COUNT(Products.product_name) AS count, Invoices.invoice_status_code, Products.product_id FROM Products JOIN Orders ON Products.product_id = Orders.customer_id JOIN Invoic","SELECT T1.order_id ,  T1.order_status_code ,  count(*) FROM Orders AS T1 JOIN Order_items AS T2 ON T1.order_id  =  T2.order_id GROUP BY T1.order_id"
96,50,,wrong_column,True,"SELECT Orders.order_id , Orders.date_order_placed FROM Orders JOIN Order_Items ON Orders.order_id = Order_Items.order_id WHERE Order_Items.product_id IN (SELECT product_id FROM Products GROUP BY produ","SELECT T1.order_id ,  T1.date_order_placed FROM Orders AS T1 JOIN Order_items AS T2 ON T1.order_id  =  T2.order_id GROUP BY T1.order_id HAVING count(*)  >=  2"
97,51,,wrong_table,True,"SELECT Orders.order_id , Invoices.invoice_date FROM Orders JOIN Shipments ON Orders.order_id = Shipments.order_id JOIN Invoices ON Shipments.invoice_number = Invoices.invoice_number GROUP BY Orders.or","SELECT T1.order_id ,  T1.date_order_placed FROM Orders AS T1 JOIN Order_items AS T2 ON T1.order_id  =  T2.order_id GROUP BY T1.order_id HAVING count(*)  >=  2"
98,60,,exec_runtime_error,False,"SELECT Customers.DESCRIPITIVE_ATTRIBUTE_2 , count(Orders.order_id) FROM Customers JOIN Orders ON Customers.customer_id = Orders.customer_id GROUP BY Customers.DESCRIPITIVE_ATTRIBUTE_2","SELECT T1.gender_code ,  count(*) FROM Customers AS T1 JOIN Orders AS T2 ON T1.customer_id  =  T2.customer_id GROUP BY T1.gender_code"
99,61,,wrong_table,True,"SELECT Orders.order_status_code, count(*) FROM Order_Items AS Order_Items JOIN Orders AS Orders ON Order_Items.order_id = Orders.order_id GROUP BY Orders.order_status_code","SELECT T1.gender_code ,  count(*) FROM Customers AS T1 JOIN Orders AS T2 ON T1.customer_id  =  T2.customer_id GROUP BY T1.gender_code"
100,62,,wrong_column,True,"SELECT Customers.gender_code, Customers.customer_first_name, Customers.customer_last_name, Customer_Payment_Methods.payment_method_code FROM Customers JOIN Customer_Payment_Methods ON Customers.custom","SELECT T1.customer_first_name ,  T1.customer_middle_initial ,  T1.customer_last_name ,  T2.Payment_method_code FROM Customers AS T1 JOIN Customer_Payment_Methods AS T2 ON T1.customer_id  =  T2.custome"
101,63,,wrong_column,True,"SELECT Customers.gender_code , Customers.customer_first_name , Customers.customer_middle_initial , Customer_Payment_Methods.payment_method_code FROM Customers INNER JOIN Customer_Payment_Methods ON Cu","SELECT T1.customer_first_name ,  T1.customer_middle_initial ,  T1.customer_last_name ,  T2.Payment_method_code FROM Customers AS T1 JOIN Customer_Payment_Methods AS T2 ON T1.customer_id  =  T2.custome"
102,64,,wrong_column,True,"SELECT Invoices.invoice_status_code , Orders.date_order_placed , Shipments.shipment_date FROM Invoices INNER JOIN Orders ON Invoices.invoice_number = Orders.customer_id INNER JOIN Shipments ON Shipmen","SELECT T1.invoice_status_code ,  T1.invoice_date ,  T2.shipment_date FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number  =  T2.invoice_number"
103,65,,wrong_column,True,"SELECT Invoices.invoice_status_code, Invoices.invoice_date, Shipments.shipment_date FROM Invoices INNER JOIN Shipments ON Shipments.invoice_number = Invoices.invoice_number","SELECT T1.invoice_status_code ,  T1.invoice_date ,  T2.shipment_date FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number  =  T2.invoice_number"
104,68,,wrong_table,True,"SELECT Order_Items.order_item_status_code, Shipments.shipment_tracking_number FROM Order_Items JOIN Shipments ON Shipments.invoice_number = Order_Items.order_id JOIN Orders ON Orders.order_id = Order_","SELECT T1.order_item_status_code ,  T3.shipment_tracking_number FROM Order_items AS T1 JOIN Shipment_Items AS T2 ON T1.order_item_id  =  T2.order_item_id JOIN Shipments AS T3 ON T2.shipment_id  =  T3."
105,69,,wrong_table,True,"SELECT Order_Items.order_item_status_code , Shipments.shipment_tracking_number FROM Invoices AS Invoices INNER JOIN Shipments AS Shipments ON Shipments.invoice_number = Invoices.invoice_number INNER J","SELECT T1.order_item_status_code ,  T3.shipment_tracking_number FROM Order_items AS T1 JOIN Shipment_Items AS T2 ON T1.order_item_id  =  T2.order_item_id JOIN Shipments AS T3 ON T2.shipment_id  =  T3."
106,84,,other,True,"SELECT login_name , login_password FROM Customers WHERE phone_number LIKE '+12%'","SELECT login_name ,  login_password FROM Customers WHERE phone_number LIKE '+12%'"
107,85,,wrong_column,True,"SELECT Customers.customer_first_name , Customers.login_password FROM Customers AS Customers JOIN Orders AS Orders ON Orders.customer_id = Customers.customer_id WHERE Customers.phone_number LIKE '+12%'","SELECT login_name ,  login_password FROM Customers WHERE phone_number LIKE '+12%'"
108,86,,wrong_column,True,SELECT product_name FROM Products WHERE product_name LIKE '%Dell%',SELECT product_size FROM Products WHERE product_name LIKE '%Dell%'
109,87,,exec_runtime_error,False,"SELECT Products.product_size FROM Products WHERE Products.DESCRIBITIVE_ATTRIBUTE_3 LIKE ""%Dell%""",SELECT product_size FROM Products WHERE product_name LIKE '%Dell%'
110,94,,other,True,"SELECT Orders.order_status_code , Orders.date_order_placed FROM Orders","SELECT order_status_code ,  date_order_placed FROM Orders"
111,95,,other,True,"SELECT Orders.order_status_code , Orders.date_order_placed FROM Orders","SELECT order_status_code ,  date_order_placed FROM Orders"
112,96,,wrong_column,True,"SELECT Customers.address_line_1 , Customers.town_city , Customers.county FROM Customers WHERE Customers.town_city = ""USA""","SELECT address_line_1 ,  town_city ,  county FROM Customers WHERE Country  =  'USA'"
113,97,,wrong_column,True,"SELECT customer_first_name, town_city, county FROM Customers WHERE town_city = 'United States'","SELECT address_line_1 ,  town_city ,  county FROM Customers WHERE Country  =  'USA'"
114,112,,wrong_table,True,"SELECT Products.product_id, Products.product_name FROM Products WHERE Products.product_price > 3","SELECT T1.product_id ,  T1.product_description FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id GROUP BY T1.product_id HAVING count(*)  >  3"
115,113,,wrong_table,True,"SELECT Products.product_id, Products.product_name FROM Products AS Products JOIN Shipment_Items AS Orders ON Products.product_id = Orders.order_item_id GROUP BY Orders.order_item_id HAVING count(*) > ","SELECT T1.product_id ,  T1.product_description FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id GROUP BY T1.product_id HAVING count(*)  >  3"
116,114,,wrong_column,True,"SELECT Invoices.invoice_status_code , Invoices.invoice_number FROM Invoices JOIN Shipments ON Shipments.invoice_number = Invoices.invoice_number JOIN Shipment_Items ON Shipment_Items.order_item_id = S","SELECT T1.invoice_date ,  T1.invoice_number FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number  =  T2.invoice_number GROUP BY T1.invoice_number HAVING count(*)  >=  2"
117,115,,wrong_column,True,"SELECT Invoices.invoice_status_code , Invoices.invoice_number FROM Invoices INNER JOIN Shipments ON Shipments.invoice_number = Invoices.invoice_number INNER JOIN Orders ON Shipments.order_id = Orders.","SELECT T1.invoice_date ,  T1.invoice_number FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number  =  T2.invoice_number GROUP BY T1.invoice_number HAVING count(*)  >=  2"
118,116,,other,True,"SELECT Shipments.shipment_tracking_number , Shipments.shipment_date FROM Shipments","SELECT shipment_tracking_number ,  shipment_date FROM Shipments"
119,117,,wrong_column,True,"SELECT Shipments.shipment_tracking_number , Shipments.shipment_date FROM Shipments JOIN Orders ON Shipments.order_id = Orders.order_id","SELECT shipment_tracking_number ,  shipment_date FROM Shipments"
120,121,,wrong_column,True,SELECT channel.Name FROM channel JOIN program ON channel.Channel_ID = program.Channel_ID JOIN director ON program.Director_ID = director.Director_ID ORDER BY director.Age DESC LIMIT 1,SELECT name FROM director ORDER BY age DESC LIMIT 1
121,122,,other,True,SELECT COUNT(*) FROM channel WHERE Internet LIKE '%bbc%',"SELECT count(*) FROM channel WHERE internet LIKE ""%bbc%"""
122,127,,exec_runtime_error,False,SELECT channel.DESCRIPITIVE_ATTRIBUTE_2 FROM program AS channel JOIN director AS director ON channel.Director_ID = director.Director_ID ORDER BY channel.Start_Year DESC LIMIT 1,SELECT title FROM program ORDER BY start_year DESC LIMIT 1
123,128,,missing_clause,True,"SELECT channel.Name, channel.Analogue_terrestrial_channel FROM channel INNER JOIN program ON channel.Channel_ID = program.Channel_ID INNER JOIN director ON program.Director_ID = director.Director_ID W","SELECT t1.name ,  t1.internet FROM channel AS t1 JOIN program AS t2 ON t1.channel_id  =  t2.channel_id GROUP BY t1.channel_id HAVING count(*)  >  1"
124,129,,wrong_column,True,"SELECT channel.Name, COUNT(program.Program_ID) FROM channel INNER JOIN program ON program.Channel_ID = channel.Channel_ID INNER JOIN director ON director.Director_ID = program.Director_ID GROUP BY cha","SELECT t1.name ,  count(*) FROM channel AS t1 JOIN program AS t2 ON t1.channel_id  =  t2.channel_id GROUP BY t1.channel_id"
125,131,,wrong_column,True,SELECT channel.Name FROM channel INNER JOIN program ON channel.Channel_ID = program.Channel_ID INNER JOIN director ON program.Director_ID = director.Director_ID WHERE director.Name = 'Dracula',SELECT t2.name FROM program AS t1 JOIN director AS t2 ON t1.director_id  =  t2.director_id WHERE t1.title  =  'Dracula'
