pos,test_idx,db_id_gold,db_id_used,broker_pick,broker_correct,re_picked,retries,exec_success,difficulty,model_used,masked_sql,real_sql
32,137,tv_shows,tv_shows,,,False,0,True,,llama3.1-8b,SELECT T1.TEXT_FIELD_2 FROM T1 AS T2 JOIN T1 AS T1 ON T2.IDENTIFIER_PRIMARY_1 = T1.IDENTIFIER_REFERENCE_8 WHERE T1.TEXT_FIELD_3 = 'radios' ORDER BY T1.TEXT_FIELD_6 ASC,SELECT radio.Transmitter FROM radio AS city_channel_radio JOIN radio AS radio ON city_channel_radio.Radio_ID = radio.Radio_ID WHERE radio.Radio_MHz = 'radios' ORDER BY radio.ERP_kW ASC
33,139,tv_shows,tv_shows,,,False,0,True,,llama3.1-8b,SELECT T2.TEXT_FIELD_7 FROM T2 INNER JOIN T3 ON T2.IDENTIFIER_PRIMARY_6 = T3.IDENTIFIER_REFERENCE_13 INNER JOIN T1 ON T3.IDENTIFIER_PRIMARY_12 = T1.IDENTIFIER_PRIMARY_1 WHERE T1.DESCRIPTIVE_ATTRIBUTE_5 != 'ABC',SELECT radio.Transmitter FROM radio INNER JOIN city_channel_radio ON radio.Radio_ID = city_channel_radio.Radio_ID INNER JOIN city_channel ON city_channel_radio.City_channel_ID = city_channel.ID WHERE city_channel.Affiliation != 'ABC'
34,142,tv_shows,tv_shows,,,False,0,True,,llama3.1-8b,SELECT avg(TEXT_FIELD_6) FROM T1 WHERE TEXT_FIELD_3 = 'radios',SELECT avg(ERP_kW) FROM radio WHERE Radio_MHz = 'radios'
35,145,tv_shows,tv_shows,,,False,3,False,,llama3.1-8b,SELECT T1.DESCRIPITIVE_ATTRIBUTE_5 FROM T1 JOIN T2 ON T2.IDENTIFIER_PRIMARY_6 = T1.IDENTIFIER_PRIMARY_1 JOIN T3 ON T3.IDENTIFIER_PRIMARY_9 = T1.IDENTIFIER_PRIMARY_1 GROUP BY T1.DESCRIPITIVE_ATTRIBUTE_5 HAVING COUNT(T2.IDENTIFIER_PRIMARY_6) > 3,SELECT city_channel.DESCRIPITIVE_ATTRIBUTE_5 FROM city_channel JOIN city_channel_radio ON city_channel_radio.City_channel_ID = city_channel.ID JOIN city_channel_tv_show ON city_channel_tv_show.City_channel_ID = city_channel.ID GROUP BY city_channel.DESCRIPITIVE_ATTRIBUTE_5 HAVING COUNT(city_channel_radio.City_channel_ID) > 3
36,153,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T2 JOIN T3 ON T2.IDENTIFIER_PRIMARY_8 = T3.IDENTIFIER_PRIMARY_12 WHERE T2.TEXT_FIELD_10 = 'United States',SELECT driver.Name FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID WHERE driver.Citizenship = 'United States'
37,154,vehicle_driver,vehicle_driver,,,False,1,True,,llama3.1-8b,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T2 JOIN T3 ON T2.IDENTIFIER_PRIMARY_8 = T3.IDENTIFIER_PRIMARY_12 JOIN T1 ON T3.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1 WHERE T1.TEXT_FIELD_2 = 'United States',SELECT driver.Name FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID JOIN vehicle ON vehicle_driver.Vehicle_ID = vehicle.Vehicle_ID WHERE vehicle.Model = 'United States'
38,167,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT COUNT(T3.IDENTIFIER_PRIMARY_12) FROM T3 JOIN T2 ON T3.IDENTIFIER_PRIMARY_8 = T2.IDENTIFIER_PRIMARY_8 WHERE T2.DESCRIPTIVE_ATTRIBUTE_9 = 'NASCAR',SELECT COUNT(vehicle_driver.Driver_ID) FROM vehicle_driver JOIN driver ON vehicle_driver.Driver_ID = driver.Driver_ID WHERE driver.Name = 'NASCAR'
39,168,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT COUNT(T2.DESCRIPTIVE_ATTRIBUTE_9) FROM T2 INNER JOIN T3 ON T2.IDENTIFIER_PRIMARY_8 = T3.IDENTIFIER_PRIMARY_12 WHERE T2.TEXT_FIELD_11 = 'NASCAR',SELECT COUNT(driver.Name) FROM driver INNER JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID WHERE driver.Racing_Series = 'NASCAR'
40,169,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT AVG(T1.NUMERIC_FIELD_4) FROM T1,SELECT AVG(vehicle.Top_Speed) FROM vehicle
41,170,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT AVG(T1.NUMERIC_FIELD_4) FROM T1,SELECT AVG(vehicle.Top_Speed) FROM vehicle
42,185,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T3 AS T1 JOIN T2 ON T1.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1 ORDER BY T2.DESCRIPTIVE_ATTRIBUTE_9,SELECT driver.Name FROM vehicle_driver AS vehicle JOIN driver ON vehicle.Vehicle_ID = vehicle.Vehicle_ID ORDER BY driver.Name
43,186,vehicle_driver,vehicle_driver,,,False,0,True,,llama3.1-8b,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T2 JOIN T3 ON T3.IDENTIFIER_PRIMARY_12 = T2.IDENTIFIER_PRIMARY_8,SELECT driver.Name FROM driver JOIN vehicle_driver ON vehicle_driver.Driver_ID = driver.Driver_ID
44,193,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT count(*) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_4 = 'exams',SELECT count(*) FROM Exams WHERE Exam_Name = 'exams'
45,194,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT count(*) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_4 = 'exams',SELECT count(*) FROM Exams WHERE Exam_Name = 'exams'
46,195,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT DISTINCT TEXT_FIELD_2 FROM T1 ORDER BY TEXT_FIELD_2 ASC,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC
47,196,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT DISTINCT TEXT_FIELD_2 FROM T1 ORDER BY TEXT_FIELD_2,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code
48,203,online_exams,online_exams,,,False,0,True,,llama3.1-8b,"SELECT DISTINCT T5.TEXT_FIELD_17 FROM T5 WHERE T5.TEXT_FIELD_18 = ""Normal""","SELECT DISTINCT Student_Assessments.Student_Answer_Text FROM Student_Assessments WHERE Student_Assessments.Satisfactory_YN = ""Normal"""
49,204,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT DISTINCT T5.TEXT_FIELD_17 FROM T5 JOIN T4 ON T5.IDENTIFIER_REFERENCE_16 = T4.IDENTIFIER_REFERENCE_11 JOIN T2 ON T4.IDENTIFIER_REFERENCE_10 = T2.IDENTIFIER_PRIMARY_4 JOIN T1 ON T2.IDENTIFIER_REFERENCE_5 = T1.IDENTIFIER_PRIMARY_1 WHERE T4.CHRONOLOGICAL_MARKER_13 = 'Normal',SELECT DISTINCT Student_Assessments.Student_Answer_Text FROM Student_Assessments JOIN Student_Answers ON Student_Assessments.Valid_Answer_ID = Student_Answers.Question_ID JOIN Questions_in_Exams ON Student_Answers.Exam_ID = Questions_in_Exams.Exam_ID JOIN Questions ON Questions_in_Exams.Question_ID = Questions.Question_ID WHERE Student_Answers.Date_of_Answer = 'Normal'
50,205,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT T2.TEXT_FIELD_11) FROM T2 JOIN T1 ON T2.IDENTIFIER_REFERENCE_9 = T1.IDENTIFIER_PRIMARY_1,SELECT COUNT(DISTINCT Student_Answers.Comments) FROM Student_Answers JOIN Students ON Student_Answers.Student_ID = Students.Student_ID
51,206,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT T5.TEXT_FIELD_19) FROM T5 INNER JOIN T3 ON T5.IDENTIFIER_REFERENCE_17 = T3.IDENTIFIER_PRIMARY_10 INNER JOIN T2 ON T3.IDENTIFIER_REFERENCE_11 = T2.IDENTIFIER_PRIMARY_7 WHERE T2.DESCRIPTIVE_ATTRIBUTE_8 = 'student',SELECT COUNT(DISTINCT Student_Answers.Comments) FROM Student_Answers INNER JOIN Questions_in_Exams ON Student_Answers.Question_ID = Questions_in_Exams.Exam_ID INNER JOIN Questions ON Questions_in_Exams.Question_ID = Questions.Question_ID WHERE Questions.Type_of_Question_Code = 'student'
52,219,online_exams,online_exams,,,False,3,False,,llama3.1-8b,"SELECT T1.DESCRIPITIVE_ATTRIBUTE_2 FROM T1 WHERE T1.DESCRIPITIVE_ATTRIBUTE_4 != ""M""","SELECT Students.DESCRIPITIVE_ATTRIBUTE_2 FROM Students WHERE Students.DESCRIPITIVE_ATTRIBUTE_4 != ""M"""
53,220,online_exams,online_exams,,,False,3,False,,llama3.1-8b,"SELECT T3.TEXT_FIELD_15 FROM T1 AS T1 INNER JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_14 WHERE T1.DESCRIPITIVE_ATTRIBUTE_2 != ""M""","SELECT Student_Assessments.Student_Answer_Text FROM Students AS Students INNER JOIN Student_Assessments ON Students.Student_ID = Student_Assessments.Valid_Answer_ID WHERE Students.DESCRIPITIVE_ATTRIBUTE_2 != ""M"""
54,229,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 AS T1 JOIN T2 AS T2 ON T2.IDENTIFIER_REFERENCE_5 = T1.IDENTIFIER_PRIMARY_1 GROUP BY T1.DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(T1.TEXT_FIELD_3) >= 3,SELECT Questions.Type_of_Question_Code FROM Questions AS Questions JOIN Questions_in_Exams AS Questions_in_Exams ON Questions_in_Exams.Question_ID = Questions.Question_ID GROUP BY Questions.Type_of_Question_Code HAVING COUNT(Questions.Question_Text) >= 3
55,230,online_exams,online_exams,,,False,0,True,,llama3.1-8b,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 AS T1 JOIN T2 AS T2 ON T2.IDENTIFIER_REFERENCE_5 = T1.IDENTIFIER_PRIMARY_1 GROUP BY T1.DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(T1.DESCRIPTIVE_ATTRIBUTE_2) >= 3,SELECT Questions.Type_of_Question_Code FROM Questions AS Questions JOIN Questions_in_Exams AS Questions_in_Exams ON Questions_in_Exams.Question_ID = Questions.Question_ID GROUP BY Questions.Type_of_Question_Code HAVING COUNT(Questions.Type_of_Question_Code) >= 3
56,231,online_exams,online_exams,,,False,3,False,,llama3.1-8b,"SELECT T1.IDENTIFIER_PRIMARY_1 , T1.DESCRIPITIVE_ATTRIBUTE_2 , T1.DESCRIPITIVE_ATTRIBUTE_3 , T1.DESCRIPITIVE_ATTRIBUTE_4 , T1.DESCRIPITIVE_ATTRIBUTE_5 , T1.DESCRIPITIVE_ATTRIBUTE_6 FROM T1","SELECT Students.Student_ID , Students.DESCRIPITIVE_ATTRIBUTE_2 , Students.DESCRIPITIVE_ATTRIBUTE_3 , Students.DESCRIPITIVE_ATTRIBUTE_4 , Students.DESCRIPITIVE_ATTRIBUTE_5 , Students.DESCRIPITIVE_ATTRIBUTE_6 FROM Students"
57,232,online_exams,online_exams,,,False,0,True,,llama3.1-8b,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, T1.DESCRIPTIVE_ATTRIBUTE_3, T1.DESCRIPTIVE_ATTRIBUTE_4, T1.DESCRIPTIVE_ATTRIBUTE_5, T1.DESCRIPTIVE_ATTRIBUTE_6, T2.CHRONOLOGICAL_MARKER_11, T2.TEXT_FIELD_12 FROM T1 JOIN T2 ON T2.IDENTIFIER_REFERENCE_10 = T1.IDENTIFIER_PRIMARY_1","SELECT Students.First_Name, Students.Middle_Name, Students.Last_Name, Students.Gender_MFU, Students.Student_Address, Student_Answers.Date_of_Answer, Student_Answers.Student_Answer_Text FROM Students JOIN Student_Answers ON Student_Answers.Student_ID = Students.Student_ID"
58,233,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(T1.IDENTIFIER_PRIMARY_1) FROM T1,SELECT COUNT(Addresses.address_id) FROM Addresses
59,234,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(IDENTIFIER_PRIMARY_1) FROM T1,SELECT COUNT(address_id) FROM Addresses
60,237,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(DESCRIPTIVE_ATTRIBUTE_3) FROM T1,SELECT COUNT(product_name) FROM Products
61,238,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(*) FROM T1,SELECT COUNT(*) FROM Products
62,241,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT CURRENCY_AMOUNT_4 FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_3 = 'Monitor',SELECT product_price FROM Products WHERE product_name = 'Monitor'
63,242,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT CURRENCY_AMOUNT_4 FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_3 = 'Monitor',SELECT product_price FROM Products WHERE product_name = 'Monitor'
64,245,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,"SELECT avg(CURRENCY_AMOUNT_4) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = ""Clothes""","SELECT avg(product_price) FROM Products WHERE product_type_code = ""Clothes"""
65,246,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT AVG(CURRENCY_AMOUNT_4) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = 'Clothes',SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes'
66,247,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,"SELECT COUNT(*) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_3 = ""hardware type""","SELECT COUNT(*) FROM Products WHERE product_name = ""hardware type"""
67,248,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,"SELECT COUNT(*) FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = ""Hardware""","SELECT COUNT(*) FROM Products WHERE product_type_code = ""Hardware"""
68,257,customers_and_orders,customers_and_orders,,,False,3,False,,llama3.1-8b,SELECT T1.DESCRIPITIVE_ATTRIBUTE_2 FROM T1 INNER JOIN T3 ON T3.IDENTIFIER_REFERENCE_11 = T1.IDENTIFIER_PRIMARY_1 ORDER BY T1.CURRENCY_AMOUNT_4 DESC,SELECT Products.DESCRIPITIVE_ATTRIBUTE_2 FROM Products INNER JOIN Order_Items ON Order_Items.product_id = Products.product_id ORDER BY Products.product_price DESC
69,258,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT DESCRIPTIVE_ATTRIBUTE_3 FROM T1 ORDER BY CURRENCY_AMOUNT_4 DESC,SELECT product_name FROM Products ORDER BY product_price DESC
70,265,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT DESCRIPTIVE_ATTRIBUTE_2 FROM T1 GROUP BY DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(DESCRIPTIVE_ATTRIBUTE_3) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(product_name) >= 2
71,266,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT DESCRIPTIVE_ATTRIBUTE_2 FROM T1 GROUP BY DESCRIPTIVE_ATTRIBUTE_2 HAVING COUNT(DESCRIPTIVE_ATTRIBUTE_3) > 1,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(product_name) > 1
72,269,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT DESCRIPTIVE_ATTRIBUTE_5) FROM T1,SELECT COUNT(DISTINCT customer_phone) FROM Customers
73,270,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(DISTINCT DESCRIPTIVE_ATTRIBUTE_5) FROM T1,SELECT COUNT(DISTINCT customer_phone) FROM Customers
74,283,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT DISTINCT DESCRIPTIVE_ATTRIBUTE_6 FROM T1,SELECT DISTINCT customer_phone FROM Customers
75,284,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT DESCRIPTIVE_ATTRIBUTE_6 FROM T1,SELECT customer_phone FROM Customers
76,289,customers_and_orders,customers_and_orders,,,False,0,True,,llama3.1-8b,SELECT COUNT(T2.IDENTIFIER_PRIMARY_7) FROM T2 WHERE T2.IDENTIFIER_REFERENCE_8 IS NOT NULL,SELECT COUNT(Customer_Orders.order_id) FROM Customer_Orders WHERE Customer_Orders.customer_id IS NOT NULL
