pos,test_idx,db_id_gold,db_id_used,broker_pick,broker_correct,db_routing_correct,embedding_top1_margin,routing_tiebreak_used,re_picked,retries,exec_success,difficulty,model_used,retrieval_used,masked_sql,real_sql
28,123,bbc_channels,bbc_channels,tv_shows,False,True,0.038224,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT Digital_terrestrial_channel) FROM channel,SELECT COUNT(DISTINCT Digital_terrestrial_channel) FROM channel
29,124,bbc_channels,bbc_channels,bbc_channels,True,True,0.029485,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Title FROM program ORDER BY Start_Year DESC,SELECT Title FROM program ORDER BY Start_Year DESC
30,133,bbc_channels,bbc_channels,vehicle_driver,False,True,0.015853,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Name FROM director WHERE Age BETWEEN 30 AND 60,SELECT Name FROM director WHERE Age BETWEEN 30 AND 60
31,136,tv_shows,tv_shows,tv_shows,True,True,0.133409,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT count(*) FROM radio,SELECT count(*) FROM radio
32,137,tv_shows,tv_shows,tv_shows,True,True,0.188967,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Transmitter FROM radio ORDER BY ERP_kW ASC,SELECT Transmitter FROM radio ORDER BY ERP_kW ASC
33,139,tv_shows,tv_shows,bbc_channels,False,True,0.017750,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Station_name FROM city_channel WHERE Affiliation != 'ABC',SELECT Station_name FROM city_channel WHERE Affiliation != 'ABC'
34,142,tv_shows,tv_shows,tv_shows,True,True,0.213024,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(CAST(ERP_kW AS REAL)) FROM radio,SELECT AVG(CAST(ERP_kW AS REAL)) FROM radio
35,145,tv_shows,tv_shows,bbc_channels,False,True,0.006972,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Affiliation FROM city_channel GROUP BY Affiliation HAVING COUNT(*) > 3,SELECT Affiliation FROM city_channel GROUP BY Affiliation HAVING COUNT(*) > 3
36,153,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.086785,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Name FROM driver WHERE Citizenship = 'United States',SELECT Name FROM driver WHERE Citizenship = 'United States'
37,154,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.095102,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Name FROM driver WHERE Citizenship = 'United States',SELECT Name FROM driver WHERE Citizenship = 'United States'
38,167,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.056122,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT count(*) FROM driver WHERE Racing_Series = 'NASCAR',SELECT count(*) FROM driver WHERE Racing_Series = 'NASCAR'
39,168,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.077998,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT driver.Driver_ID) FROM driver WHERE driver.Racing_Series = 'NASCAR',SELECT COUNT(DISTINCT driver.Driver_ID) FROM driver WHERE driver.Racing_Series = 'NASCAR'
40,169,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.099493,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(Top_Speed) FROM vehicle,SELECT AVG(Top_Speed) FROM vehicle
41,170,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.129206,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(Top_Speed) FROM vehicle,SELECT AVG(Top_Speed) FROM vehicle
42,185,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.068065,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Name FROM driver ORDER BY Name ASC,SELECT Name FROM driver ORDER BY Name ASC
43,186,vehicle_driver,vehicle_driver,vehicle_driver,True,True,0.072570,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Name FROM driver ORDER BY Name ASC,SELECT Name FROM driver ORDER BY Name ASC
44,193,online_exams,online_exams,online_exams,True,True,0.086448,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT count(*) FROM Exams,SELECT count(*) FROM Exams
45,194,online_exams,online_exams,online_exams,True,True,0.085408,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT count(*) FROM Exams,SELECT count(*) FROM Exams
46,195,online_exams,online_exams,online_exams,True,True,0.019270,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC
47,196,online_exams,online_exams,online_exams,True,True,0.005878,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC,SELECT DISTINCT Subject_Code FROM Exams ORDER BY Subject_Code ASC
48,203,online_exams,online_exams,online_exams,True,True,0.020425,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,"SELECT DISTINCT Student_Answer_Text FROM Student_Assessments WHERE Assessment = ""Normal""","SELECT DISTINCT Student_Answer_Text FROM Student_Assessments WHERE Assessment = ""Normal"""
49,204,online_exams,online_exams,online_exams,True,True,0.032168,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT T1.Student_Answer_Text FROM Student_Assessments AS T1 WHERE T1.Assessment = 'Normal',SELECT DISTINCT T1.Student_Answer_Text FROM Student_Assessments AS T1 WHERE T1.Assessment = 'Normal'
50,205,online_exams,online_exams,online_exams,True,True,0.036868,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT Comments) FROM Student_Answers WHERE Comments IS NOT NULL,SELECT COUNT(DISTINCT Comments) FROM Student_Answers WHERE Comments IS NOT NULL
51,206,online_exams,online_exams,online_exams,True,True,0.059500,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT Comments) FROM Student_Answers WHERE Comments IS NOT NULL,SELECT COUNT(DISTINCT Comments) FROM Student_Answers WHERE Comments IS NOT NULL
52,219,online_exams,cre_Students_Information_Systems,cre_Students_Information_Systems,False,False,0.066134,False,False,0,False,easy,claude-haiku-4-5-20251001,hybrid,"SELECT last_name FROM Students WHERE gender != 'M' ``` But since these columns don't exist in the provided schema, I cannot provide a valid working query.","SELECT last_name FROM Students WHERE gender != 'M' ``` But since these columns don't exist in the provided schema, I cannot provide a valid working query."
53,220,online_exams,cre_Students_Information_Systems,cre_Students_Information_Systems,False,False,0.061706,False,False,0,False,easy,claude-haiku-4-5-20251001,hybrid,SELECT bio_data FROM Students WHERE student_details NOT LIKE '%M%' ``` But this is not a proper solution since the schema doesn't contain the required columns for this query.,SELECT bio_data FROM Students WHERE student_details NOT LIKE '%M%' ``` But this is not a proper solution since the schema doesn't contain the required columns for this query.
54,229,online_exams,online_exams,online_exams,True,True,0.081192,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Type_of_Question_Code FROM Questions GROUP BY Type_of_Question_Code HAVING COUNT(*) >= 3,SELECT Type_of_Question_Code FROM Questions GROUP BY Type_of_Question_Code HAVING COUNT(*) >= 3
55,230,online_exams,online_exams,online_exams,True,True,0.024539,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT Type_of_Question_Code FROM Questions GROUP BY Type_of_Question_Code HAVING COUNT(*) >= 3,SELECT Type_of_Question_Code FROM Questions GROUP BY Type_of_Question_Code HAVING COUNT(*) >= 3
56,231,online_exams,online_exams,cre_Students_Information_Systems,False,True,0.038499,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT * FROM Students,SELECT * FROM Students
57,232,online_exams,online_exams,cre_Students_Information_Systems,False,True,0.016907,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT * FROM Students,SELECT * FROM Students
58,233,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.114722,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Addresses,SELECT COUNT(*) FROM Addresses
59,234,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.134927,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT count(*) FROM Addresses,SELECT count(*) FROM Addresses
60,237,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.104422,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Products,SELECT COUNT(*) FROM Products
61,238,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.123458,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Products,SELECT COUNT(*) FROM Products
62,241,customers_and_orders,e_commerce,customers_and_orders,True,False,0.032267,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT product_price FROM Products WHERE product_name = 'Monitor',SELECT product_price FROM Products WHERE product_name = 'Monitor'
63,242,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.018557,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT product_price FROM Products WHERE product_name = 'Monitor',SELECT product_price FROM Products WHERE product_name = 'Monitor'
64,245,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.092101,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes',SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes'
65,246,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.086745,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes',SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes'
66,247,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.082713,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Products WHERE product_type_code = 'hardware',SELECT COUNT(*) FROM Products WHERE product_type_code = 'hardware'
67,248,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.109248,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Products WHERE product_type_code = 'Hardware',SELECT COUNT(*) FROM Products WHERE product_type_code = 'Hardware'
68,257,customers_and_orders,e_commerce,customers_and_orders,True,False,0.029304,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT product_name FROM Products ORDER BY product_price DESC,SELECT product_name FROM Products ORDER BY product_price DESC
69,258,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.063715,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT product_name FROM Products ORDER BY product_price DESC,SELECT product_name FROM Products ORDER BY product_price DESC
70,265,customers_and_orders,e_commerce,customers_and_orders,True,False,0.046107,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT parent_product_id FROM Products GROUP BY parent_product_id HAVING count(*) >= 2,SELECT parent_product_id FROM Products GROUP BY parent_product_id HAVING count(*) >= 2
71,266,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.072299,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(*) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(*) >= 2
72,269,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.083971,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Customers,SELECT COUNT(*) FROM Customers
73,270,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.136259,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Customers,SELECT COUNT(*) FROM Customers
74,283,customers_and_orders,customers_and_orders,e_commerce,False,True,0.004444,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT payment_method_code FROM Customers,SELECT DISTINCT payment_method_code FROM Customers
75,284,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.007960,True,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT payment_method_code FROM Customers,SELECT DISTINCT payment_method_code FROM Customers
76,289,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.100161,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Customer_Orders,SELECT COUNT(*) FROM Customer_Orders
77,290,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.121736,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM Customer_Orders,SELECT COUNT(*) FROM Customer_Orders
78,309,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.079036,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT T1.customer_id) FROM Customers AS T1 JOIN Customer_Orders AS T2 ON T1.customer_id = T2.customer_id,SELECT COUNT(DISTINCT T1.customer_id) FROM Customers AS T1 JOIN Customer_Orders AS T2 ON T1.customer_id = T2.customer_id
79,310,customers_and_orders,customers_and_orders,customers_and_orders,True,True,0.118045,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT customer_id) FROM Customer_Orders,SELECT COUNT(DISTINCT customer_id) FROM Customer_Orders
80,4,soccer_3,soccer_3,soccer_3,True,True,0.138831,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT Manager, Captain FROM club","SELECT Manager, Captain FROM club"
81,5,soccer_3,soccer_3,soccer_3,True,True,0.175694,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT Manager, Captain FROM club","SELECT Manager, Captain FROM club"
82,10,soccer_3,soccer_3,soccer_3,True,True,0.057218,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT Name FROM player ORDER BY Earnings DESC LIMIT 1,SELECT Name FROM player ORDER BY Earnings DESC LIMIT 1
83,11,soccer_3,soccer_3,vehicle_driver,False,True,0.036070,True,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT Name FROM player ORDER BY Earnings DESC LIMIT 1,SELECT Name FROM player ORDER BY Earnings DESC LIMIT 1
84,16,soccer_3,soccer_3,soccer_3,True,True,0.199594,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT player.Name, club.Name FROM player JOIN club ON player.Club_ID = club.Club_ID","SELECT player.Name, club.Name FROM player JOIN club ON player.Club_ID = club.Club_ID"
85,17,soccer_3,soccer_3,soccer_3,True,True,0.218957,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT player.Name, club.Name FROM player JOIN club ON player.Club_ID = club.Club_ID","SELECT player.Name, club.Name FROM player JOIN club ON player.Club_ID = club.Club_ID"
86,18,soccer_3,soccer_3,soccer_3,True,True,0.189151,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT c.Name FROM club c JOIN player p ON c.Club_ID = p.Club_ID WHERE p.Wins_count > 2,SELECT DISTINCT c.Name FROM club c JOIN player p ON c.Club_ID = p.Club_ID WHERE p.Wins_count > 2
87,19,soccer_3,soccer_3,soccer_3,True,True,0.177329,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT c.Name FROM club c JOIN player p ON c.Club_ID = p.Club_ID WHERE p.Wins_count > 2,SELECT DISTINCT c.Name FROM club c JOIN player p ON c.Club_ID = p.Club_ID WHERE p.Wins_count > 2
88,20,soccer_3,soccer_3,soccer_3,True,True,0.067521,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT p.Name FROM player p JOIN club c ON p.Club_ID = c.Club_ID WHERE c.Manager = ""Sam Allardyce""","SELECT p.Name FROM player p JOIN club c ON p.Club_ID = c.Club_ID WHERE c.Manager = ""Sam Allardyce"""
89,21,soccer_3,soccer_3,soccer_3,True,True,0.054663,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT player.Name FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Manager = 'Sam Allardyce',SELECT player.Name FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Manager = 'Sam Allardyce'
90,24,soccer_3,soccer_3,soccer_3,True,True,0.166914,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT Manufacturer, count(*) FROM club GROUP BY Manufacturer","SELECT Manufacturer, count(*) FROM club GROUP BY Manufacturer"
91,25,soccer_3,soccer_3,soccer_3,True,True,0.084165,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT Manufacturer, COUNT(DISTINCT Club_ID) as club_count FROM club GROUP BY Manufacturer","SELECT Manufacturer, COUNT(DISTINCT Club_ID) as club_count FROM club GROUP BY Manufacturer"
92,38,soccer_3,soccer_3,soccer_3,True,True,0.133610,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT Earnings FROM player WHERE Country = ""Australia"" OR Country = ""Zimbabwe""","SELECT Earnings FROM player WHERE Country = ""Australia"" OR Country = ""Zimbabwe"""
93,39,soccer_3,soccer_3,soccer_3,True,True,0.138919,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT Earnings FROM player WHERE Country = ""Australia"" OR Country = ""Zimbabwe""","SELECT Earnings FROM player WHERE Country = ""Australia"" OR Country = ""Zimbabwe"""
94,42,e_commerce,customers_and_orders,customers_and_orders,False,False,0.077689,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT Customer_Orders.order_id, Customer_Orders.order_status_code, COUNT(Order_Items.product_id) AS number_of_products FROM Customer_Orders JOIN Order_Items ON Customer_Orders.order_id = Order_Items.order_id GROUP BY Customer_Orders.order_id, Customer_Orders.order_status_code","SELECT Customer_Orders.order_id, Customer_Orders.order_status_code, COUNT(Order_Items.product_id) AS number_of_products FROM Customer_Orders JOIN Order_Items ON Customer_Orders.order_id = Order_Items.order_id GROUP BY Customer_Orders.order_id, Customer_Orders.order_status_code"
95,43,e_commerce,customers_and_orders,customers_and_orders,False,False,0.100777,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T1.order_id, T1.order_status_code, COUNT(T2.product_id) AS product_count FROM Customer_Orders AS T1 LEFT JOIN Order_Items AS T2 ON T1.order_id = T2.order_id GROUP BY T1.order_id, T1.order_status_code","SELECT T1.order_id, T1.order_status_code, COUNT(T2.product_id) AS product_count FROM Customer_Orders AS T1 LEFT JOIN Order_Items AS T2 ON T1.order_id = T2.order_id GROUP BY T1.order_id, T1.order_status_code"
96,50,e_commerce,e_commerce,customers_and_orders,False,True,0.029339,True,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT o.order_id, o.date_order_placed FROM Orders o JOIN Order_Items oi ON o.order_id = oi.order_id GROUP BY o.order_id, o.date_order_placed HAVING COUNT(oi.order_item_id) >= 2","SELECT o.order_id, o.date_order_placed FROM Orders o JOIN Order_Items oi ON o.order_id = oi.order_id GROUP BY o.order_id, o.date_order_placed HAVING COUNT(oi.order_item_id) >= 2"
97,51,e_commerce,e_commerce,customers_and_orders,False,True,0.047573,True,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT o.order_id, o.date_order_placed FROM Orders o JOIN Order_Items oi ON o.order_id = oi.order_id GROUP BY o.order_id, o.date_order_placed HAVING COUNT(oi.order_item_id) >= 2","SELECT o.order_id, o.date_order_placed FROM Orders o JOIN Order_Items oi ON o.order_id = oi.order_id GROUP BY o.order_id, o.date_order_placed HAVING COUNT(oi.order_item_id) >= 2"
98,60,e_commerce,customers_and_orders,customers_and_orders,False,False,0.080851,False,False,0,False,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T1.gender, COUNT(T2.order_id) FROM Customers AS T1 JOIN Customer_Orders AS T2 ON T1.customer_id = T2.customer_id GROUP BY T1.gender ``` But this cannot be executed with the current schema as provided.","SELECT T1.gender, COUNT(T2.order_id) FROM Customers AS T1 JOIN Customer_Orders AS T2 ON T1.customer_id = T2.customer_id GROUP BY T1.gender ``` But this cannot be executed with the current schema as provided."
99,61,e_commerce,e_commerce,customers_and_orders,False,True,0.034030,True,False,0,False,medium,claude-haiku-4-5-20251001,hybrid,"SELECT C.gender, COUNT(O.order_id) FROM Customers AS C LEFT JOIN Orders AS O ON C.customer_id = O.customer_id GROUP BY C.gender ``` Since this table doesn't exist in the provided schema, I cannot provide a valid query that works with only the Orders and Order_Items tables.","SELECT C.gender, COUNT(O.order_id) FROM Customers AS C LEFT JOIN Orders AS O ON C.customer_id = O.customer_id GROUP BY C.gender ``` Since this table doesn't exist in the provided schema, I cannot provide a valid query that works with only the Orders and Order_Items tables."
