pos,test_idx,db_id_gold,db_id_used,broker_pick,broker_correct,db_routing_correct,embedding_top1_margin,routing_tiebreak_used,re_picked,retries,exec_success,difficulty,model_used,retrieval_used,masked_sql,real_sql
23,101,e_commerce,e_commerce,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT C9) FROM T2 WHERE C10 = 'shipped',SELECT COUNT(DISTINCT invoice_number) FROM Shipments WHERE shipment_tracking_number = 'shipped'
24,102,e_commerce,e_commerce,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(C4) FROM T1,SELECT AVG(product_price) FROM Products
25,103,e_commerce,e_commerce,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(C4) FROM T1,SELECT AVG(product_price) FROM Products
26,104,e_commerce,e_commerce,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(C4) FROM T1,SELECT AVG(product_price) FROM Products
27,105,e_commerce,e_commerce,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(C4) FROM T1,SELECT AVG(product_price) FROM Products
28,123,bbc_channels,bbc_channels,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT C6) FROM T2,SELECT COUNT(DISTINCT Director_ID) FROM director
29,124,bbc_channels,bbc_channels,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT C7 FROM T2 ORDER BY C8 DESC,SELECT Name FROM director ORDER BY Age DESC
30,133,bbc_channels,bbc_channels,,,True,,False,False,0,False,easy,claude-haiku-4-5-20251001,hybrid,SELECT C2 FROM T1 WHERE C8 BETWEEN 30 AND 60,SELECT Name FROM channel WHERE Age BETWEEN 30 AND 60
31,136,tv_shows,tv_shows,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT count(*) FROM T1,SELECT count(*) FROM radio
32,137,tv_shows,tv_shows,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T1.C2 FROM T1 JOIN T2 ON T1.C1 = T2.C8 ORDER BY T2.C9 ASC,SELECT radio.Transmitter FROM radio JOIN city_channel_radio ON radio.Radio_ID = city_channel_radio.Radio_ID ORDER BY city_channel_radio.Is_online ASC
33,139,tv_shows,tv_shows,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT C7 FROM T2 WHERE C10 != 'ABC',SELECT Transmitter FROM radio WHERE RnaG_MHz != 'ABC'
34,142,tv_shows,tv_shows,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(C9) FROM T2,SELECT AVG(Is_online) FROM city_channel_radio
35,145,tv_shows,tv_shows,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T1.C3 FROM T1 JOIN T2 ON T1.C1 = T2.C6 GROUP BY T1.C3 HAVING COUNT(DISTINCT T2.C6) > 3,SELECT city_channel.Station_name FROM city_channel JOIN city_channel_radio ON city_channel.ID = city_channel_radio.City_channel_ID GROUP BY city_channel.Station_name HAVING COUNT(DISTINCT city_channel_radio.City_channel_ID) > 3
36,153,vehicle_driver,vehicle_driver,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T1.C2 FROM T1 JOIN T3 ON T1.C1 = T3.C13 JOIN T2 ON T3.C12 = T2.C8 WHERE T2.C9 = 'United States',SELECT vehicle.Model FROM vehicle JOIN vehicle_driver ON vehicle.Vehicle_ID = vehicle_driver.Vehicle_ID JOIN driver ON vehicle_driver.Driver_ID = driver.Driver_ID WHERE driver.Name = 'United States'
37,154,vehicle_driver,vehicle_driver,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T1.C2 FROM T1 WHERE T1.C3 = 'United States',SELECT vehicle.Model FROM vehicle WHERE vehicle.Build_Year = 'United States'
38,167,vehicle_driver,vehicle_driver,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT T3.C13) FROM T2 JOIN T3 ON T2.C8 = T3.C12 WHERE T2.C9 = 'NASCAR',SELECT COUNT(DISTINCT vehicle_driver.Vehicle_ID) FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID WHERE driver.Name = 'NASCAR'
39,168,vehicle_driver,vehicle_driver,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT T3.C13) FROM T3 JOIN T2 ON T3.C12 = T2.C8 WHERE T2.C9 = 'NASCAR',SELECT COUNT(DISTINCT vehicle_driver.Vehicle_ID) FROM vehicle_driver JOIN driver ON vehicle_driver.Driver_ID = driver.Driver_ID WHERE driver.Name = 'NASCAR'
40,169,vehicle_driver,vehicle_driver,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(C5) FROM T1,SELECT AVG(Power) FROM vehicle
41,170,vehicle_driver,vehicle_driver,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(C5) FROM T1,SELECT AVG(Power) FROM vehicle
42,185,vehicle_driver,vehicle_driver,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT C2 FROM T1 ORDER BY C2 ASC,SELECT Model FROM vehicle ORDER BY Model ASC
43,186,vehicle_driver,vehicle_driver,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T1.C2 FROM T1 ORDER BY T1.C2 ASC,SELECT vehicle.Model FROM vehicle ORDER BY vehicle.Model ASC
44,193,online_exams,online_exams,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT count(*) FROM T2,SELECT count(*) FROM Questions_in_Exams
45,194,online_exams,online_exams,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT count(*) FROM T3,SELECT count(*) FROM Student_Assessments
46,195,online_exams,online_exams,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT C6 FROM T2 ORDER BY C6 ASC,SELECT DISTINCT Question_ID FROM Questions_in_Exams ORDER BY Question_ID ASC
47,196,online_exams,online_exams,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT C4 FROM T1 ORDER BY C4 ASC,SELECT DISTINCT Exam_Name FROM Exams ORDER BY Exam_Name ASC
48,203,online_exams,online_exams,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,"SELECT DISTINCT T5.C17 FROM T5 WHERE T5.C18 = ""Normal""","SELECT DISTINCT Student_Assessments.Student_Answer_Text FROM Student_Assessments WHERE Student_Assessments.Satisfactory_YN = ""Normal"""
49,204,online_exams,online_exams,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT T5.C17 FROM T5 WHERE T5.C18 = 'Normal',SELECT DISTINCT Student_Assessments.Student_Answer_Text FROM Student_Assessments WHERE Student_Assessments.Satisfactory_YN = 'Normal'
50,205,online_exams,online_exams,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT C12) FROM T2,SELECT COUNT(DISTINCT Student_Answer_Text) FROM Student_Answers
51,206,online_exams,online_exams,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT C20) FROM T5,SELECT COUNT(DISTINCT Student_Answer_Text) FROM Student_Answers
52,219,online_exams,online_exams,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,"SELECT C3 FROM T1 WHERE C5 != ""M""","SELECT Middle_Name FROM Students WHERE Gender_MFU != ""M"""
53,220,online_exams,online_exams,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,"SELECT C3 FROM T1 WHERE C5 != ""M""","SELECT Middle_Name FROM Students WHERE Gender_MFU != ""M"""
54,229,online_exams,online_exams,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T1.C3 FROM T1 JOIN T2 ON T1.C1 = T2.C5 GROUP BY T1.C3 HAVING COUNT(T2.C4) >= 3,SELECT Questions.Question_Text FROM Questions JOIN Questions_in_Exams ON Questions.Question_ID = Questions_in_Exams.Question_ID GROUP BY Questions.Question_Text HAVING COUNT(Questions_in_Exams.Exam_ID) >= 3
55,230,online_exams,online_exams,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T1.C3 FROM T1 JOIN T2 ON T1.C1 = T2.C5 GROUP BY T1.C3 HAVING COUNT(T2.C4) >= 3,SELECT Questions.Question_Text FROM Questions JOIN Questions_in_Exams ON Questions.Question_ID = Questions_in_Exams.Question_ID GROUP BY Questions.Question_Text HAVING COUNT(Questions_in_Exams.Exam_ID) >= 3
56,231,online_exams,online_exams,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT * FROM T1,SELECT * FROM Students
57,232,online_exams,online_exams,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,"SELECT T1.C1, T1.C2, T1.C3, T1.C4, T1.C5, T1.C6 FROM T1","SELECT Students.Student_ID, Students.First_Name, Students.Middle_Name, Students.Last_Name, Students.Gender_MFU, Students.Student_Address FROM Students"
58,233,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T2,SELECT COUNT(*) FROM Customers
59,234,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(T2.C6) FROM T2,SELECT COUNT(Customers.customer_number) FROM Customers
60,237,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T1,SELECT COUNT(*) FROM Products
61,238,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T1,SELECT COUNT(*) FROM Products
62,241,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT C4 FROM T1 WHERE C2 = 'Monitor',SELECT product_price FROM Products WHERE product_type_code = 'Monitor'
63,242,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT C4 FROM T1 WHERE C3 = 'Monitor',SELECT product_price FROM Products WHERE product_name = 'Monitor'
64,245,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(C4) FROM T1 WHERE C3 = 'Clothes',SELECT AVG(product_price) FROM Products WHERE product_name = 'Clothes'
65,246,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(C4) FROM T1 WHERE C3 = 'Clothes',SELECT AVG(product_price) FROM Products WHERE product_name = 'Clothes'
66,247,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T1 WHERE C3 = 'hardware type',SELECT COUNT(*) FROM Products WHERE product_name = 'hardware type'
67,248,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T1 WHERE C3 = 'Hardware',SELECT COUNT(*) FROM Products WHERE product_name = 'Hardware'
68,257,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T1.C2 FROM T1 ORDER BY T1.C4 DESC,SELECT Products.product_type_code FROM Products ORDER BY Products.product_price DESC
69,258,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT C2 FROM T1 ORDER BY C4 DESC,SELECT product_type_code FROM Products ORDER BY product_price DESC
70,265,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT C3 FROM T1 GROUP BY C3 HAVING count(*) >= 2,SELECT product_name FROM Products GROUP BY product_name HAVING count(*) >= 2
71,266,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT C3 FROM T1 GROUP BY C3 HAVING COUNT(*) >= 2,SELECT product_name FROM Products GROUP BY product_name HAVING COUNT(*) >= 2
72,269,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T1,SELECT COUNT(*) FROM Customers
73,270,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T1,SELECT COUNT(*) FROM Customers
74,283,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT C5 FROM T1,SELECT DISTINCT customer_address FROM Customers
75,284,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT C5 FROM T1,SELECT DISTINCT customer_address FROM Customers
76,289,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T2,SELECT COUNT(*) FROM Customer_Orders
77,290,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T2,SELECT COUNT(*) FROM Customer_Orders
78,309,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT T2.C8) FROM T2,SELECT COUNT(DISTINCT Customer_Orders.customer_id) FROM Customer_Orders
79,310,customers_and_orders,customers_and_orders,,,True,,False,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT C8) FROM T2,SELECT COUNT(DISTINCT customer_id) FROM Customer_Orders
80,4,soccer_3,soccer_3,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T1.C2, T1.C3 FROM T1 JOIN T2 ON T1.C1 = T2.C13","SELECT club.Name, club.Manager FROM club JOIN player ON club.Club_ID = player.Club_ID"
81,5,soccer_3,soccer_3,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T1.C2, T1.C3 FROM T1 JOIN T2 ON T1.C1 = T2.C13","SELECT club.Name, club.Manager FROM club JOIN player ON club.Club_ID = player.Club_ID"
82,10,soccer_3,soccer_3,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT T1.C2 FROM T1 JOIN T2 ON T1.C1 = T2.C13 ORDER BY T2.C12 DESC LIMIT 1,SELECT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID ORDER BY player.Wins_count DESC LIMIT 1
83,11,soccer_3,soccer_3,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT C2 FROM T1 WHERE C1 = (SELECT C13 FROM T2 ORDER BY C10 DESC LIMIT 1),SELECT Name FROM club WHERE Club_ID = (SELECT Club_ID FROM player ORDER BY Earnings DESC LIMIT 1)
84,16,soccer_3,soccer_3,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T1.C2, T2.C8 FROM T1 JOIN T2 ON T1.C1 = T2.C13","SELECT club.Name, player.Name FROM club JOIN player ON club.Club_ID = player.Club_ID"
85,17,soccer_3,soccer_3,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T1.C2, T2.C8 FROM T1 JOIN T2 ON T1.C1 = T2.C13","SELECT club.Name, player.Name FROM club JOIN player ON club.Club_ID = player.Club_ID"
86,18,soccer_3,soccer_3,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT T1.C2 FROM T1 JOIN T2 ON T1.C1 = T2.C13 WHERE T2.C10 > 2,SELECT DISTINCT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID WHERE player.Earnings > 2
87,19,soccer_3,soccer_3,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT T1.C2 FROM T1 JOIN T2 ON T1.C1 = T2.C13 WHERE T2.C12 > 2,SELECT DISTINCT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID WHERE player.Wins_count > 2
88,20,soccer_3,soccer_3,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T2.C8 FROM T2 JOIN T1 ON T2.C13 = T1.C1 WHERE T1.C2 = ""Sam Allardyce""","SELECT player.Name FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Name = ""Sam Allardyce"""
89,21,soccer_3,soccer_3,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT T2.C8 FROM T2 JOIN T1 ON T2.C13 = T1.C1 WHERE T1.C2 = 'Sam Allardyce',SELECT player.Name FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Name = 'Sam Allardyce'
90,24,soccer_3,soccer_3,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T1.C2, COUNT(DISTINCT T2.C7) FROM T1 JOIN T2 ON T1.C1 = T2.C13 GROUP BY T1.C2","SELECT club.Name, COUNT(DISTINCT player.Player_ID) FROM club JOIN player ON club.Club_ID = player.Club_ID GROUP BY club.Name"
91,25,soccer_3,soccer_3,,,True,,False,False,0,False,medium,claude-haiku-4-5-20251001,hybrid,"SELECT C8, COUNT(DISTINCT C13) FROM T2 JOIN T1 ON T2.C13 = T1.C1 GROUP BY C8","SELECT Name, COUNT(DISTINCT Club_ID) FROM player JOIN club ON player.Club_ID = club.Club_ID GROUP BY Name"
92,38,soccer_3,soccer_3,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT C12 FROM T2 JOIN T1 ON T2.C13 = T1.C1 WHERE T1.C3 = ""Australia"" OR T1.C3 = ""Zimbabwe""","SELECT Wins_count FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Manager = ""Australia"" OR club.Manager = ""Zimbabwe"""
93,39,soccer_3,soccer_3,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T2.C12 FROM T2 JOIN T1 ON T2.C13 = T1.C1 WHERE T1.C3 IN ('Australia', 'Zimbabwe')","SELECT player.Wins_count FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Manager IN ('Australia', 'Zimbabwe')"
94,42,e_commerce,e_commerce,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T4.C14, T4.C17, COUNT(T6.C23) FROM T4 JOIN T6 ON T4.C14 = T6.C24 GROUP BY T4.C14, T4.C17 HAVING COUNT(T6.C23) > 0","SELECT Order_Items.order_item_id, Order_Items.order_item_status_code, COUNT(Shipment_Items.shipment_id) FROM Order_Items JOIN Shipment_Items ON Order_Items.order_item_id = Shipment_Items.order_item_id GROUP BY Order_Items.order_item_id, Order_Items.order_item_status_code HAVING COUNT(Shipment_Items.shipment_id) > 0"
95,43,e_commerce,e_commerce,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T4.C14, COUNT(T6.C24) AS product_count, T4.C17 AS status FROM T4 LEFT JOIN T6 ON T4.C14 = T6.C24 GROUP BY T4.C14, T4.C17","SELECT Order_Items.order_item_id, COUNT(Shipment_Items.order_item_id) AS product_count, Order_Items.order_item_status_code AS status FROM Order_Items LEFT JOIN Shipment_Items ON Order_Items.order_item_id = Shipment_Items.order_item_id GROUP BY Order_Items.order_item_id, Order_Items.order_item_status_code"
96,50,e_commerce,e_commerce,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T4.C14, T3.C13 FROM T4 JOIN T3 ON T4.C16 = T3.C10 JOIN T6 ON T4.C14 = T6.C24 GROUP BY T4.C14, T3.C13 HAVING COUNT(T6.C24) >= 2","SELECT Order_Items.order_item_id, Orders.date_order_placed FROM Order_Items JOIN Orders ON Order_Items.order_id = Orders.order_id JOIN Shipment_Items ON Order_Items.order_item_id = Shipment_Items.order_item_id GROUP BY Order_Items.order_item_id, Orders.date_order_placed HAVING COUNT(Shipment_Items.order_item_id) >= 2"
97,51,e_commerce,e_commerce,,,True,,False,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T4.C14, T4.C17 FROM T4 JOIN T6 ON T4.C14 = T6.C24 GROUP BY T4.C14, T4.C17 HAVING COUNT(T6.C23) >= 2","SELECT Order_Items.order_item_id, Order_Items.order_item_status_code FROM Order_Items JOIN Shipment_Items ON Order_Items.order_item_id = Shipment_Items.order_item_id GROUP BY Order_Items.order_item_id, Order_Items.order_item_status_code HAVING COUNT(Shipment_Items.shipment_id) >= 2"
