pos,test_idx,db_id_gold,db_id_used,broker_pick,broker_correct,re_picked,retries,exec_success,difficulty,model_used,retrieval_used,masked_sql,real_sql
60,237,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT C3) FROM T1,SELECT COUNT(DISTINCT product_name) FROM Products
61,238,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT C3) FROM T1,SELECT COUNT(DISTINCT product_name) FROM Products
62,241,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT C4 FROM T1 WHERE C3 = 'Monitor',SELECT product_price FROM Products WHERE product_name = 'Monitor'
63,242,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT C4 FROM T1 WHERE C3 = 'Monitor',SELECT product_price FROM Products WHERE product_name = 'Monitor'
64,245,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,"SELECT avg(C4) FROM T1 WHERE C2 = ""Clothes""","SELECT avg(product_price) FROM Products WHERE product_type_code = ""Clothes"""
65,246,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT AVG(C4) FROM T1 WHERE C2 = 'Clothes',SELECT AVG(product_price) FROM Products WHERE product_type_code = 'Clothes'
66,247,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,"SELECT COUNT(*) FROM T1 WHERE C2 = ""hardware""","SELECT COUNT(*) FROM Products WHERE product_type_code = ""hardware"""
67,248,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(C3) FROM T1 WHERE C2 = 'Hardware',SELECT COUNT(product_name) FROM Products WHERE product_type_code = 'Hardware'
68,257,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT T1.C3 FROM T1 ORDER BY T1.C4 DESC,SELECT Products.product_name FROM Products ORDER BY Products.product_price DESC
69,258,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT C3 FROM T1 ORDER BY C4 DESC,SELECT product_name FROM Products ORDER BY product_price DESC
70,265,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT C2 FROM T1 GROUP BY C2 HAVING count(*) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING count(*) >= 2
71,266,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT C2 FROM T1 GROUP BY C2 HAVING COUNT(*) >= 2,SELECT product_type_code FROM Products GROUP BY product_type_code HAVING COUNT(*) >= 2
72,269,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT C5) FROM T1,SELECT COUNT(DISTINCT customer_phone) FROM Customers
73,270,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT C5) FROM T1,SELECT COUNT(DISTINCT customer_phone) FROM Customers
74,283,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT C5 FROM T1,SELECT DISTINCT customer_address FROM Customers
75,284,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT DISTINCT C5 FROM T1,SELECT DISTINCT customer_address FROM Customers
76,289,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(C7) FROM T2,SELECT COUNT(order_id) FROM Customer_Orders
77,290,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(*) FROM T2,SELECT COUNT(*) FROM Customer_Orders
78,309,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT T1.C5) FROM T1 JOIN T2 ON T1.C1 = T2.C8 JOIN T3 ON T2.C7 = T3.C12 WHERE T3.C14 IS NOT NULL,SELECT COUNT(DISTINCT Customers.customer_phone) FROM Customers JOIN Customer_Orders ON Customers.customer_id = Customer_Orders.customer_id JOIN Order_Items ON Customer_Orders.order_id = Order_Items.order_id WHERE Order_Items.order_quantity IS NOT NULL
79,310,customers_and_orders,customers_and_orders,,,False,0,True,easy,claude-haiku-4-5-20251001,hybrid,SELECT COUNT(DISTINCT T1.C5) FROM T1 JOIN T2 ON T1.C1 = T2.C8 JOIN T3 ON T2.C7 = T3.C12,SELECT COUNT(DISTINCT Customers.customer_phone) FROM Customers JOIN Customer_Orders ON Customers.customer_id = Customer_Orders.customer_id JOIN Order_Items ON Customer_Orders.order_id = Order_Items.order_id
80,4,soccer_3,soccer_3,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T1.C3, T1.C4 FROM T1","SELECT club.Manager, club.Captain FROM club"
81,5,soccer_3,soccer_3,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T1.C3, T1.C4 FROM T1","SELECT club.Manager, club.Captain FROM club"
82,10,soccer_3,soccer_3,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT T2.C8 FROM T2 ORDER BY T2.C10 DESC LIMIT 1,SELECT player.Name FROM player ORDER BY player.Earnings DESC LIMIT 1
83,11,soccer_3,soccer_3,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT C8 FROM T2 ORDER BY C10 DESC LIMIT 1,SELECT Name FROM player ORDER BY Earnings DESC LIMIT 1
84,16,soccer_3,soccer_3,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T2.C8, T1.C2 FROM T1 JOIN T2 ON T1.C1 = T2.C13","SELECT player.Name, club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID"
85,17,soccer_3,soccer_3,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T2.C8, T1.C2 FROM T2 JOIN T1 ON T2.C13 = T1.C1","SELECT player.Name, club.Name FROM player JOIN club ON player.Club_ID = club.Club_ID"
86,18,soccer_3,soccer_3,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,SELECT T1.C2 FROM T1 JOIN T2 ON T1.C1 = T2.C13 WHERE T2.C12 > 2,SELECT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID WHERE player.Wins_count > 2
87,19,soccer_3,soccer_3,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T1.C2 FROM T1 JOIN T2 ON T1.C1 = T2.C13 WHERE T2.C11 > 2 GROUP BY T1.C1, T1.C2","SELECT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID WHERE player.Events_number > 2 GROUP BY club.Club_ID, club.Name"
88,20,soccer_3,soccer_3,,,False,1,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T2.C8 FROM T2 JOIN T1 ON T2.C13 = T1.C1 WHERE T1.C3 = ""Sam Allardyce""","SELECT player.Name FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Manager = ""Sam Allardyce"""
89,21,soccer_3,soccer_3,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T2.C8 FROM T1 JOIN T2 ON T1.C1 = T2.C13 WHERE T1.C2 = ""Sam Allardyce""","SELECT player.Name FROM club JOIN player ON club.Club_ID = player.Club_ID WHERE club.Name = ""Sam Allardyce"""
90,24,soccer_3,soccer_3,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T1.C5, count(*) FROM T1 JOIN T2 ON T1.C1 = T2.C13 GROUP BY T1.C5","SELECT club.Manufacturer, count(*) FROM club JOIN player ON club.Club_ID = player.Club_ID GROUP BY club.Manufacturer"
91,25,soccer_3,soccer_3,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT C5, COUNT(C1) FROM T1 GROUP BY C5","SELECT Manufacturer, COUNT(Club_ID) FROM club GROUP BY Manufacturer"
92,38,soccer_3,soccer_3,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT C10 FROM T2 WHERE C9 = ""Australia"" OR C9 = ""Zimbabwe""","SELECT Earnings FROM player WHERE Country = ""Australia"" OR Country = ""Zimbabwe"""
93,39,soccer_3,soccer_3,,,False,1,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T2.C10 FROM T2 JOIN T1 ON T2.C13 = T1.C1 WHERE T1.C2 IN ('Australia', 'Zimbabwe')","SELECT player.Earnings FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Name IN ('Australia', 'Zimbabwe')"
94,42,e_commerce,e_commerce,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T3.C10, T3.C12, COUNT(T4.C14) FROM T3 JOIN T4 ON T3.C10 = T4.C16 GROUP BY T3.C10, T3.C12","SELECT Orders.order_id, Orders.order_status_code, COUNT(Order_Items.order_item_id) FROM Orders JOIN Order_Items ON Orders.order_id = Order_Items.order_id GROUP BY Orders.order_id, Orders.order_status_code"
95,43,e_commerce,e_commerce,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T3.C10, COUNT(T1.C1) AS product_count, T3.C12, T3.C13 FROM T3 LEFT JOIN T4 ON T3.C10 = T4.C16 LEFT JOIN T1 ON T4.C15 = T1.C1 GROUP BY T3.C10, T3.C12, T3.C13","SELECT Orders.order_id, COUNT(Products.product_id) AS product_count, Orders.order_status_code, Orders.date_order_placed FROM Orders LEFT JOIN Order_Items ON Orders.order_id = Order_Items.order_id LEFT JOIN Products ON Order_Items.product_id = Products.product_id GROUP BY Orders.order_id, Orders.order_status_code, Orders.date_order_placed"
96,50,e_commerce,e_commerce,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T3.C10, T3.C13 FROM T3 JOIN T4 ON T3.C10 = T4.C16 GROUP BY T3.C10, T3.C13 HAVING COUNT(DISTINCT T4.C15) >= 2","SELECT Orders.order_id, Orders.date_order_placed FROM Orders JOIN Order_Items ON Orders.order_id = Order_Items.order_id GROUP BY Orders.order_id, Orders.date_order_placed HAVING COUNT(DISTINCT Order_Items.product_id) >= 2"
97,51,e_commerce,e_commerce,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T3.C10, T5.C22 FROM T3 JOIN T5 ON T3.C10 = T5.C19 GROUP BY T3.C10 HAVING COUNT(DISTINCT T5.C20) >= 2","SELECT Orders.order_id, Shipments.shipment_date FROM Orders JOIN Shipments ON Orders.order_id = Shipments.order_id GROUP BY Orders.order_id HAVING COUNT(DISTINCT Shipments.invoice_number) >= 2"
98,60,e_commerce,e_commerce,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T1.C2, COUNT(T2.C7) FROM T1 JOIN T2 ON T1.C1 = T2.C8 GROUP BY T1.C2","SELECT Customers.gender_code, COUNT(Orders.order_id) FROM Customers JOIN Orders ON Customers.customer_id = Orders.customer_id GROUP BY Customers.gender_code"
99,61,e_commerce,e_commerce,,,False,0,True,medium,claude-haiku-4-5-20251001,hybrid,"SELECT T1.C3, COUNT(T1.C1) FROM T1 GROUP BY T1.C3","SELECT Orders.order_status_code, COUNT(Orders.order_id) FROM Orders GROUP BY Orders.order_status_code"
